"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","cadm3  (ENSAPOG00000003849)Compare Regions (MVNR01000873.1:29,607-143,949:1)View Sequence Alignments","n/a","53.85 %","50.23 %","0","32.58","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","CADM3  (ENSAMEG00000004103)Compare Regions (GL193579.1:455,169-465,356:1)View Sequence Alignments","0.07911","82.88 %","84.03 %","100","95.12","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","cadm3  (ENSACIG00000014408)Compare Regions (CCOE01000974.1:737,855-800,550:-1)View Sequence Alignments","n/a","52.43 %","50.00 %","0","42.20","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","cadm3  (ENSAOCG00000012068)Compare Regions (NXFZ01002995.1:22,754-137,881:-1)View Sequence Alignments","n/a","53.60 %","50.00 %","0","32.58","No"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","cadm3  (ENSAPEG00000019452)Compare Regions (10:8,055,672-8,174,174:1)View Sequence Alignments","n/a","39.85 %","50.00 %","0","28.31","No"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","cadm3  (ENSATEG00000015232)Compare Regions (OOHO01000003.1:7,032,589-7,110,983:-1)View Sequence Alignments","n/a","53.17 %","50.46 %","0","42.30","No"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","CADM3  (ENSAPLG00000017996)Compare Regions (26:640,680-660,975:1)View Sequence Alignments","n/a","46.59 %","45.83 %","50","81.19","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000014870Compare Regions (GL345054.1:1,323-10,654:-1)View Sequence Alignments","n/a","41.10 %","22.45 %","0","65.79","No"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000024084Compare Regions (GL344307.1:746-7,201:1)View Sequence Alignments","n/a","60.48 %","23.38 %","0","46.03","No"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","CADM3  (ENSABRG00000017610)Compare Regions (NXHY01000496.1:27,167-35,382:-1)View Sequence Alignments","n/a","55.21 %","53.94 %","50","83.71","Yes"
