"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","sufu  (ENSAPOG00000013163)Compare Regions (MVNR01000665.1:371,865-382,853:1)View Sequence Alignments","n/a","84.29 %","82.02 %","25","93.95","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","SUFU  (ENSAMEG00000017809)Compare Regions (GL192371.1:1,581,377-1,614,917:1)View Sequence Alignments","0.04556","84.79 %","67.98 %","100","88.49","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","sufu  (ENSACIG00000022620)Compare Regions (CCOE01000564.1:3,078,488-3,087,019:-1)View Sequence Alignments","n/a","83.86 %","81.61 %","25","95.23","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","sufu  (ENSAOCG00000015928)Compare Regions (NXFZ01003232.1:453,502-463,807:1)View Sequence Alignments","n/a","84.08 %","81.82 %","25","93.83","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","sufu  (ENSAPEG00000015906)Compare Regions (20:12,291,160-12,301,346:-1)View Sequence Alignments","n/a","84.29 %","82.02 %","25","93.82","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","sufu  (ENSATEG00000022700)Compare Regions (OOHO01000014.1:10,061,366-10,068,765:1)View Sequence Alignments","n/a","77.08 %","78.51 %","25","92.47","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","SUFU  (ENSAPLG00000002654)Compare Regions (6:23,424,806-23,468,711:1)View Sequence Alignments","n/a","67.16 %","46.49 %","75","51.81","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","SUFU  (ENSACAG00000004102)Compare Regions (3:39,670,850-39,769,372:1)View Sequence Alignments","n/a","90.38 %","89.26 %","100","98.92","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","SUFU  (ENSABRG00000007415)Compare Regions (NXHY01000012.1:8,976,515-9,060,809:-1)View Sequence Alignments","n/a","84.19 %","84.71 %","100","87.53","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","SUFU  (ENSANAG00000036277)Compare Regions (KZ200969.1:7,642,406-7,766,410:1)View Sequence Alignments","0.01091","92.88 %","99.79 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","SUFU  (ENSAHAG00000001621)Compare Regions (PTFD01000235.1:164,261-253,477:1)View Sequence Alignments","n/a","87.99 %","83.26 %","100","90.20","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","SUFU  (ENSAOWG00000004996)Compare Regions (PTFC01000061.1:1,292,994-1,380,088:-1)View Sequence Alignments","n/a","86.78 %","84.09 %","100","89.15","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","SUFU  (ENSARWG00000000745)Compare Regions (PTFB01000004.1:6,929,782-7,016,913:-1)View Sequence Alignments","n/a","89.65 %","84.09 %","100","90.60","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","sufu  (ENSACLG00000007598)Compare Regions (13:13,553,526-13,562,808:1)View Sequence Alignments","n/a","80.72 %","78.72 %","25","85.56","Yes"
