"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","si:ch211-239f4.1  (ENSAPOG00000019674)Compare Regions (MVNR01001778.1:4,739-34,044:1)View Sequence Alignments","n/a","71.50 %","76.02 %","0","86.42","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","EVI5L  (ENSAMEG00000008589)Compare Regions (GL192871.1:1,014,008-1,028,739:1)View Sequence Alignments","0.00913","98.13 %","71.80 %","100","91.81","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","si:ch211-239f4.1  (ENSACIG00000007906)Compare Regions (CCOE01001521.1:744,635-762,172:-1)View Sequence Alignments","n/a","73.33 %","71.06 %","0","88.54","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","si:ch211-239f4.1  (ENSAOCG00000011669)Compare Regions (NXFZ01006322.1:779,143-821,390:1)View Sequence Alignments","n/a","71.38 %","75.90 %","0","86.33","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","si:ch211-239f4.1  (ENSAPEG00000001475)Compare Regions (3:31,709,170-31,734,275:1)View Sequence Alignments","n/a","75.90 %","73.54 %","0","88.90","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","si:ch211-239f4.1  (ENSATEG00000004322)Compare Regions (OOHO01000002.1:15,879,030-15,898,868:1)View Sequence Alignments","n/a","73.77 %","69.19 %","0","97.17","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","EVI5L  (ENSAPLG00000014793)Compare Regions (PEDO01009762.1:21-8,878:-1)View Sequence Alignments","n/a","77.96 %","76.89 %","0","93.54","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000005001Compare Regions (GL343286.1:305-26,785:-1)View Sequence Alignments","n/a","91.90 %","53.54 %","0","77.88","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000009969Compare Regions (2:119,698,450-119,710,285:-1)View Sequence Alignments","n/a","66.94 %","30.19 %","0","71.25","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","EVI5L  (ENSABRG00000017689)Compare Regions (NXHY01000447.1:201,310-213,184:1)View Sequence Alignments","n/a","64.35 %","76.89 %","25","93.31","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","EVI5L  (ENSANAG00000028460)Compare Regions (KZ203443.1:7,149,613-7,170,573:1)View Sequence Alignments","0.06657","94.55 %","94.78 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","EVI5L  (ENSAHAG00000005319)Compare Regions (PTFD01001647.1:2,346-11,380:-1)View Sequence Alignments","n/a","59.88 %","76.77 %","25","79.81","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","EVI5L  (ENSAOWG00000019273)Compare Regions (PTFC01001321.1:1,198-11,185:-1)View Sequence Alignments","n/a","84.54 %","84.22 %","25","100.00","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","EVI5L  (ENSARWG00000017950)Compare Regions (PTFB01001235.1:1,119-11,294:-1)View Sequence Alignments","n/a","84.20 %","82.73 %","25","100.00","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","si:ch211-239f4.1  (ENSACLG00000004832)Compare Regions (6:15,073,410-15,120,427:-1)View Sequence Alignments","n/a","71.14 %","75.65 %","0","86.10","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","si:ch211-239f4.1  (ENSAMXG00000018638)Compare Regions (12:10,947,186-10,990,922:-1)View Sequence Alignments","n/a","68.47 %","73.91 %","0","83.48","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","EVI5L  (ENSBBBG00000019083)Compare Regions (KN265186.1:6,338,453-6,349,858:-1)View Sequence Alignments","n/a","89.31 %","58.14 %","100","84.49","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","EVI5L  (ENSBMUG00000025959)Compare Regions (JH880645.1:69,829-95,607:-1)View Sequence Alignments","n/a","86.36 %","77.89 %","100","97.59","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","EVI5L  (ENSBTAG00000004294)Compare Regions (7:16,608,165-16,640,661:1)View Sequence Alignments","0.00614","98.27 %","98.51 %","100","100.00","Yes"
