"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","cul4a  (ENSAPOG00000004830)Compare Regions (MVNR01000109.1:265,202-273,921:1)View Sequence Alignments","n/a","75.25 %","70.49 %","50","5.12","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-manyView Gene Tree","ENSAMEG00000002903Compare Regions (GL192788.1:321,989-323,232:-1)View Sequence Alignments","0.20044","77.28 %","41.24 %","0","n/a","No"
"Panda (Ailuropoda melanoleuca)","1-to-manyView Gene Tree","ENSAMEG00000010104Compare Regions (GL194733.1:1,291-45,292:-1)View Sequence Alignments","0.05910","92.81 %","88.41 %","50","97.85","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","cul4a  (ENSACIG00000022636)Compare Regions (CCOE01000670.1:1,552,238-1,562,020:-1)View Sequence Alignments","n/a","78.26 %","78.26 %","50","22.60","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","cul4a  (ENSAOCG00000024741)Compare Regions (NXFZ01000019.1:359,913-369,389:1)View Sequence Alignments","n/a","78.52 %","79.45 %","50","16.14","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","cul4a  (ENSAPEG00000022509)Compare Regions (1:38,575,701-38,585,170:-1)View Sequence Alignments","n/a","79.95 %","77.73 %","50","16.26","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","cul4a  (ENSATEG00000013870)Compare Regions (OOHO01000010.1:11,313,616-11,320,067:-1)View Sequence Alignments","n/a","78.50 %","76.02 %","50","16.31","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","CUL4A  (ENSAPLG00000001201)Compare Regions (1:158,283,537-158,317,871:1)View Sequence Alignments","n/a","88.01 %","71.54 %","100","97.45","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","CUL4A  (ENSACAG00000000212)Compare Regions (3:106,014,173-106,053,439:1)View Sequence Alignments","n/a","79.48 %","80.11 %","100","20.71","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","CUL4A  (ENSABRG00000011313)Compare Regions (NXHY01000090.1:2,573,299-2,609,080:1)View Sequence Alignments","n/a","87.08 %","89.72 %","100","100.00","Yes"
