"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","ENSAPOG00000016444Compare Regions (MVNR01003054.1:24,190-24,459:-1)View Sequence Alignments","n/a","80.90 %","9.94 %","0","n/a","No"
"Panda (Ailuropoda melanoleuca)","1-to-manyView Gene Tree","ENSAMEG00000000583Compare Regions (GL193472.1:478,721-481,098:1)View Sequence Alignments","0.07553","83.25 %","65.88 %","0","n/a","No"
"Panda (Ailuropoda melanoleuca)","1-to-manyView Gene Tree","ENSAMEG00000011809Compare Regions (GL192391.1:906,135-911,548:-1)View Sequence Alignments","0.01581","95.82 %","98.07 %","100","99.96","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-manyView Gene Tree","ENSAMEG00000012750Compare Regions (GL192498.1:1,058,649-1,059,799:1)View Sequence Alignments","n/a","68.36 %","35.22 %","0","n/a","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","hsp90ab1  (ENSACIG00000014139)Compare Regions (CCOE01001285.1:618,792-623,246:-1)View Sequence Alignments","n/a","90.23 %","90.61 %","50","99.88","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000009238Compare Regions (NXFZ01004573.1:70,849-73,096:1)View Sequence Alignments","n/a","76.38 %","20.99 %","0","n/a","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","hsp90ab1  (ENSAOCG00000019247)Compare Regions (NXFZ01006352.1:1,566,336-1,573,828:1)View Sequence Alignments","n/a","91.17 %","91.30 %","50","96.80","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","hsp90ab1  (ENSAPEG00000009785)Compare Regions (11:21,630,530-21,638,080:1)View Sequence Alignments","n/a","91.17 %","91.30 %","50","99.88","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ENSAPEG00000018019Compare Regions (24:13,097,796-13,107,038:1)View Sequence Alignments","n/a","57.39 %","22.51 %","0","n/a","No"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","hsp90ab1  (ENSATEG00000017267)Compare Regions (OOHO01000013.1:13,128,410-13,133,348:-1)View Sequence Alignments","n/a","90.18 %","90.06 %","50","99.88","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","HSP90AB1  (ENSACAG00000014791)Compare Regions (1:227,915,054-227,933,305:1)View Sequence Alignments","n/a","94.50 %","94.89 %","100","99.96","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","HSP90AB1  (ENSABRG00000019643)Compare Regions (NXHY01000065.1:2,521,648-2,527,204:1)View Sequence Alignments","n/a","95.02 %","94.89 %","75","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","ENSANAG00000033764Compare Regions (KZ201190.1:5,606,436-5,611,642:-1)View Sequence Alignments","0.05481","98.60 %","96.96 %","0","n/a","No"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","HSP90AB1  (ENSAHAG00000017222)Compare Regions (PTFD01000098.1:2,157,844-2,166,908:1)View Sequence Alignments","n/a","91.20 %","94.48 %","100","98.52","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","HSP90AB1  (ENSAOWG00000003935)Compare Regions (PTFC01000300.1:923,777-929,977:1)View Sequence Alignments","n/a","94.63 %","94.89 %","100","99.96","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","HSP90AB1  (ENSARWG00000004644)Compare Regions (PTFB01000055.1:3,361,338-3,368,158:1)View Sequence Alignments","n/a","94.77 %","95.03 %","100","99.96","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","hsp90ab1  (ENSACLG00000024203)Compare Regions (15:13,087,867-13,094,798:-1)View Sequence Alignments","n/a","90.37 %","90.75 %","50","99.73","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","hsp90ab1  (ENSAMXG00000024526)Compare Regions (3:31,788,865-31,796,808:-1)View Sequence Alignments","n/a","91.45 %","91.57 %","50","99.96","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","HSP90AB1  (ENSBBBG00000009167)Compare Regions (KN265182.1:7,108,760-7,112,709:-1)View Sequence Alignments","0.00533","99.58 %","99.31 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","HSP90AB1  (ENSBMUG00000011676)Compare Regions (JH881611.1:1,526,859-1,530,861:-1)View Sequence Alignments","0.00760","99.31 %","99.03 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","HSP90AB1  (ENSBTAG00000000778)Compare Regions (23:17,752,495-17,758,156:1)View Sequence Alignments","0.00528","99.59 %","99.59 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-manyView Gene Tree","daf-21  (WBGene00000915)Compare Regions (V:14,684,918-14,688,543:1)View Sequence Alignments","n/a","77.35 %","75.00 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","HSP90AB1  (ENSCPUG00000002132)Compare Regions (KQ482239.1:16,395,969-16,402,010:-1)View Sequence Alignments","n/a","95.59 %","95.86 %","100","100.00","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","HSP90AB1  (ENSCPGG00000003497)Compare Regions (QJSC01015170.1:1,663,134-1,669,681:1)View Sequence Alignments","n/a","95.45 %","95.72 %","100","99.96","Yes"
