"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","tent4b  (ENSAPOG00000022376)Compare Regions (MVNR01000002.1:1,562,058-1,587,498:-1)View Sequence Alignments","n/a","61.70 %","56.30 %","100","74.93","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","TENT4B  (ENSAMEG00000006535)Compare Regions (GL192384.1:1,070,033-1,137,299:1)View Sequence Alignments","0.15894","92.15 %","89.11 %","100","98.57","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","tent4b  (ENSACIG00000004518)Compare Regions (CCOE01000139.1:2,138,959-2,166,028:-1)View Sequence Alignments","n/a","57.28 %","52.44 %","100","63.25","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","tent4b  (ENSAOCG00000018117)Compare Regions (NXFZ01002832.1:306,350-333,500:-1)View Sequence Alignments","n/a","58.00 %","56.59 %","100","78.36","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","tent4b  (ENSAPEG00000010518)Compare Regions (1:24,519,155-24,545,901:-1)View Sequence Alignments","n/a","58.53 %","57.02 %","100","78.33","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","tent4b  (ENSATEG00000003179)Compare Regions (OOHO01000010.1:21,105,091-21,123,965:-1)View Sequence Alignments","n/a","57.77 %","56.45 %","100","78.11","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","TENT4B  (ENSAPLG00000014941)Compare Regions (12:8,170,805-8,205,927:-1)View Sequence Alignments","n/a","85.49 %","38.83 %","75","86.41","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","TENT4B  (ENSACAG00000013952)Compare Regions (GL343227.1:1,833,023-1,867,762:-1)View Sequence Alignments","n/a","69.92 %","66.62 %","100","96.17","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","TENT4B  (ENSABRG00000002683)Compare Regions (NXHY01000081.1:3,554,437-3,593,333:1)View Sequence Alignments","n/a","72.67 %","71.63 %","100","98.13","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","TENT4B  (ENSANAG00000029197)Compare Regions (KZ201513.1:560,632-629,534:-1)View Sequence Alignments","0.30704","95.66 %","94.70 %","100","100.00","Yes"
