"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","ubp1  (ENSAPOG00000021986)Compare Regions (MVNR01000337.1:81,045-102,030:1)View Sequence Alignments","n/a","73.99 %","74.26 %","25","58.48","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","UBP1  (ENSAMEG00000002341)Compare Regions (GL192643.1:480,597-532,253:1)View Sequence Alignments","0.10571","93.91 %","88.52 %","100","98.94","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","ubp1  (ENSACIG00000020276)Compare Regions (CCOE01001626.1:737,923-750,795:1)View Sequence Alignments","n/a","74.47 %","71.85 %","25","26.68","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","ubp1  (ENSAOCG00000003792)Compare Regions (NXFZ01003318.1:226,678-248,311:-1)View Sequence Alignments","n/a","73.99 %","74.26 %","25","64.31","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","ubp1  (ENSAPEG00000014146)Compare Regions (17:10,544,615-10,564,772:1)View Sequence Alignments","n/a","73.99 %","74.26 %","25","64.38","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","ubp1  (ENSATEG00000015444)Compare Regions (OOHO01000017.1:34,918,815-34,925,211:1)View Sequence Alignments","n/a","73.67 %","74.63 %","25","35.64","No"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","UBP1  (ENSAPLG00000001472)Compare Regions (2:65,081,758-65,115,759:-1)View Sequence Alignments","n/a","87.24 %","86.11 %","75","98.22","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","UBP1  (ENSACAG00000013565)Compare Regions (GL343324.1:824,088-879,229:-1)View Sequence Alignments","n/a","79.96 %","79.81 %","75","80.20","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","UBP1  (ENSABRG00000016467)Compare Regions (NXHY01000298.1:303,521-336,755:-1)View Sequence Alignments","n/a","87.24 %","86.11 %","75","98.23","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-manyView Gene Tree","ENSANAG00000028357Compare Regions (KZ198626.1:171,713-177,557:-1)View Sequence Alignments","0.28304","93.55 %","85.93 %","0","n/a","No"
"Ma's night monkey (Aotus nancymaae)","1-to-manyView Gene Tree","ENSANAG00000030646Compare Regions (KZ204886.1:11,628,813-11,681,768:-1)View Sequence Alignments","0.07975","98.33 %","98.33 %","75","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","UBP1  (ENSAHAG00000007159)Compare Regions (PTFD01000791.1:260,533-296,089:-1)View Sequence Alignments","n/a","88.62 %","87.96 %","75","100.00","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","UBP1  (ENSAOWG00000012065)Compare Regions (PTFC01000582.1:57,062-92,700:-1)View Sequence Alignments","n/a","88.43 %","87.78 %","50","100.00","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","UBP1  (ENSARWG00000004717)Compare Regions (PTFB01000857.1:7,097-45,480:1)View Sequence Alignments","n/a","83.81 %","87.22 %","50","97.13","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","ubp1  (ENSACLG00000018955)Compare Regions (22:17,428,666-17,441,175:1)View Sequence Alignments","n/a","70.89 %","66.30 %","50","25.40","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","ubp1  (ENSAMXG00000020575)Compare Regions (23:28,878,644-28,904,472:1)View Sequence Alignments","n/a","64.45 %","66.48 %","25","46.30","No"
"American bison (Bison bison bison)","1-to-1View Gene Tree","ENSBBBG00000018645Compare Regions (KN264758.1:7,434,091-7,438,086:1)View Sequence Alignments","n/a","90.00 %","23.33 %","100","67.61","No"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","UBP1  (ENSBMUG00000008956)Compare Regions (JH881369.1:773,383-819,338:-1)View Sequence Alignments","n/a","89.04 %","82.78 %","75","98.05","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","UBP1  (ENSBTAG00000003968)Compare Regions (22:7,649,885-7,712,124:-1)View Sequence Alignments","0.08981","92.72 %","92.04 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-manyView Gene Tree","grh-1  (WBGene00001707)Compare Regions (I:1,259,374-1,268,155:-1)View Sequence Alignments","n/a","16.34 %","17.04 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","UBP1  (ENSCPUG00000001544)Compare Regions (KQ482095.1:975,883-1,013,939:-1)View Sequence Alignments","n/a","88.27 %","87.78 %","100","100.00","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","UBP1  (ENSCPGG00000008427)Compare Regions (QJSC01018426.1:1,246,855-1,284,685:-1)View Sequence Alignments","n/a","88.27 %","87.78 %","100","100.00","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","UBP1  (ENSCJAG00000012030)Compare Regions (NTIC01008890.1:62,670,443-62,717,937:-1)View Sequence Alignments","0.09078","98.33 %","98.33 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","UBP1  (ENSCAFG00000004598)Compare Regions (23:3,445,843-3,499,337:1)View Sequence Alignments","0.10913","94.06 %","93.89 %","75","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","UBP1  (ENSCAFG00020002404)Compare Regions (QKWQ01001964.1:17,105,461-17,155,031:-1)View Sequence Alignments","0.10913","94.06 %","93.89 %","75","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","UBP1  (ENSCHIG00000021781)Compare Regions (22:7,549,148-7,611,222:-1)View Sequence Alignments","0.09214","90.89 %","90.56 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-manyView Gene Tree","ENSTSYG00000000705Compare Regions (KE947807.1:515,473-568,814:-1)View Sequence Alignments","n/a","89.96 %","89.63 %","75","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-manyView Gene Tree","ENSTSYG00000034298Compare Regions (ABRT02277807.1:4,545-6,122:-1)View Sequence Alignments","0.36381","82.19 %","66.67 %","0","n/a","No"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","Ubp1  (ENSCCNG00000030238)Compare Regions (MTKA01002062.1:33,867-86,036:1)View Sequence Alignments","0.14997","93.47 %","92.78 %","25","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","UBP1  (ENSCAPG00000008021)Compare Regions (AVPZ01000078.1:40,845,235-40,874,082:1)View Sequence Alignments","0.15208","91.33 %","58.52 %","100","86.29","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","UBP1  (ENSCPOG00000009270)Compare Regions (DS562871.1:40,827,753-40,895,856:1)View Sequence Alignments","0.05279","97.19 %","89.81 %","100","98.74","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","UBP1  (ENSCCAG00000025627)Compare Regions (KV389447.1:9,095,238-9,145,775:-1)View Sequence Alignments","0.09916","98.33 %","98.33 %","100","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","UBP1  (ENSCATG00000038795)Compare Regions (KQ012342.1:14,210,683-14,265,320:1)View Sequence Alignments","0.06573","99.07 %","99.07 %","100","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","UBP1  (ENSCABG00000021855)Compare Regions (PKMU01004212.1:304,871-367,410:-1)View Sequence Alignments","n/a","87.73 %","87.41 %","100","100.00","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","UBP1  (ENSCLAG00000006836)Compare Regions (JH721881.1:618,696-681,994:-1)View Sequence Alignments","0.08469","95.93 %","95.93 %","100","100.00","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","UBP1  (ENSCSAG00000009395)Compare Regions (15:77,882,632-77,933,864:-1)View Sequence Alignments","0.12131","98.89 %","98.89 %","100","100.00","Yes"
"Sloth (Choloepus hoffmanni)","1-to-1View Gene Tree","UBP1  (ENSCHOG00000001692)Compare Regions (GeneScaffold_4874:59,000-101,040:-1)View Sequence Alignments","n/a","71.78 %","71.11 %","25","85.93","Yes"
"Painted turtle (Chrysemys picta bellii)","1-to-1View Gene Tree","UBP1  (ENSCPBG00000013401)Compare Regions (KK082982.1:89,072-140,171:-1)View Sequence Alignments","n/a","88.29 %","87.96 %","75","100.00","Yes"
"Ciona intestinalis","Many-to-manyView Gene Tree","ENSCING00000007574Compare Regions (1:7,842,680-7,862,486:-1)View Sequence Alignments","n/a","17.77 %","19.81 %","n/a","n/a","No"
"Ciona intestinalis","Many-to-manyView Gene Tree","ENSCING00000009038Compare Regions (3:4,799,493-4,801,073:1)View Sequence Alignments","n/a","48.96 %","47.78 %","n/a","43.22","No"
"Ciona savignyi","1-to-manyView Gene Tree","ENSCSAVG00000010949Compare Regions (reftig_27:2,219,096-2,238,642:1)View Sequence Alignments","n/a","17.45 %","19.26 %","n/a","n/a","No"
"Angola colobus (Colobus angolensis palliatus)","1-to-1View Gene Tree","UBP1  (ENSCANG00000034752)Compare Regions (KN984364.1:6,102,185-6,154,565:-1)View Sequence Alignments","0.16286","98.70 %","98.70 %","75","100.00","Yes"
"Japanese quail (Coturnix japonica)","1-to-1View Gene Tree","UBP1  (ENSCJPG00005005738)Compare Regions (2:40,934,172-40,957,547:-1)View Sequence Alignments","n/a","86.63 %","80.37 %","100","96.51","Yes"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-1View Gene Tree","Ubp1  (ENSCGRG00001015379)Compare Regions (scaffold_5:9,650,397-9,697,287:-1)View Sequence Alignments","0.08850","94.44 %","94.44 %","100","100.00","Yes"
"Chinese hamster CriGri (Cricetulus griseus)","1-to-1View Gene Tree","Ubp1  (ENSCGRG00000010813)Compare Regions (JH000118.1:2,065,053-2,102,211:1)View Sequence Alignments","0.16598","89.66 %","88.33 %","100","96.83","Yes"
"Chinese hamster PICR (Cricetulus griseus)","1-to-1View Gene Tree","Ubp1  (ENSCGRG00015006703)Compare Regions (RAZU01000168.1:1,137,649-1,183,411:1)View Sequence Alignments","0.08850","94.44 %","94.44 %","75","100.00","Yes"
"Australian saltwater crocodile (Crocodylus porosus)","1-to-1View Gene Tree","UBP1  (ENSCPRG00005008890)Compare Regions (MDVP01000001.1:81,334,929-81,378,483:-1)View Sequence Alignments","n/a","82.25 %","79.81 %","100","92.54","Yes"
"Blue tit (Cyanistes caeruleus)","1-to-1View Gene Tree","UBP1  (ENSCCEG00000016075)Compare Regions (PDCF01000002.1:16,539,356-16,567,455:1)View Sequence Alignments","n/a","78.10 %","80.56 %","100","91.47","Yes"
"Tongue sole (Cynoglossus semilaevis)","1-to-1View Gene Tree","ubp1  (ENSCSEG00000016364)Compare Regions (18:9,898,312-9,909,609:-1)View Sequence Alignments","n/a","72.92 %","71.30 %","25","58.56","Yes"
"Sheepshead minnow (Cyprinodon variegatus)","1-to-1View Gene Tree","ubp1  (ENSCVAG00000000202)Compare Regions (KL652571.1:642,071-663,207:1)View Sequence Alignments","n/a","73.99 %","74.26 %","25","58.57","Yes"
"Zebrafish (Danio rerio)","1-to-1View Gene Tree","ubp1  (ENSDARG00000018000)Compare Regions (19:42,806,812-42,841,889:1)View Sequence Alignments","n/a","71.99 %","70.93 %","25","60.59","Yes"
"Armadillo (Dasypus novemcinctus)","1-to-manyView Gene Tree","ENSDNOG00000018905Compare Regions (JH562717.1:30,007-31,540:1)View Sequence Alignments","0.13795","90.51 %","82.96 %","0","n/a","No"
"Armadillo (Dasypus novemcinctus)","1-to-manyView Gene Tree","ENSDNOG00000019550Compare Regions (JH570423.1:1,421,359-1,487,177:-1)View Sequence Alignments","0.10412","93.83 %","92.96 %","100","100.00","Yes"
"Kangaroo rat (Dipodomys ordii)","1-to-1View Gene Tree","Ubp1  (ENSDORG00000010133)Compare Regions (KN672456.1:6,011,128-6,075,998:-1)View Sequence Alignments","0.14318","92.95 %","92.78 %","75","100.00","Yes"
