"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","MPPED2  (ENSAMEG00000003656)Compare Regions (GL193109.1:692,123-853,247:1)View Sequence Alignments","n/a","100.00 %","100.00 %","50","100.00","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","MPPED2  (ENSAPLG00000004348)Compare Regions (5:7,181,238-7,275,376:1)View Sequence Alignments","n/a","99.32 %","99.32 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","MPPED2  (ENSACAG00000022571)Compare Regions (1:59,608,428-59,782,399:-1)View Sequence Alignments","n/a","99.32 %","99.32 %","100","100.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","MPPED2  (ENSABRG00000018012)Compare Regions (NXHY01000034.1:5,156,035-5,260,726:1)View Sequence Alignments","n/a","99.32 %","99.32 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","MPPED2  (ENSANAG00000031909)Compare Regions (KZ197012.1:5,673,023-5,868,291:-1)View Sequence Alignments","0.15247","99.32 %","99.32 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","MPPED2  (ENSAHAG00000016018)Compare Regions (PTFD01000114.1:1,852,278-1,962,245:-1)View Sequence Alignments","n/a","99.32 %","99.32 %","50","100.00","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","MPPED2  (ENSAOWG00000013558)Compare Regions (PTFC01000157.1:685,480-795,310:-1)View Sequence Alignments","n/a","99.32 %","99.32 %","100","100.00","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","MPPED2  (ENSARWG00000014424)Compare Regions (PTFB01000398.1:684,091-756,597:-1)View Sequence Alignments","n/a","95.38 %","84.35 %","50","93.22","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","MPPED2  (ENSBBBG00000002499)Compare Regions (KN265213.1:4,827,891-5,032,676:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","MPPED2  (ENSBMUG00000009665)Compare Regions (JH883646.1:189,966-399,049:1)View Sequence Alignments","n/a","100.00 %","100.00 %","0","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","MPPED2  (ENSBTAG00000020956)Compare Regions (15:61,161,268-61,371,379:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","T07D4.2  (WBGene00011579)Compare Regions (II:8,869,549-8,874,020:-1)View Sequence Alignments","n/a","35.10 %","47.28 %","n/a","n/a","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","C25E10.12  (WBGene00016101)Compare Regions (V:9,060,494-9,062,441:-1)View Sequence Alignments","n/a","44.48 %","42.52 %","n/a","n/a","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","K07C11.7  (WBGene00019479)Compare Regions (V:8,207,930-8,213,968:-1)View Sequence Alignments","n/a","34.48 %","34.01 %","n/a","n/a","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","MPPED2  (ENSCPUG00000017123)Compare Regions (KQ482227.1:710,561-818,232:-1)View Sequence Alignments","n/a","99.32 %","99.32 %","100","100.00","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","MPPED2  (ENSCPGG00000013512)Compare Regions (QJSC01027592.1:784,652-893,653:-1)View Sequence Alignments","n/a","99.32 %","99.32 %","100","100.00","Yes"
