"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000003799Compare Regions (MVNR01004042.1:417-25,176:1)View Sequence Alignments","n/a","47.44 %","49.39 %","0","16.00","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000018931Compare Regions (MVNR01004426.1:6,222-16,013:1)View Sequence Alignments","n/a","55.04 %","9.69 %","0","7.59","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","satb2  (ENSAPOG00000019586)Compare Regions (MVNR01001106.1:115,366-165,167:1)View Sequence Alignments","n/a","71.31 %","70.53 %","0","49.68","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","SATB2  (ENSAMEG00000005350)Compare Regions (GL192445.1:740,630-918,545:-1)View Sequence Alignments","0.00605","95.64 %","98.77 %","50","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ENSACIG00000011479Compare Regions (CCOE01000713.1:212,838-231,543:1)View Sequence Alignments","n/a","60.44 %","64.39 %","0","n/a","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","satb2  (ENSACIG00000020346)Compare Regions (CCOE01000203.1:282,840-323,199:-1)View Sequence Alignments","n/a","68.19 %","73.40 %","50","61.24","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000001682Compare Regions (NXFZ01000065.1:387,733-393,790:-1)View Sequence Alignments","n/a","69.38 %","15.14 %","25","n/a","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000015269Compare Regions (NXFZ01003086.1:95,768-103,404:1)View Sequence Alignments","n/a","68.09 %","13.10 %","0","24.87","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ENSAPEG00000005424Compare Regions (24:2,645,013-2,671,513:-1)View Sequence Alignments","n/a","55.89 %","60.85 %","25","n/a","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","satb2  (ENSAPEG00000022191)Compare Regions (12:8,230,893-8,281,247:1)View Sequence Alignments","n/a","68.14 %","73.81 %","0","61.82","Yes"
