"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","zbtb17  (ENSAPOG00000010030)Compare Regions (MVNR01000179.1:175,289-187,153:-1)View Sequence Alignments","n/a","56.17 %","63.46 %","50","78.65","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","ZBTB17  (ENSAMEG00000011788)Compare Regions (GL192825.1:302,019-307,826:1)View Sequence Alignments","0.06670","88.37 %","76.91 %","100","93.24","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","ENSACIG00000013888Compare Regions (CCOE01001110.1:29,447-31,056:1)View Sequence Alignments","n/a","71.19 %","10.37 %","25","49.93","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","ENSAOCG00000014637Compare Regions (NXFZ01006354.1:463,119-464,396:-1)View Sequence Alignments","n/a","61.80 %","6.79 %","50","44.60","No"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","zbtb17  (ENSAPEG00000010080)Compare Regions (8:27,620,106-27,632,483:-1)View Sequence Alignments","n/a","57.05 %","64.44 %","50","78.84","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","zbtb17  (ENSATEG00000005399)Compare Regions (OOHO01000023.1:7,025,613-7,032,661:-1)View Sequence Alignments","n/a","55.93 %","64.07 %","50","80.36","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ZBTB17  (ENSAPLG00000012761)Compare Regions (PEDO01020097.1:1,698-10,986:1)View Sequence Alignments","n/a","58.61 %","68.89 %","0","86.84","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","ZBTB17  (ENSACAG00000013821)Compare Regions (GL343609.1:307,026-332,318:-1)View Sequence Alignments","n/a","63.68 %","55.19 %","100","67.78","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","ZBTB17  (ENSABRG00000010446)Compare Regions (NXHY01000276.1:711,280-721,925:-1)View Sequence Alignments","n/a","62.39 %","71.48 %","75","84.14","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","ZBTB17  (ENSANAG00000027752)Compare Regions (KZ207330.1:2,620,411-2,666,594:-1)View Sequence Alignments","0.03576","98.12 %","96.54 %","75","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","ZBTB17  (ENSAHAG00000017527)Compare Regions (PTFD01001082.1:27,653-39,472:1)View Sequence Alignments","n/a","71.91 %","71.73 %","100","87.10","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","ZBTB17  (ENSAOWG00000004387)Compare Regions (PTFC01000840.1:191,694-202,528:-1)View Sequence Alignments","n/a","67.33 %","71.23 %","100","85.26","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","ZBTB17  (ENSARWG00000012694)Compare Regions (PTFB01000836.1:172,370-187,151:-1)View Sequence Alignments","n/a","70.42 %","71.11 %","100","86.32","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","zbtb17  (ENSACLG00000016405)Compare Regions (20:21,232,064-21,241,299:-1)View Sequence Alignments","n/a","61.68 %","59.01 %","50","76.49","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","zbtb17  (ENSAMXG00000012547)Compare Regions (15:15,445,491-15,455,929:1)View Sequence Alignments","n/a","62.57 %","66.05 %","50","22.37","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","ZBTB17 (1 of many)  (ENSAMXG00000034837)Compare Regions (APWO02001117.1:16-12,450:1)View Sequence Alignments","n/a","62.72 %","39.26 %","0","72.14","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","ZBTB17  (ENSBBBG00000003462)Compare Regions (KN265004.1:11,793,986-11,800,168:1)View Sequence Alignments","0.08595","85.53 %","83.95 %","25","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","ZBTB17  (ENSBMUG00000025489)Compare Regions (JH880456.1:2,326,777-2,332,882:1)View Sequence Alignments","0.04410","91.12 %","90.00 %","50","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","ZBTB17  (ENSBTAG00000018730)Compare Regions (16:51,625,615-51,631,658:1)View Sequence Alignments","0.04443","92.77 %","91.85 %","50","100.00","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","ENSCPUG00000016220Compare Regions (KQ482258.1:242,733-244,638:-1)View Sequence Alignments","n/a","45.94 %","16.05 %","100","30.54","No"
