"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ATP1A1  (ENSAPOG00000014081)Compare Regions (MVNR01003578.1:54-16,866:1)View Sequence Alignments","n/a","86.30 %","86.80 %","0","94.91","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000019624Compare Regions (MVNR01002704.1:46,327-58,369:-1)View Sequence Alignments","n/a","81.72 %","79.08 %","0","n/a","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","ATP1A1  (ENSAMEG00000005071)Compare Regions (GL193045.1:326,793-346,067:1)View Sequence Alignments","0.02969","97.36 %","97.17 %","75","99.90","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ATP1A1 (1 of many)  (ENSACIG00000001741)Compare Regions (CCOE01001245.1:539,096-549,752:-1)View Sequence Alignments","n/a","87.58 %","85.44 %","50","2.31","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ATP1A1 (1 of many)  (ENSACIG00000001788)Compare Regions (CCOE01001245.1:574,080-582,458:-1)View Sequence Alignments","n/a","88.12 %","82.70 %","25","95.89","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ENSACIG00000001848Compare Regions (CCOE01001245.1:594,993-613,778:-1)View Sequence Alignments","n/a","85.47 %","84.56 %","0","0.73","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ATP1A1 (1 of many)  (ENSACIG00000001901)Compare Regions (CCOE01001245.1:660,748-669,961:-1)View Sequence Alignments","n/a","82.77 %","80.74 %","50","6.90","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ATP1A1 (1 of many)  (ENSACIG00000001965)Compare Regions (CCOE01001245.1:691,527-700,318:-1)View Sequence Alignments","n/a","81.72 %","77.81 %","50","0.86","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000020893Compare Regions (NXFZ01001931.1:282,854-291,310:-1)View Sequence Alignments","n/a","87.88 %","79.37 %","25","n/a","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","atp1a1a.1  (ENSAOCG00000020990)Compare Regions (NXFZ01001931.1:247,751-260,078:-1)View Sequence Alignments","n/a","88.88 %","87.49 %","25","99.66","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","atp1a1a.1  (ENSAPEG00000014030)Compare Regions (24:9,888,348-9,914,886:-1)View Sequence Alignments","n/a","88.10 %","89.05 %","0","99.03","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ENSAPEG00000014141Compare Regions (24:9,915,212-9,945,546:-1)View Sequence Alignments","n/a","87.59 %","87.59 %","0","n/a","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ATP1A1 (1 of many)  (ENSATEG00000016924)Compare Regions (OOHO01000004.1:5,900,428-5,911,531:1)View Sequence Alignments","n/a","76.74 %","76.44 %","50","5.89","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ENSATEG00000016993Compare Regions (OOHO01000004.1:5,923,012-5,933,972:1)View Sequence Alignments","n/a","83.35 %","79.28 %","0","n/a","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ATP1A1 (1 of many)  (ENSATEG00000017064)Compare Regions (OOHO01000004.1:5,944,953-5,961,509:1)View Sequence Alignments","n/a","86.89 %","87.49 %","50","0.55","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ATP1A1 (1 of many)  (ENSATEG00000017119)Compare Regions (OOHO01000004.1:5,976,139-5,988,583:1)View Sequence Alignments","n/a","82.85 %","87.39 %","50","91.27","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ATP1A1  (ENSAPLG00000011285)Compare Regions (1:83,196,079-83,220,297:-1)View Sequence Alignments","n/a","79.32 %","91.89 %","75","93.16","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","ATP1A1  (ENSACAG00000003402)Compare Regions (GL343414.1:12,413-56,873:1)View Sequence Alignments","n/a","92.86 %","92.77 %","0","99.62","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","ATP1A1  (ENSABRG00000010220)Compare Regions (NXHY01000006.1:12,029,606-12,054,880:1)View Sequence Alignments","n/a","90.25 %","91.40 %","75","98.77","Yes"
