"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","itpk1b  (ENSAPOG00000014291)Compare Regions (MVNR01000050.1:978,165-1,014,978:-1)View Sequence Alignments","n/a","70.66 %","66.91 %","0","97.40","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","ITPK1  (ENSAMEG00000013636)Compare Regions (GL193075.1:300,593-367,818:1)View Sequence Alignments","0.04774","91.76 %","83.33 %","100","96.76","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","itpk1b  (ENSACIG00000024329)Compare Regions (CCOE01000631.1:1,997,420-2,022,962:-1)View Sequence Alignments","n/a","70.95 %","66.67 %","0","97.93","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","itpk1b  (ENSAOCG00000006525)Compare Regions (NXFZ01003387.1:798,461-833,491:-1)View Sequence Alignments","n/a","67.01 %","63.28 %","0","96.47","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","itpk1b  (ENSAPEG00000023567)Compare Regions (18:15,987,984-16,019,245:-1)View Sequence Alignments","n/a","66.84 %","62.80 %","0","87.92","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","itpk1b  (ENSATEG00000021888)Compare Regions (OOHO01000014.1:31,911,730-31,942,135:-1)View Sequence Alignments","n/a","64.45 %","67.87 %","25","86.92","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ITPK1  (ENSAPLG00000009367)Compare Regions (5:48,087,875-48,188,580:-1)View Sequence Alignments","n/a","75.79 %","75.60 %","75","89.67","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","ITPK1  (ENSACAG00000008834)Compare Regions (1:10,957,020-11,114,968:1)View Sequence Alignments","n/a","80.74 %","78.99 %","100","97.97","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","ITPK1  (ENSABRG00000005307)Compare Regions (NXHY01000016.1:7,998,741-8,135,086:1)View Sequence Alignments","n/a","83.29 %","81.88 %","100","97.99","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","ITPK1  (ENSANAG00000031374)Compare Regions (KZ202603.1:3,755,044-3,934,060:-1)View Sequence Alignments","0.03783","97.58 %","97.58 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","ITPK1  (ENSAHAG00000009722)Compare Regions (PTFD01000194.1:25,748-99,925:-1)View Sequence Alignments","n/a","74.94 %","70.05 %","75","89.85","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","ITPK1  (ENSAOWG00000014319)Compare Regions (PTFC01000011.1:6,124,480-6,211,842:1)View Sequence Alignments","n/a","80.42 %","74.40 %","75","93.11","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","ITPK1  (ENSARWG00000017360)Compare Regions (PTFB01000006.1:7,084,815-7,158,751:1)View Sequence Alignments","n/a","74.17 %","70.05 %","100","90.23","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","itpk1b  (ENSACLG00000021857)Compare Regions (19:24,719,615-24,749,602:-1)View Sequence Alignments","n/a","54.79 %","59.42 %","0","87.87","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","itpk1a  (ENSAMXG00000006699)Compare Regions (3:58,086,060-58,134,888:1)View Sequence Alignments","n/a","63.43 %","59.90 %","75","19.55","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","itpk1b  (ENSAMXG00000037205)Compare Regions (9:18,582,660-18,629,849:1)View Sequence Alignments","n/a","69.17 %","68.84 %","0","78.77","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","ITPK1  (ENSBBBG00000001579)Compare Regions (KN264776.1:6,090,845-6,252,028:-1)View Sequence Alignments","0.04981","89.50 %","90.58 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","ITPK1  (ENSBMUG00000015146)Compare Regions (JH882982.1:493,859-657,746:1)View Sequence Alignments","0.04915","91.89 %","93.00 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","ITPK1  (ENSBTAG00000009845)Compare Regions (21:57,589,349-57,752,955:-1)View Sequence Alignments","0.05958","90.48 %","91.79 %","100","100.00","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","ITPK1  (ENSCPUG00000000866)Compare Regions (KQ482387.1:2,786,989-2,920,367:-1)View Sequence Alignments","n/a","81.43 %","74.15 %","100","93.88","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","ITPK1  (ENSCPGG00000007477)Compare Regions (QJSC01028743.1:2,643,230-2,788,278:-1)View Sequence Alignments","n/a","82.31 %","80.92 %","100","98.00","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","ITPK1  (ENSCJAG00000018249)Compare Regions (NTIC01038834.1:11,073,408-11,254,371:1)View Sequence Alignments","0.04632","96.86 %","96.86 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","ITPK1  (ENSCAFG00000011056)Compare Regions (8:1,976,482-2,136,332:-1)View Sequence Alignments","0.03131","93.56 %","94.69 %","50","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","ITPK1  (ENSCAFG00020020499)Compare Regions (QKWQ01002438.1:81,381-147,172:1)View Sequence Alignments","n/a","82.98 %","84.78 %","50","96.90","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","ITPK1  (ENSCHIG00000017297)Compare Regions (21:57,065,930-57,219,316:-1)View Sequence Alignments","0.05225","84.38 %","93.96 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","ITPK1  (ENSTSYG00000000938)Compare Regions (KE949711.1:123,267-231,931:-1)View Sequence Alignments","0.06200","90.48 %","82.61 %","75","98.28","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","ITPK1  (ENSCCNG00000028970)Compare Regions (MTKA01002056.1:134,142-279,336:-1)View Sequence Alignments","0.05077","92.60 %","93.72 %","100","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","ITPK1  (ENSCAPG00000007817)Compare Regions (AVPZ01000033.1:1,672,994-1,782,644:1)View Sequence Alignments","n/a","89.82 %","85.27 %","100","97.87","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","ITPK1  (ENSCPOG00000037259)Compare Regions (DS562984.1:1,641,364-1,785,848:1)View Sequence Alignments","0.03321","92.36 %","93.48 %","100","100.00","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","ITPK1  (ENSCCAG00000024227)Compare Regions (KV389619.1:2,260,946-2,443,544:-1)View Sequence Alignments","0.04489","97.10 %","97.10 %","100","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","ITPK1  (ENSCATG00000037931)Compare Regions (KQ010752.1:11,535,952-11,718,334:-1)View Sequence Alignments","0.07088","97.34 %","97.34 %","100","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","ITPK1  (ENSCABG00000017032)Compare Regions (PKMU01001823.1:4,872-224,392:-1)View Sequence Alignments","n/a","70.12 %","70.29 %","50","70.58","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","ITPK1  (ENSCLAG00000012387)Compare Regions (JH721898.1:15,107,891-15,257,740:-1)View Sequence Alignments","0.03191","93.56 %","94.69 %","100","100.00","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","ITPK1  (ENSCSAG00000011218)Compare Regions (24:70,679,303-70,859,587:-1)View Sequence Alignments","0.04658","98.31 %","98.31 %","100","100.00","Yes"
"Painted turtle (Chrysemys picta bellii)","1-to-1View Gene Tree","ITPK1  (ENSCPBG00000008829)Compare Regions (KK088245.1:5,883,840-6,111,368:-1)View Sequence Alignments","n/a","84.03 %","82.61 %","100","92.49","Yes"
"Ciona intestinalis","1-to-manyView Gene Tree","ENSCING00000021295Compare Regions (HT000024.1:22,773-24,744:-1)View Sequence Alignments","n/a","45.22 %","17.15 %","n/a","13.98","No"
"Ciona intestinalis","1-to-manyView Gene Tree","ENSCING00000023720Compare Regions (HT000024.1:25,298-26,138:-1)View Sequence Alignments","n/a","38.04 %","8.45 %","n/a","n/a","No"
"Ciona savignyi","1-to-1View Gene Tree","ENSCSAVG00000006715Compare Regions (reftig_13:1,391,874-1,399,539:-1)View Sequence Alignments","n/a","41.11 %","17.87 %","n/a","12.55","No"
