"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","kita  (ENSAPOG00000020993)Compare Regions (MVNR01000518.1:217,645-243,151:-1)View Sequence Alignments","n/a","46.66 %","47.23 %","75","35.41","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","kitb  (ENSAPOG00000023087)Compare Regions (MVNR01001253.1:77,653-98,345:1)View Sequence Alignments","n/a","43.95 %","43.55 %","0","3.45","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","KIT  (ENSAMEG00000018372)Compare Regions (GL192668.1:862,123-941,716:1)View Sequence Alignments","0.15339","88.32 %","88.32 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","kitb  (ENSACIG00000001202)Compare Regions (CCOE01001545.1:359,661-380,682:-1)View Sequence Alignments","n/a","45.48 %","43.34 %","0","n/a","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","kita  (ENSACIG00000023347)Compare Regions (CCOE01001181.1:222,707-242,090:-1)View Sequence Alignments","n/a","46.93 %","46.93 %","75","42.71","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","kita  (ENSAOCG00000005066)Compare Regions (NXFZ01002382.1:351,678-376,441:1)View Sequence Alignments","n/a","46.59 %","46.93 %","75","35.26","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","kitb  (ENSAOCG00000021020)Compare Regions (NXFZ01002396.1:53,858-75,114:1)View Sequence Alignments","n/a","44.16 %","43.75 %","0","3.45","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","kita  (ENSAPEG00000015242)Compare Regions (2:7,092,428-7,114,103:-1)View Sequence Alignments","n/a","48.59 %","45.90 %","75","36.26","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","kitb  (ENSAPEG00000022173)Compare Regions (3:28,883,767-28,905,182:-1)View Sequence Alignments","n/a","44.26 %","43.85 %","0","3.90","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","kita  (ENSATEG00000015042)Compare Regions (OOHO01000016.1:6,854,134-6,872,071:1)View Sequence Alignments","n/a","47.12 %","46.93 %","75","35.50","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","kitb  (ENSATEG00000021737)Compare Regions (OOHO01000002.1:14,044,798-14,056,976:-1)View Sequence Alignments","n/a","44.52 %","39.55 %","0","3.35","No"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","KIT  (ENSAPLG00000004054)Compare Regions (4:44,969,990-45,022,541:1)View Sequence Alignments","n/a","65.77 %","64.96 %","75","95.40","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","KIT  (ENSACAG00000009902)Compare Regions (5:104,401,434-104,457,107:1)View Sequence Alignments","n/a","64.48 %","62.50 %","100","83.82","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","KIT  (ENSABRG00000000133)Compare Regions (NXHY01000137.1:680,399-732,878:-1)View Sequence Alignments","n/a","61.13 %","65.27 %","100","89.07","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","KIT  (ENSANAG00000030367)Compare Regions (KZ198947.1:3,191,467-3,274,251:-1)View Sequence Alignments","0.27733","95.08 %","95.08 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","KIT  (ENSAHAG00000017262)Compare Regions (PTFD01000648.1:385,499-426,445:1)View Sequence Alignments","n/a","64.24 %","64.24 %","75","93.51","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","KIT  (ENSAOWG00000006628)Compare Regions (PTFC01000629.1:112,200-150,579:-1)View Sequence Alignments","n/a","64.86 %","61.48 %","75","94.18","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","KIT  (ENSARWG00000005153)Compare Regions (PTFB01000615.1:111,852-151,634:-1)View Sequence Alignments","n/a","64.00 %","63.93 %","75","94.41","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","kitb  (ENSACLG00000010468)Compare Regions (6:18,130,615-18,150,976:1)View Sequence Alignments","n/a","45.34 %","44.36 %","0","n/a","No"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","kita  (ENSACLG00000015839)Compare Regions (23:7,977,977-8,000,282:-1)View Sequence Alignments","n/a","46.20 %","46.72 %","75","41.65","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","kita  (ENSAMXG00000002687)Compare Regions (3:64,231,187-64,268,716:1)View Sequence Alignments","n/a","47.54 %","47.44 %","75","35.14","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","kitb  (ENSAMXG00000021777)Compare Regions (21:17,704,352-17,737,865:-1)View Sequence Alignments","n/a","46.47 %","45.80 %","0","7.11","No"
"American bison (Bison bison bison)","1-to-1View Gene Tree","KIT  (ENSBBBG00000009185)Compare Regions (KN265155.1:6,395,667-6,480,544:-1)View Sequence Alignments","0.12442","89.96 %","89.96 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","KIT  (ENSBMUG00000020553)Compare Regions (JH882567.1:18,288-104,848:1)View Sequence Alignments","0.12419","89.96 %","89.96 %","0","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","KIT  (ENSBTAG00000002699)Compare Regions (6:70,166,692-70,254,044:1)View Sequence Alignments","0.12405","89.87 %","89.96 %","100","100.00","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","KIT  (ENSCPUG00000011686)Compare Regions (KQ482187.1:1,499,502-1,556,526:1)View Sequence Alignments","n/a","65.76 %","64.75 %","100","87.86","Yes"
