"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000004189Compare Regions (MVNR01000299.1:355,052-364,508:-1)View Sequence Alignments","n/a","59.94 %","59.38 %","0","77.63","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","ENSAMEG00000011838Compare Regions (GL192348.1:2,345,365-2,373,706:-1)View Sequence Alignments","0.08657","90.85 %","90.85 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ENSACIG00000018294Compare Regions (CCOE01001572.1:978,135-989,802:1)View Sequence Alignments","n/a","59.62 %","58.14 %","0","76.79","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000016128Compare Regions (NXFZ01002841.1:256,648-265,584:-1)View Sequence Alignments","n/a","59.81 %","59.07 %","0","83.72","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ENSAPEG00000012114Compare Regions (10:23,467,813-23,476,250:-1)View Sequence Alignments","n/a","59.97 %","59.22 %","0","70.36","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ENSATEG00000015089Compare Regions (OOHO01000003.1:16,039,583-16,046,401:-1)View Sequence Alignments","n/a","57.97 %","57.52 %","0","77.87","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ENSAPLG00000002500Compare Regions (29:3,904,591-3,922,176:-1)View Sequence Alignments","n/a","76.40 %","74.26 %","50","95.88","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","ENSACAG00000008769Compare Regions (AAWZ02038765:129-10,444:-1)View Sequence Alignments","n/a","73.23 %","44.96 %","0","80.51","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","ENSABRG00000003136Compare Regions (NXHY01000309.1:124,258-142,739:1)View Sequence Alignments","n/a","70.49 %","76.28 %","100","95.91","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","ENSANAG00000028538Compare Regions (KZ208347.1:2,516,179-2,545,923:-1)View Sequence Alignments","0.09195","89.51 %","96.59 %","100","100.00","Yes"
