"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000003044Compare Regions (MVNR01000070.1:496,329-502,991:1)View Sequence Alignments","n/a","12.30 %","12.19 %","50","6.20","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000003050Compare Regions (MVNR01000070.1:491,798-495,189:1)View Sequence Alignments","n/a","31.52 %","9.29 %","75","n/a","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000003063Compare Regions (MVNR01000070.1:470,695-486,819:1)View Sequence Alignments","n/a","22.66 %","6.47 %","25","n/a","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DIDO1  (ENSAMEG00000017335)Compare Regions (GL193326.1:282,187-312,402:1)View Sequence Alignments","0.15341","76.70 %","73.93 %","100","99.74","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","ENSACIG00000000006Compare Regions (CCOE01000001.1:88,934-122,639:-1)View Sequence Alignments","n/a","19.80 %","26.83 %","50","12.89","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","ENSAOCG00000013351Compare Regions (NXFZ01002966.1:155,665-188,571:1)View Sequence Alignments","n/a","18.94 %","30.67 %","50","3.07","No"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","ENSAPEG00000013293Compare Regions (8:12,660,249-12,693,526:1)View Sequence Alignments","n/a","19.02 %","30.80 %","50","4.13","No"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","ENSATEG00000016186Compare Regions (OOHO01000023.1:18,027,964-18,059,687:-1)View Sequence Alignments","n/a","17.88 %","29.51 %","25","6.63","No"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ENSAPLG00000028484Compare Regions (21:9,336,911-9,361,159:1)View Sequence Alignments","n/a","46.56 %","16.29 %","75","48.02","No"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DIDO1  (ENSACAG00000005462)Compare Regions (4:152,515,768-152,581,105:-1)View Sequence Alignments","n/a","54.63 %","54.02 %","100","90.80","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DIDO1  (ENSABRG00000005803)Compare Regions (NXHY01000011.1:9,644,823-9,682,908:-1)View Sequence Alignments","n/a","58.12 %","61.16 %","100","96.00","Yes"
