"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","fbxw7  (ENSAPOG00000005560)Compare Regions (MVNR01000933.1:110,080-232,445:-1)View Sequence Alignments","n/a","67.13 %","81.19 %","0","80.85","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","FBXW7  (ENSAMEG00000018436)Compare Regions (GL192370.1:1,894,494-1,985,044:-1)View Sequence Alignments","0.04773","98.16 %","98.30 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","fbxw7  (ENSACIG00000015737)Compare Regions (CCOE01000627.1:225,640-253,126:1)View Sequence Alignments","n/a","93.08 %","72.28 %","50","77.49","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","fbxw7  (ENSAOCG00000012395)Compare Regions (NXFZ01004007.1:27,289-56,797:1)View Sequence Alignments","n/a","93.31 %","72.98 %","0","88.30","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","fbxw7  (ENSAPEG00000023598)Compare Regions (3:41,820,434-41,908,102:1)View Sequence Alignments","n/a","74.45 %","82.04 %","25","80.15","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","fbxw7  (ENSATEG00000011772)Compare Regions (OOHO01000002.1:8,051,572-8,153,997:1)View Sequence Alignments","n/a","73.72 %","81.33 %","50","80.06","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","FBXW7  (ENSAPLG00000004403)Compare Regions (4:61,075,566-61,242,889:-1)View Sequence Alignments","n/a","74.67 %","79.63 %","100","89.53","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","FBXW7  (ENSACAG00000002680)Compare Regions (5:131,720,000-131,768,255:1)View Sequence Alignments","n/a","91.89 %","76.94 %","100","88.40","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","FBXW7  (ENSABRG00000014263)Compare Regions (NXHY01000083.1:1,607,774-1,704,021:-1)View Sequence Alignments","n/a","94.74 %","94.20 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","FBXW7  (ENSANAG00000033087)Compare Regions (KZ205073.1:6,365,766-6,573,153:1)View Sequence Alignments","0.06852","95.90 %","99.29 %","50","100.00","Yes"
