"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","dpysl3  (ENSAPOG00000011335)Compare Regions (MVNR01000622.1:102,428-143,676:1)View Sequence Alignments","n/a","79.48 %","66.81 %","50","n/a","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DPYSL3  (ENSAMEG00000003024)Compare Regions (GL193318.1:260,906-291,545:1)View Sequence Alignments","0.03774","97.37 %","81.29 %","50","93.05","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","dpysl3  (ENSACIG00000009276)Compare Regions (CCOE01000584.1:204,220-222,360:1)View Sequence Alignments","n/a","81.15 %","64.18 %","50","0.60","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","dpysl3  (ENSAOCG00000001560)Compare Regions (NXFZ01003814.1:13,901-58,123:-1)View Sequence Alignments","n/a","77.17 %","70.18 %","0","19.08","No"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","dpysl3  (ENSAPEG00000019184)Compare Regions (15:30,896,386-30,940,107:-1)View Sequence Alignments","n/a","80.32 %","66.81 %","50","5.03","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","dpysl3  (ENSATEG00000011595)Compare Regions (OOHO01000006.1:17,077,001-17,100,900:-1)View Sequence Alignments","n/a","79.65 %","66.96 %","50","4.88","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","DPYSL3  (ENSAPLG00000010132)Compare Regions (14:18,804,976-18,838,086:-1)View Sequence Alignments","n/a","83.86 %","77.49 %","75","84.99","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DPYSL3  (ENSACAG00000014556)Compare Regions (2:137,384,944-137,471,118:1)View Sequence Alignments","n/a","87.54 %","87.28 %","50","98.53","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DPYSL3  (ENSABRG00000016827)Compare Regions (NXHY01000010.1:11,743,394-11,779,545:-1)View Sequence Alignments","n/a","86.04 %","83.77 %","75","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","DPYSL3  (ENSANAG00000021603)Compare Regions (KZ203792.1:7,649,087-7,767,103:1)View Sequence Alignments","0.08597","97.95 %","97.66 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","DPYSL3  (ENSAHAG00000017962)Compare Regions (PTFD01000751.1:193,920-216,199:-1)View Sequence Alignments","n/a","92.33 %","77.49 %","75","90.20","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","DPYSL3  (ENSAOWG00000006743)Compare Regions (PTFC01000004.1:371,980-394,385:1)View Sequence Alignments","n/a","92.16 %","77.34 %","75","90.21","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","DPYSL3  (ENSARWG00000001704)Compare Regions (PTFB01000003.1:377,742-401,196:1)View Sequence Alignments","n/a","92.33 %","77.49 %","75","90.20","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","dpysl3  (ENSACLG00000012804)Compare Regions (10:22,276,223-22,322,620:-1)View Sequence Alignments","n/a","76.32 %","76.32 %","50","22.59","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","dpysl3  (ENSAMXG00000043626)Compare Regions (APWO02000743.1:126,109-145,063:1)View Sequence Alignments","n/a","75.89 %","56.14 %","25","28.20","No"
"American bison (Bison bison bison)","1-to-1View Gene Tree","DPYSL3  (ENSBBBG00000010141)Compare Regions (KN265006.1:8,543,181-8,657,329:-1)View Sequence Alignments","0.02165","97.79 %","97.22 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","DPYSL3  (ENSBMUG00000009994)Compare Regions (JH881640.1:249,297-366,403:1)View Sequence Alignments","0.02050","98.10 %","98.10 %","50","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","DPYSL3  (ENSBTAG00000010661)Compare Regions (7:58,595,964-58,710,806:-1)View Sequence Alignments","0.02167","97.95 %","97.95 %","100","100.00","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","DPYSL3  (ENSCPUG00000007121)Compare Regions (KQ482211.1:19,734,773-19,752,682:-1)View Sequence Alignments","n/a","79.17 %","78.36 %","75","82.83","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","DPYSL3  (ENSCPGG00000013290)Compare Regions (QJSC01027591.1:1,459,530-1,491,837:-1)View Sequence Alignments","n/a","84.78 %","83.04 %","75","82.53","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","DPYSL3  (ENSCJAG00000021289)Compare Regions (NTIC01011112.1:155,743,818-155,860,362:1)View Sequence Alignments","0.04788","97.80 %","97.51 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","DPYSL3  (ENSCAFG00000006607)Compare Regions (2:41,687,675-41,750,519:-1)View Sequence Alignments","0.02913","97.02 %","80.85 %","100","97.87","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","DPYSL3  (ENSCAFG00020024788)Compare Regions (QKWQ01000243.1:42,535,217-42,651,502:1)View Sequence Alignments","0.02764","95.82 %","97.08 %","100","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","DPYSL3  (ENSCHIG00000018339)Compare Regions (7:51,746,947-51,863,070:1)View Sequence Alignments","0.01950","98.25 %","98.25 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","DPYSL3  (ENSTSYG00000009095)Compare Regions (KE947271.1:351,663-385,722:1)View Sequence Alignments","0.09023","87.89 %","81.73 %","50","93.15","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","Dpysl3  (ENSCCNG00000008552)Compare Regions (MTKA01001341.1:21-22,031:1)View Sequence Alignments","0.01078","99.11 %","65.06 %","0","86.71","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","ENSCAPG00000011825Compare Regions (AVPZ01000667.1:9,442,588-9,454,208:-1)View Sequence Alignments","0.00904","99.05 %","45.61 %","100","97.87","No"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","DPYSL3  (ENSCPOG00000007983)Compare Regions (DS562861.1:9,443,256-9,550,745:-1)View Sequence Alignments","0.02308","97.81 %","97.81 %","100","100.00","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","DPYSL3  (ENSCCAG00000027419)Compare Regions (KV389915.1:1,305,137-1,423,841:-1)View Sequence Alignments","0.01480","99.56 %","99.56 %","50","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","DPYSL3  (ENSCATG00000039109)Compare Regions (KQ009929.1:325,375-440,188:-1)View Sequence Alignments","0.02375","99.56 %","99.56 %","75","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","DPYSL3  (ENSCABG00000013893)Compare Regions (PKMU01004956.1:1,789,124-1,861,897:-1)View Sequence Alignments","n/a","91.09 %","88.16 %","75","100.00","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","DPYSL3  (ENSCLAG00000011589)Compare Regions (JH721875.1:6,702,768-6,814,097:1)View Sequence Alignments","0.02867","97.37 %","97.37 %","100","100.00","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","DPYSL3  (ENSCSAG00000012209)Compare Regions (23:49,945,023-50,060,392:-1)View Sequence Alignments","0.02842","99.13 %","99.42 %","100","100.00","Yes"
"Sloth (Choloepus hoffmanni)","1-to-1View Gene Tree","DPYSL3  (ENSCHOG00000007791)Compare Regions (GeneScaffold_6161:89,122-131,234:-1)View Sequence Alignments","n/a","83.04 %","82.31 %","25","92.49","Yes"
"Painted turtle (Chrysemys picta bellii)","1-to-manyView Gene Tree","ENSCPBG00000015084Compare Regions (KK083027.1:43,638-121,268:1)View Sequence Alignments","n/a","89.95 %","87.72 %","25","22.84","No"
"Painted turtle (Chrysemys picta bellii)","1-to-manyView Gene Tree","ENSCPBG00000017627Compare Regions (KK083106.1:40,374-43,780:1)View Sequence Alignments","n/a","93.95 %","72.66 %","0","88.48","Yes"
"Ciona intestinalis","1-to-manyView Gene Tree","ENSCING00000003138Compare Regions (2:6,184,879-6,197,996:1)View Sequence Alignments","n/a","37.03 %","31.73 %","n/a","n/a","No"
"Ciona savignyi","1-to-manyView Gene Tree","ENSCSAVG00000006214Compare Regions (reftig_226:217,512-223,702:1)View Sequence Alignments","n/a","39.86 %","33.63 %","n/a","n/a","No"
"Angola colobus (Colobus angolensis palliatus)","1-to-1View Gene Tree","DPYSL3  (ENSCANG00000019398)Compare Regions (KN985879.1:1,534,655-1,655,655:-1)View Sequence Alignments","0.03129","99.42 %","99.42 %","100","100.00","Yes"
"Japanese quail (Coturnix japonica)","1-to-1View Gene Tree","DPYSL3  (ENSCJPG00005020872)Compare Regions (13:245,108-280,423:1)View Sequence Alignments","n/a","84.21 %","81.87 %","75","98.77","Yes"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-1View Gene Tree","Dpysl3  (ENSCGRG00001013884)Compare Regions (scaffold_25:30,107,114-30,214,097:1)View Sequence Alignments","0.01908","97.80 %","97.66 %","50","93.29","Yes"
"Chinese hamster CriGri (Cricetulus griseus)","1-to-1View Gene Tree","ENSCGRG00000017071Compare Regions (JH000930.1:636,586-649,863:1)View Sequence Alignments","0.05930","95.21 %","43.57 %","50","77.53","No"
"Chinese hamster PICR (Cricetulus griseus)","1-to-1View Gene Tree","Dpysl3  (ENSCGRG00015003867)Compare Regions (RAZU01000094.1:79,159-185,829:-1)View Sequence Alignments","0.01908","97.80 %","97.66 %","50","91.95","Yes"
"Australian saltwater crocodile (Crocodylus porosus)","1-to-1View Gene Tree","DPYSL3  (ENSCPRG00005008055)Compare Regions (MDVP01000035.1:22,329,058-22,373,380:1)View Sequence Alignments","n/a","87.40 %","77.05 %","75","88.21","Yes"
"Blue tit (Cyanistes caeruleus)","1-to-1View Gene Tree","DPYSL3  (ENSCCEG00000002688)Compare Regions (PDCF01000045.1:227,615-258,628:1)View Sequence Alignments","n/a","87.18 %","74.56 %","75","88.44","Yes"
"Tongue sole (Cynoglossus semilaevis)","1-to-1View Gene Tree","dpysl3  (ENSCSEG00000013069)Compare Regions (19:11,112,074-11,140,277:-1)View Sequence Alignments","n/a","75.04 %","72.08 %","50","93.09","Yes"
"Sheepshead minnow (Cyprinodon variegatus)","1-to-1View Gene Tree","dpysl3  (ENSCVAG00000004750)Compare Regions (KL652536.1:1,266,367-1,308,899:-1)View Sequence Alignments","n/a","79.44 %","66.08 %","50","n/a","Yes"
"Zebrafish (Danio rerio)","1-to-1View Gene Tree","dpysl3  (ENSDARG00000002587)Compare Regions (21:42,970,983-43,022,048:-1)View Sequence Alignments","n/a","79.54 %","65.94 %","25","28.30","No"
"Armadillo (Dasypus novemcinctus)","1-to-1View Gene Tree","DPYSL3  (ENSDNOG00000032930)Compare Regions (JH561635.1:986,919-1,116,220:1)View Sequence Alignments","0.16143","90.09 %","90.35 %","75","99.26","Yes"
"Kangaroo rat (Dipodomys ordii)","1-to-1View Gene Tree","Dpysl3  (ENSDORG00000004716)Compare Regions (KN672431.1:5,425,601-5,541,352:1)View Sequence Alignments","0.02670","96.93 %","96.78 %","100","100.00","Yes"
"Emu (Dromaius novaehollandiae)","1-to-1View Gene Tree","DPYSL3  (ENSDNVG00000011495)Compare Regions (PTEY01000066.1:4,080,759-4,106,829:-1)View Sequence Alignments","n/a","83.94 %","77.19 %","75","85.69","Yes"
