"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","dnm2a  (ENSAPOG00000001081)Compare Regions (MVNR01001069.1:48,481-82,730:-1)View Sequence Alignments","n/a","81.94 %","83.45 %","50","54.54","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000011812Compare Regions (MVNR01003679.1:770-24,320:-1)View Sequence Alignments","n/a","87.24 %","62.07 %","0","n/a","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","dnm3a  (ENSAPOG00000019408)Compare Regions (MVNR01000139.1:105,694-125,195:1)View Sequence Alignments","n/a","71.33 %","56.90 %","0","n/a","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","DNM2 (1 of many)  (ENSAPOG00000022680)Compare Regions (MVNR01005768.1:2,723-6,567:1)View Sequence Alignments","n/a","76.39 %","25.29 %","25","67.76","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000022703Compare Regions (MVNR01005767.1:5,712-9,557:-1)View Sequence Alignments","n/a","76.39 %","25.29 %","25","n/a","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNM2  (ENSAMEG00000011055)Compare Regions (GL192824.1:473,134-554,784:-1)View Sequence Alignments","0.01669","97.93 %","97.93 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ENSACIG00000014763Compare Regions (CCOE01001390.1:429,043-445,092:1)View Sequence Alignments","n/a","82.89 %","78.51 %","25","n/a","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","dnm2a  (ENSACIG00000017413)Compare Regions (CCOE01000322.1:527,870-553,289:-1)View Sequence Alignments","n/a","87.43 %","75.98 %","50","86.89","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","dnm2a  (ENSAOCG00000004078)Compare Regions (NXFZ01002930.1:405,015-436,334:-1)View Sequence Alignments","n/a","83.99 %","83.79 %","50","90.51","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000016571Compare Regions (NXFZ01002400.1:756,686-779,850:-1)View Sequence Alignments","n/a","82.95 %","82.18 %","25","0.22","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","dnm2a  (ENSAPEG00000006542)Compare Regions (14:12,662,493-12,693,956:1)View Sequence Alignments","n/a","83.87 %","83.68 %","50","90.51","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ENSAPEG00000007238Compare Regions (3:35,591,217-35,617,457:-1)View Sequence Alignments","n/a","83.41 %","82.64 %","25","0.20","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","DNM2 (1 of many)  (ENSATEG00000010381)Compare Regions (OOHO01000002.1:18,610,523-18,623,889:-1)View Sequence Alignments","n/a","83.14 %","82.18 %","25","90.70","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","dnm2a  (ENSATEG00000023871)Compare Regions (OOHO01000019.1:11,821,040-11,848,692:-1)View Sequence Alignments","n/a","82.66 %","82.76 %","50","n/a","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ENSAPLG00000019986Compare Regions (PEDO01019690.1:1,126-1,290:-1)View Sequence Alignments","n/a","100.00 %","6.21 %","0","53.20","No"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DNM2  (ENSACAG00000015436)Compare Regions (2:80,701,312-80,781,099:1)View Sequence Alignments","n/a","91.71 %","91.49 %","100","99.96","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-manyView Gene Tree","ENSABRG00000006839Compare Regions (NXHY01000745.1:745-23,827:-1)View Sequence Alignments","n/a","62.31 %","45.98 %","0","51.33","Yes"
