"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Algerian mouse (Mus spretus)","1-to-1View Gene Tree","Cct7  (MGP_SPRETEiJ_G0029586)Compare Regions (6:84,392,309-84,409,242:1)View Sequence Alignments","0.04624","95.59 %","95.76 %","100","100.00","Yes"
"Alpaca (Vicugna pacos)","1-to-1View Gene Tree","CCT7  (ENSVPAG00000001965)Compare Regions (GeneScaffold_1502:2,585-19,536:1)View Sequence Alignments","n/a","86.57 %","74.77 %","0","93.92","Yes"
"Alpine marmot (Marmota marmota marmota)","1-to-1View Gene Tree","CCT7  (ENSMMMG00000000061)Compare Regions (CZRN01000007.1:565,154-581,674:-1)View Sequence Alignments","0.04671","97.23 %","96.87 %","100","100.00","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","CCT7  (ENSCCNG00000026815)Compare Regions (MTKA01000343.1:179,624-197,499:1)View Sequence Alignments","0.04828","96.67 %","96.32 %","100","100.00","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","CCT7  (ENSBBBG00000005241)Compare Regions (KN265197.1:11,918,814-11,936,837:-1)View Sequence Alignments","0.02324","97.97 %","97.97 %","100","100.00","Yes"
"American black bear (Ursus americanus)","1-to-1View Gene Tree","CCT7  (ENSUAMG00000027089)Compare Regions (LZNR01007725.1:195,303-206,686:1)View Sequence Alignments","0.04017","95.31 %","97.24 %","50","99.91","Yes"
"American mink (Neovison vison)","1-to-1View Gene Tree","CCT7  (ENSNVIG00000001907)Compare Regions (FNWR01000009.1:12,008,161-12,027,883:-1)View Sequence Alignments","0.02417","98.16 %","98.16 %","100","100.00","Yes"
"Angola colobus (Colobus angolensis palliatus)","1-to-manyView Gene Tree","ENSCANG00000036980Compare Regions (KN980730.1:5,035,039-5,039,127:-1)View Sequence Alignments","0.66114","77.30 %","66.48 %","0","n/a","No"
"Angola colobus (Colobus angolensis palliatus)","1-to-manyView Gene Tree","ENSCANG00000042904Compare Regions (KN980938.1:477,095-499,239:-1)View Sequence Alignments","0.01562","99.82 %","99.82 %","100","100.00","Yes"
"Arctic ground squirrel (Urocitellus parryii)","1-to-1View Gene Tree","CCT7  (ENSUPAG00010002816)Compare Regions (QVIC01000508.1:380,347-397,068:-1)View Sequence Alignments","0.04378","97.41 %","97.05 %","100","100.00","Yes"
