"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","leo1  (ENSAPOG00000015763)Compare Regions (MVNR01000449.1:63,569-78,243:-1)View Sequence Alignments","n/a","68.61 %","65.32 %","0","82.16","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","LEO1  (ENSAMEG00000007095)Compare Regions (GL193076.1:5,369-34,924:-1)View Sequence Alignments","0.02623","98.10 %","92.94 %","50","98.34","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","leo1  (ENSACIG00000000809)Compare Regions (CCOE01000992.1:299,460-311,567:1)View Sequence Alignments","n/a","62.75 %","60.21 %","0","81.08","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","leo1  (ENSAOCG00000011059)Compare Regions (NXFZ01003253.1:134,405-144,540:-1)View Sequence Alignments","n/a","66.41 %","64.41 %","0","71.05","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","leo1  (ENSAPEG00000024770)Compare Regions (1:41,815,269-41,826,203:1)View Sequence Alignments","n/a","65.31 %","57.96 %","0","73.61","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","leo1  (ENSATEG00000017300)Compare Regions (OOHO01000010.1:13,315,004-13,321,841:-1)View Sequence Alignments","n/a","68.18 %","65.32 %","0","85.53","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","LEO1  (ENSAPLG00000009700)Compare Regions (11:1,983,374-1,997,900:1)View Sequence Alignments","n/a","79.89 %","83.48 %","0","97.40","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","LEO1  (ENSACAG00000001840)Compare Regions (GL343330.1:861,913-876,329:1)View Sequence Alignments","n/a","79.68 %","81.23 %","0","98.78","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","LEO1  (ENSABRG00000022603)Compare Regions (NXHY01000022.1:8,677,571-8,688,344:-1)View Sequence Alignments","n/a","81.86 %","77.93 %","0","98.51","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","LEO1  (ENSANAG00000032692)Compare Regions (KZ201035.1:10,016,091-10,048,895:-1)View Sequence Alignments","0.06295","98.35 %","98.35 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","LEO1  (ENSAHAG00000003189)Compare Regions (PTFD01000009.1:4,838,765-4,851,247:1)View Sequence Alignments","n/a","85.67 %","84.38 %","0","100.00","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","LEO1  (ENSAOWG00000004868)Compare Regions (PTFC01000001.1:11,107,979-11,120,664:1)View Sequence Alignments","n/a","85.67 %","84.38 %","0","100.00","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","LEO1  (ENSARWG00000012609)Compare Regions (PTFB01000018.1:872,161-883,175:-1)View Sequence Alignments","n/a","85.50 %","77.93 %","0","98.58","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","leo1  (ENSACLG00000018946)Compare Regions (1:11,521,492-11,532,697:1)View Sequence Alignments","n/a","68.72 %","65.32 %","0","78.12","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","leo1  (ENSAMXG00000043403)Compare Regions (18:30,303,786-30,340,516:-1)View Sequence Alignments","n/a","61.64 %","54.05 %","0","75.42","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","LEO1  (ENSBBBG00000010673)Compare Regions (KN264833.1:1,192,535-1,220,127:1)View Sequence Alignments","0.02591","97.53 %","94.89 %","50","99.19","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","LEO1  (ENSBMUG00000010199)Compare Regions (JH881644.1:271,623-308,052:1)View Sequence Alignments","0.03003","97.16 %","97.45 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","LEO1  (ENSBTAG00000013830)Compare Regions (10:58,404,147-58,440,198:1)View Sequence Alignments","0.11362","89.19 %","92.94 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-1View Gene Tree","leo-1  (WBGene00007110)Compare Regions (IV:11,327,576-11,329,369:-1)View Sequence Alignments","n/a","39.77 %","25.68 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","LEO1  (ENSCPUG00000016183)Compare Regions (KQ482181.1:7,725,579-7,736,073:-1)View Sequence Alignments","n/a","84.47 %","83.33 %","0","100.00","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","LEO1  (ENSCPGG00000017913)Compare Regions (QJSC01029155.1:8,571,634-8,581,972:-1)View Sequence Alignments","n/a","84.47 %","83.33 %","0","100.00","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","LEO1  (ENSCJAG00000000966)Compare Regions (NTIC01038834.1:97,852,740-97,905,493:1)View Sequence Alignments","0.04903","98.65 %","98.65 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","LEO1  (ENSCAFG00000015624)Compare Regions (30:17,609,902-17,651,295:-1)View Sequence Alignments","0.03318","95.44 %","97.45 %","100","100.00","Yes"
