"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","prpf4  (ENSAPOG00000014132)Compare Regions (MVNR01001566.1:22,959-31,562:-1)View Sequence Alignments","n/a","74.85 %","70.11 %","25","93.65","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","PRPF4  (ENSAMEG00000013048)Compare Regions (GL192443.1:2,590,171-2,606,721:-1)View Sequence Alignments","0.00968","97.00 %","99.23 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","prpf4  (ENSACIG00000005579)Compare Regions (CCOE01001760.1:1,649-29,982:-1)View Sequence Alignments","n/a","75.49 %","73.75 %","25","92.43","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","prpf4  (ENSAOCG00000005457)Compare Regions (NXFZ01006331.1:8,263-19,510:-1)View Sequence Alignments","n/a","75.29 %","73.56 %","25","87.51","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","prpf4  (ENSAPEG00000000776)Compare Regions (16:36,529,215-36,544,448:1)View Sequence Alignments","n/a","75.10 %","73.37 %","25","87.44","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","prpf4  (ENSATEG00000023013)Compare Regions (OOHO01000014.1:22,055,775-22,064,997:-1)View Sequence Alignments","n/a","74.90 %","73.18 %","25","88.01","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","PRPF4  (ENSAPLG00000006534)Compare Regions (18:1,379,392-1,386,880:-1)View Sequence Alignments","n/a","85.82 %","88.12 %","100","97.19","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","PRPF4  (ENSACAG00000015110)Compare Regions (GL344086.1:7,614-32,751:-1)View Sequence Alignments","n/a","88.87 %","88.70 %","50","97.92","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","PRPF4  (ENSABRG00000019334)Compare Regions (NXHY01000009.1:1,491,244-1,502,758:-1)View Sequence Alignments","n/a","87.62 %","88.12 %","100","98.04","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","PRPF4  (ENSANAG00000022464)Compare Regions (KZ200528.1:1,422,615-1,438,533:1)View Sequence Alignments","0.01713","95.76 %","99.43 %","100","100.00","Yes"
