"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","ipo7  (ENSAPOG00000014238)Compare Regions (MVNR01000496.1:265,818-282,615:-1)View Sequence Alignments","n/a","86.62 %","86.71 %","100","97.54","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","IPO7  (ENSAMEG00000003914)Compare Regions (GL192464.1:962,088-1,012,286:-1)View Sequence Alignments","0.00166","99.71 %","99.81 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","ipo7  (ENSACIG00000000608)Compare Regions (CCOE01001592.1:665,559-678,878:-1)View Sequence Alignments","n/a","86.61 %","82.27 %","50","97.45","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","ipo7  (ENSAPEG00000009820)Compare Regions (1:32,204,945-32,222,116:1)View Sequence Alignments","n/a","86.91 %","86.99 %","50","97.56","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","ipo7  (ENSATEG00000006501)Compare Regions (OOHO01000010.1:8,587,871-8,601,157:-1)View Sequence Alignments","n/a","85.56 %","85.65 %","50","100.00","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","IPO7  (ENSAPLG00000016161)Compare Regions (5:1,895,942-1,935,877:-1)View Sequence Alignments","n/a","97.69 %","97.69 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","IPO7  (ENSACAG00000009452)Compare Regions (1:64,204,351-64,248,879:-1)View Sequence Alignments","n/a","96.92 %","96.92 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","IPO7  (ENSANAG00000037854)Compare Regions (KZ202344.1:8,027,078-8,085,887:1)View Sequence Alignments","0.01029","99.90 %","99.90 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","IPO7  (ENSAHAG00000009491)Compare Regions (PTFD01000113.1:1,290,376-1,321,241:1)View Sequence Alignments","n/a","93.61 %","94.61 %","100","98.24","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","IPO7  (ENSAOWG00000016556)Compare Regions (PTFC01000406.1:50,960-78,849:1)View Sequence Alignments","n/a","94.42 %","92.97 %","75","98.74","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","IPO7  (ENSARWG00000010190)Compare Regions (PTFB01000108.1:652,244-683,122:-1)View Sequence Alignments","n/a","92.85 %","90.08 %","100","97.81","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","ENSACLG00000026148Compare Regions (LS419805.1:11,688-25,493:1)View Sequence Alignments","n/a","77.64 %","48.17 %","25","n/a","No"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","ipo7  (ENSACLG00000027247)Compare Regions (1:18,667,057-18,682,666:1)View Sequence Alignments","n/a","86.33 %","86.42 %","50","97.49","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","ipo7  (ENSAMXG00000009895)Compare Regions (APWO02000969.1:124,778-154,747:-1)View Sequence Alignments","n/a","84.12 %","79.09 %","25","92.74","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","IPO7  (ENSBBBG00000012558)Compare Regions (KN265194.1:6,106,110-6,149,217:1)View Sequence Alignments","0.00154","99.90 %","99.42 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","IPO7  (ENSBMUG00000003035)Compare Regions (JH881052.1:863,382-891,506:1)View Sequence Alignments","0.00147","99.90 %","95.76 %","100","99.12","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","IPO7  (ENSBTAG00000027722)Compare Regions (15:43,190,698-43,234,275:-1)View Sequence Alignments","0.00154","99.90 %","99.90 %","100","100.00","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","IPO7  (ENSCPUG00000012739)Compare Regions (KQ482088.1:296,255-340,721:1)View Sequence Alignments","n/a","93.92 %","93.83 %","100","80.57","Yes"
