"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","GRM3  (ENSAPOG00000013258)Compare Regions (MVNR01000120.1:427,594-469,188:-1)View Sequence Alignments","n/a","73.59 %","77.02 %","75","41.37","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","GRM3  (ENSAMEG00000000773)Compare Regions (GL192373.1:2,486,619-2,577,036:1)View Sequence Alignments","0.03191","97.27 %","97.16 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","GRM3  (ENSACIG00000022925)Compare Regions (CCOE01000364.1:116,659-137,286:-1)View Sequence Alignments","n/a","76.78 %","77.13 %","75","44.44","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","ENSAOCG00000006867Compare Regions (NXFZ01003904.1:11,712-34,723:-1)View Sequence Alignments","n/a","76.90 %","77.25 %","25","42.29","No"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","GRM3  (ENSAPEG00000013613)Compare Regions (4:9,894,555-9,914,338:1)View Sequence Alignments","n/a","76.96 %","77.13 %","75","9.57","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","GRM3  (ENSATEG00000002521)Compare Regions (OOHO01000020.1:12,030,428-12,050,926:1)View Sequence Alignments","n/a","77.71 %","77.36 %","75","81.36","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","GRM3  (ENSAPLG00000010134)Compare Regions (1:7,121,792-7,221,910:-1)View Sequence Alignments","n/a","89.99 %","91.01 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","GRM3  (ENSACAG00000016442)Compare Regions (5:89,672,326-89,736,429:1)View Sequence Alignments","n/a","86.79 %","88.17 %","75","100.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","GRM3  (ENSABRG00000014046)Compare Regions (NXHY01000007.1:6,881,919-6,921,715:-1)View Sequence Alignments","n/a","85.81 %","86.69 %","100","95.60","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","GRM3  (ENSANAG00000029337)Compare Regions (KZ196530.1:674,648-781,791:-1)View Sequence Alignments","0.03672","98.98 %","98.98 %","25","100.00","Yes"
