"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","fam120a  (ENSAPOG00000010925)Compare Regions (MVNR01000424.1:84,181-111,087:-1)View Sequence Alignments","n/a","72.63 %","69.77 %","25","88.63","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","FAM120A  (ENSAMEG00000006683)Compare Regions (GL193598.1:343,369-436,835:1)View Sequence Alignments","0.05394","94.04 %","88.91 %","75","98.75","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","fam120a  (ENSACIG00000001985)Compare Regions (CCOE01000286.1:977,384-1,003,361:1)View Sequence Alignments","n/a","70.53 %","65.92 %","75","75.85","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","fam120a  (ENSAOCG00000001322)Compare Regions (NXFZ01005978.1:202,811-229,472:-1)View Sequence Alignments","n/a","73.53 %","69.59 %","50","89.18","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","fam120a  (ENSAPEG00000016171)Compare Regions (6:13,913,261-13,940,190:-1)View Sequence Alignments","n/a","73.53 %","69.59 %","50","89.11","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","fam120a  (ENSATEG00000004523)Compare Regions (OOHO01000009.1:2,574,509-2,592,172:-1)View Sequence Alignments","n/a","73.93 %","69.50 %","50","85.29","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","FAM120A  (ENSAPLG00000012933)Compare Regions (13:2,625,543-2,693,380:1)View Sequence Alignments","n/a","85.95 %","78.80 %","100","89.90","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000000893Compare Regions (GL343225.1:1,432,913-1,489,358:-1)View Sequence Alignments","n/a","86.43 %","44.45 %","75","72.07","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000025679Compare Regions (GL343225.1:1,400,819-1,424,122:-1)View Sequence Alignments","n/a","87.53 %","32.65 %","75","72.04","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","FAM120A  (ENSABRG00000006133)Compare Regions (NXHY01000111.1:552,505-604,394:1)View Sequence Alignments","n/a","90.73 %","91.06 %","100","99.63","Yes"
