"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","MAOA  (ENSAMEG00000016407)Compare Regions (GL192969.1:155,023-220,202:-1)View Sequence Alignments","0.09672","89.56 %","89.56 %","50","100.00","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","MAOA  (ENSAPLG00000013230)Compare Regions (1:122,211,120-122,250,943:1)View Sequence Alignments","n/a","65.38 %","70.97 %","100","78.03","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","MAOA  (ENSACAG00000017918)Compare Regions (3:135,069,134-135,125,415:1)View Sequence Alignments","n/a","72.47 %","71.92 %","75","65.91","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","MAOA  (ENSABRG00000010487)Compare Regions (NXHY01000013.1:8,864,973-8,905,417:1)View Sequence Alignments","n/a","69.49 %","70.02 %","75","62.03","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","MAOA  (ENSANAG00000031969)Compare Regions (KZ201190.1:6,176,796-6,252,438:1)View Sequence Alignments","0.16322","92.41 %","92.41 %","50","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","MAOA  (ENSAHAG00000000479)Compare Regions (PTFD01001274.1:41,717-81,689:-1)View Sequence Alignments","n/a","61.95 %","68.88 %","25","77.26","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","MAOA  (ENSAOWG00000007796)Compare Regions (PTFC01001159.1:41,456-69,535:-1)View Sequence Alignments","n/a","70.14 %","56.17 %","25","82.18","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","MAOA  (ENSARWG00000018779)Compare Regions (PTFB01000258.1:41,265-81,525:-1)View Sequence Alignments","n/a","69.67 %","68.88 %","75","72.82","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","MAOA  (ENSBMUG00000022286)Compare Regions (JH880720.1:201,153-282,777:1)View Sequence Alignments","0.11530","87.48 %","87.48 %","50","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","MAOA  (ENSBTAG00000016206)Compare Regions (X:99,933,437-100,014,113:-1)View Sequence Alignments","0.11397","87.48 %","87.48 %","100","98.58","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","spr-5  (WBGene00005010)Compare Regions (I:13,438,058-13,450,216:1)View Sequence Alignments","n/a","12.60 %","18.41 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","lsd-1  (WBGene00011615)Compare Regions (X:11,948,843-11,951,893:1)View Sequence Alignments","n/a","12.21 %","17.08 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","MAOA  (ENSCPUG00000011651)Compare Regions (KQ482128.1:1,191,829-1,228,169:1)View Sequence Alignments","n/a","70.30 %","70.97 %","100","40.98","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","MAOA  (ENSCPGG00000012633)Compare Regions (QJSC01009453.1:1,122,879-1,160,651:1)View Sequence Alignments","n/a","70.68 %","71.35 %","75","41.05","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","MAOA  (ENSCJAG00000043444)Compare Regions (NTIC01038833.1:76,583,380-76,659,794:-1)View Sequence Alignments","0.14497","52.15 %","92.03 %","50","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","MAOA  (ENSCAFG00000014435)Compare Regions (X:37,677,493-37,747,466:1)View Sequence Alignments","0.10833","89.56 %","89.56 %","100","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","MAOA  (ENSCAFG00020027183)Compare Regions (QKWQ01001491.1:10,817,873-10,887,452:-1)View Sequence Alignments","0.10833","89.56 %","89.56 %","100","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","ENSCHIG00000022374Compare Regions (LWLT01000021.1:28,302,756-28,332,088:-1)View Sequence Alignments","n/a","77.44 %","28.65 %","50","72.38","No"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","MAOA  (ENSTSYG00000009876)Compare Regions (KE925943.1:169,161-216,532:-1)View Sequence Alignments","0.17034","92.14 %","82.35 %","25","96.95","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","Maoa  (ENSCCNG00000027189)Compare Regions (MTKA01001255.1:19,374-48,896:1)View Sequence Alignments","0.21700","82.21 %","69.26 %","50","92.85","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","MAOA  (ENSCPOG00000001030)Compare Regions (DS562888.1:14,634,821-14,713,654:-1)View Sequence Alignments","0.15130","87.85 %","76.85 %","100","96.72","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","MAOA  (ENSCCAG00000037216)Compare Regions (KV389715.1:2,233,849-2,309,696:-1)View Sequence Alignments","0.15183","91.46 %","91.46 %","50","100.00","Yes"
