"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","PELP1  (ENSAMEG00000016199)Compare Regions (GL193146.1:141,030-153,237:1)View Sequence Alignments","0.10504","87.11 %","73.31 %","75","94.05","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","PELP1  (ENSANAG00000034054)Compare Regions (KZ198077.1:6,977,625-7,010,618:-1)View Sequence Alignments","0.17058","96.31 %","92.80 %","50","80.15","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","ENSACLG00000015863Compare Regions (3:7,126,526-7,136,643:-1)View Sequence Alignments","n/a","32.78 %","28.47 %","0","47.87","No"
"American bison (Bison bison bison)","1-to-1View Gene Tree","PELP1  (ENSBBBG00000014246)Compare Regions (KN264964.1:524,841-546,792:-1)View Sequence Alignments","0.11588","87.43 %","82.54 %","75","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","PELP1  (ENSBMUG00000004821)Compare Regions (JH882591.1:269,853-321,272:-1)View Sequence Alignments","0.14306","82.58 %","85.17 %","75","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","PELP1  (ENSBTAG00000018315)Compare Regions (19:26,621,508-26,669,665:1)View Sequence Alignments","0.14309","82.50 %","85.08 %","75","100.00","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","PELP1  (ENSCJAG00000012265)Compare Regions (NTIC01034389.1:99,769,233-99,800,111:-1)View Sequence Alignments","0.45049","90.68 %","72.54 %","50","91.41","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","PELP1  (ENSCAFG00000015914)Compare Regions (5:31,842,524-31,860,188:1)View Sequence Alignments","0.12317","87.87 %","87.20 %","75","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","PELP1  (ENSCAFG00020011106)Compare Regions (QKWQ01002225.1:57,290,808-57,308,602:-1)View Sequence Alignments","0.10526","88.39 %","85.17 %","75","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","PELP1  (ENSCHIG00000026719)Compare Regions (19:26,456,300-26,477,256:1)View Sequence Alignments","0.11434","87.62 %","82.80 %","75","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","PELP1  (ENSTSYG00000032229)Compare Regions (KE949543.1:21,457-27,105:-1)View Sequence Alignments","0.14637","92.40 %","72.12 %","0","90.14","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","Pelp1  (ENSCCNG00000008625)Compare Regions (MTKA01002726.1:58,483-79,505:-1)View Sequence Alignments","0.17516","84.80 %","85.08 %","50","99.62","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","PELP1  (ENSCAPG00000005521)Compare Regions (AVPZ01000578.1:9,762,903-9,782,570:-1)View Sequence Alignments","0.15950","85.09 %","78.81 %","50","94.93","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","PELP1  (ENSCPOG00000000208)Compare Regions (DS562916.1:9,769,774-9,793,210:-1)View Sequence Alignments","0.12121","88.49 %","85.34 %","50","99.44","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","PELP1  (ENSCCAG00000037754)Compare Regions (KV389649.1:663,591-697,221:1)View Sequence Alignments","0.19983","95.53 %","94.15 %","50","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","PELP1  (ENSCATG00000031452)Compare Regions (KQ009613.1:11,263,556-11,294,533:1)View Sequence Alignments","0.37746","88.83 %","95.68 %","100","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","PELP1  (ENSCABG00000020556)Compare Regions (PKMU01000334.1:130,106-144,081:-1)View Sequence Alignments","n/a","53.64 %","32.46 %","50","79.54","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","PELP1  (ENSCLAG00000009775)Compare Regions (JH721927.1:10,086,074-10,104,212:-1)View Sequence Alignments","0.13361","88.94 %","85.85 %","50","99.63","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","PELP1  (ENSCSAG00000013102)Compare Regions (16:4,154,136-4,187,751:-1)View Sequence Alignments","0.19865","93.78 %","97.12 %","100","100.00","Yes"
"Painted turtle (Chrysemys picta bellii)","1-to-1View Gene Tree","PELP1  (ENSCPBG00000013021)Compare Regions (KK083696.1:42,085-55,714:-1)View Sequence Alignments","n/a","57.83 %","37.54 %","50","86.33","Yes"
"Angola colobus (Colobus angolensis palliatus)","1-to-1View Gene Tree","PELP1  (ENSCANG00000030679)Compare Regions (KN983413.1:433,216-467,894:-1)View Sequence Alignments","0.15043","97.97 %","97.97 %","100","100.00","Yes"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-1View Gene Tree","Pelp1  (ENSCGRG00001000840)Compare Regions (scaffold_4:83,478,664-83,495,348:-1)View Sequence Alignments","0.14169","86.94 %","84.07 %","50","100.00","Yes"
"Chinese hamster PICR (Cricetulus griseus)","1-to-1View Gene Tree","Pelp1  (ENSCGRG00015006395)Compare Regions (RAZU01001831.1:21,484,204-21,500,386:1)View Sequence Alignments","0.13979","82.94 %","84.07 %","50","100.00","Yes"
"Armadillo (Dasypus novemcinctus)","1-to-1View Gene Tree","PELP1  (ENSDNOG00000010696)Compare Regions (JH574222.1:439,578-471,212:-1)View Sequence Alignments","0.16193","87.14 %","86.69 %","75","99.02","Yes"
"Kangaroo rat (Dipodomys ordii)","1-to-1View Gene Tree","Pelp1  (ENSDORG00000013657)Compare Regions (KN672365.1:12,843,345-12,874,429:-1)View Sequence Alignments","0.17278","85.05 %","81.95 %","75","100.00","Yes"
"Lesser hedgehog tenrec (Echinops telfairi)","1-to-1View Gene Tree","PELP1  (ENSETEG00000017394)Compare Regions (GeneScaffold_4383:4,220-52,995:-1)View Sequence Alignments","n/a","60.37 %","63.90 %","0","85.15","Yes"
"Donkey (Equus asinus asinus)","1-to-1View Gene Tree","PELP1  (ENSEASG00005017890)Compare Regions (PSZQ01001984.1:2,889,356-2,910,357:1)View Sequence Alignments","0.15038","91.40 %","88.31 %","75","100.00","Yes"
"Horse (Equus caballus)","1-to-1View Gene Tree","PELP1  (ENSECAG00000020780)Compare Regions (11:50,113,829-50,136,124:1)View Sequence Alignments","0.14639","91.58 %","88.47 %","75","100.00","Yes"
"Hedgehog (Erinaceus europaeus)","1-to-1View Gene Tree","ENSEEUG00000001299Compare Regions (GeneScaffold_4502:3-21,820:-1)View Sequence Alignments","n/a","59.17 %","45.68 %","0","71.95","No"
"Cat (Felis catus)","1-to-1View Gene Tree","PELP1  (ENSFCAG00000022191)Compare Regions (E1:1,912,945-1,936,316:1)View Sequence Alignments","0.09998","85.49 %","86.86 %","50","100.00","Yes"
"Damara mole rat (Fukomys damarensis)","1-to-1View Gene Tree","PELP1  (ENSFDAG00000016451)Compare Regions (KN123896.1:269,417-287,500:-1)View Sequence Alignments","0.12994","89.97 %","85.93 %","50","100.00","Yes"
"Gorilla (Gorilla gorilla gorilla)","1-to-1View Gene Tree","PELP1  (ENSGGOG00000004778)Compare Regions (17:4,610,411-4,649,910:-1)View Sequence Alignments","0.12037","99.75 %","99.75 %","100","100.00","Yes"
"Naked mole-rat female (Heterocephalus glaber)","1-to-1View Gene Tree","PELP1  (ENSHGLG00000012390)Compare Regions (JH602099.1:8,529,476-8,552,693:-1)View Sequence Alignments","0.14357","89.61 %","84.83 %","50","99.64","Yes"
"Naked mole-rat male (Heterocephalus glaber)","1-to-1View Gene Tree","PELP1  (ENSHGLG00100013196)Compare Regions (JH172199.1:809,941-832,603:1)View Sequence Alignments","0.14549","89.77 %","84.07 %","50","99.65","Yes"
"Squirrel (Ictidomys tridecemlineatus)","1-to-1View Gene Tree","PELP1  (ENSSTOG00000015512)Compare Regions (JH393487.1:3,184,357-3,213,432:1)View Sequence Alignments","0.09986","91.32 %","89.15 %","75","99.42","Yes"
"Lesser Egyptian jerboa (Jaculus jaculus)","1-to-1View Gene Tree","Pelp1  (ENSJJAG00000013033)Compare Regions (JH725458.1:27,246,640-27,278,654:-1)View Sequence Alignments","0.13573","87.75 %","84.41 %","0","100.00","Yes"
"Coelacanth (Latimeria chalumnae)","1-to-1View Gene Tree","PELP1  (ENSLACG00000007456)Compare Regions (JH128783.1:277,594-325,976:1)View Sequence Alignments","n/a","39.87 %","35.85 %","0","50.44","Yes"
"Elephant (Loxodonta africana)","1-to-1View Gene Tree","PELP1  (ENSLAFG00000013717)Compare Regions (scaffold_47:10,483,389-10,528,332:1)View Sequence Alignments","0.14326","90.07 %","86.10 %","75","100.00","Yes"
"Crab-eating macaque (Macaca fascicularis)","1-to-1View Gene Tree","PELP1  (ENSMFAG00000042883)Compare Regions (16:4,718,974-4,748,958:-1)View Sequence Alignments","0.20110","97.88 %","97.88 %","100","100.00","Yes"
"Macaque (Macaca mulatta)","1-to-1View Gene Tree","PELP1  (ENSMMUG00000010150)Compare Regions (16:4,587,838-4,620,302:-1)View Sequence Alignments","0.18793","97.88 %","97.88 %","100","100.00","Yes"
"Pig-tailed macaque (Macaca nemestrina)","1-to-1View Gene Tree","PELP1  (ENSMNEG00000030617)Compare Regions (KQ004719.1:5,095,290-5,143,680:-1)View Sequence Alignments","0.18650","97.97 %","97.97 %","100","100.00","Yes"
"Drill (Mandrillus leucophaeus)","1-to-1View Gene Tree","PELP1  (ENSMLEG00000040717)Compare Regions (KN974230.1:1,636,571-1,672,091:-1)View Sequence Alignments","0.26032","97.19 %","96.69 %","100","99.81","Yes"
"Alpine marmot (Marmota marmota marmota)","1-to-1View Gene Tree","PELP1  (ENSMMMG00000017534)Compare Regions (CZRN01000109.1:147,262-173,512:-1)View Sequence Alignments","0.09737","92.52 %","89.07 %","50","99.54","Yes"
"Mongolian gerbil (Meriones unguiculatus)","1-to-1View Gene Tree","Pelp1  (ENSMUGG00000022705)Compare Regions (NHTI01000896.1:232,333-248,417:-1)View Sequence Alignments","0.13646","84.89 %","80.93 %","50","100.00","Yes"
"Golden Hamster (Mesocricetus auratus)","1-to-1View Gene Tree","Pelp1  (ENSMAUG00000012869)Compare Regions (KB708137.1:6,730,481-6,745,957:1)View Sequence Alignments","0.17425","85.07 %","81.61 %","50","99.28","Yes"
"Mouse Lemur (Microcebus murinus)","1-to-1View Gene Tree","PELP1  (ENSMICG00000001633)Compare Regions (16:52,725,295-52,753,713:1)View Sequence Alignments","0.14875","93.46 %","89.66 %","75","100.00","Yes"
"Prairie vole (Microtus ochrogaster)","1-to-1View Gene Tree","Pelp1  (ENSMOCG00000010756)Compare Regions (7:28,376,402-28,394,602:1)View Sequence Alignments","0.17151","85.90 %","82.12 %","50","100.00","Yes"
"Opossum (Monodelphis domestica)","1-to-1View Gene Tree","PELP1  (ENSMODG00000005708)Compare Regions (2:255,963,610-255,994,615:-1)View Sequence Alignments","0.14462","76.64 %","70.08 %","75","98.34","Yes"
