"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Algerian mouse (Mus spretus)","1-to-1View Gene Tree","Rnf38  (MGP_SPRETEiJ_G0026924)Compare Regions (4:41,470,245-41,575,572:-1)View Sequence Alignments","0.06216","97.41 %","87.77 %","100","100.00","Yes"
"Alpaca (Vicugna pacos)","1-to-1View Gene Tree","RNF38  (ENSVPAG00000006655)Compare Regions (GeneScaffold_1133:417,822-466,491:-1)View Sequence Alignments","n/a","88.63 %","87.77 %","50","92.10","Yes"
"Alpine marmot (Marmota marmota marmota)","1-to-1View Gene Tree","RNF38  (ENSMMMG00000006231)Compare Regions (CZRN01000031.1:16,316,657-16,364,390:1)View Sequence Alignments","0.06731","98.71 %","88.93 %","100","100.00","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","RNF38  (ENSBBBG00000017633)Compare Regions (KN264945.1:236,783-287,399:1)View Sequence Alignments","0.07209","98.06 %","98.06 %","75","100.00","Yes"
"American black bear (Ursus americanus)","1-to-1View Gene Tree","RNF38  (ENSUAMG00000018433)Compare Regions (LZNR01010545.1:4,673-58,616:-1)View Sequence Alignments","0.06392","98.92 %","89.13 %","0","100.00","Yes"
"American mink (Neovison vison)","1-to-1View Gene Tree","RNF38  (ENSNVIG00000016353)Compare Regions (FNWR01000063.1:7,691,373-7,741,700:1)View Sequence Alignments","0.04465","99.03 %","99.03 %","100","100.00","Yes"
"Angola colobus (Colobus angolensis palliatus)","1-to-1View Gene Tree","RNF38  (ENSCANG00000033309)Compare Regions (KN980285.1:646,315-709,635:-1)View Sequence Alignments","0.37113","98.84 %","99.22 %","100","100.00","Yes"
"Arctic ground squirrel (Urocitellus parryii)","1-to-1View Gene Tree","RNF38  (ENSUPAG00010017340)Compare Regions (QVIC01000020.1:9,257,231-9,312,657:1)View Sequence Alignments","0.06119","98.71 %","88.93 %","100","100.00","Yes"
"Armadillo (Dasypus novemcinctus)","1-to-1View Gene Tree","RNF38  (ENSDNOG00000016606)Compare Regions (JH567450.1:2,163,365-2,352,634:1)View Sequence Alignments","0.08391","83.75 %","98.06 %","100","100.00","Yes"
"Black snub-nosed monkey (Rhinopithecus bieti)","1-to-1View Gene Tree","RNF38  (ENSRBIG00000022057)Compare Regions (MCGX01007859.1:752,616-818,772:1)View Sequence Alignments","0.35323","98.84 %","99.22 %","100","100.00","Yes"
"Bolivian squirrel monkey (Saimiri boliviensis boliviensis)","1-to-manyView Gene Tree","ENSSBOG00000029936Compare Regions (JH378297.1:99,979-165,490:1)View Sequence Alignments","0.20942","98.65 %","99.03 %","50","100.00","Yes"
"Bolivian squirrel monkey (Saimiri boliviensis boliviensis)","1-to-manyView Gene Tree","ENSSBOG00000033911Compare Regions (JH378152.1:5,252,641-5,253,931:-1)View Sequence Alignments","1.16993","80.28 %","56.12 %","0","n/a","No"
"Bonobo (Pan paniscus)","1-to-1View Gene Tree","RNF38  (ENSPPAG00000037204)Compare Regions (9:36,985,433-37,048,013:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","RNF38  (ENSCAPG00000008967)Compare Regions (AVPZ01000200.1:16,769,197-16,811,901:-1)View Sequence Alignments","0.37514","80.05 %","66.99 %","100","86.30","Yes"
"Bushbaby (Otolemur garnettii)","1-to-1View Gene Tree","RNF38  (ENSOGAG00000002066)Compare Regions (GL873533.1:64,576-117,317:-1)View Sequence Alignments","0.03689","99.22 %","99.03 %","50","99.67","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","RNF38  (ENSCCAG00000031256)Compare Regions (KV389575.1:2,661,423-2,719,842:-1)View Sequence Alignments","0.20750","98.65 %","99.03 %","100","100.00","Yes"
"Cat (Felis catus)","1-to-1View Gene Tree","RNF38  (ENSFCAG00000023701)Compare Regions (D4:59,996,563-60,125,085:-1)View Sequence Alignments","0.09159","82.20 %","98.64 %","100","100.00","Yes"
"Chimpanzee (Pan troglodytes)","1-to-1View Gene Tree","RNF38  (ENSPTRG00000020933)Compare Regions (9:37,205,071-37,268,493:-1)View Sequence Alignments","1.09459","98.65 %","99.03 %","100","100.00","Yes"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-1View Gene Tree","Rnf38  (ENSCGRG00001010268)Compare Regions (scaffold_2:100,458,294-100,500,753:1)View Sequence Alignments","0.07958","96.16 %","97.28 %","100","100.00","Yes"
"Chinese hamster CriGri (Cricetulus griseus)","1-to-1View Gene Tree","Rnf38  (ENSCGRG00000001342)Compare Regions (JH002131.1:169,003-209,989:-1)View Sequence Alignments","0.07958","96.16 %","97.28 %","50","100.00","Yes"
"Chinese hamster PICR (Cricetulus griseus)","1-to-1View Gene Tree","Rnf38  (ENSCGRG00015028295)Compare Regions (RAZU01000102.1:15,568,708-15,636,745:1)View Sequence Alignments","0.05730","98.06 %","88.35 %","100","100.00","Yes"
"Coquerel's sifaka (Propithecus coquereli)","1-to-1View Gene Tree","RNF38  (ENSPCOG00000027648)Compare Regions (KQ014542.1:1,695,920-1,771,935:1)View Sequence Alignments","0.09690","98.84 %","99.03 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","RNF38  (ENSBTAG00000005519)Compare Regions (8:60,593,718-60,713,864:-1)View Sequence Alignments","0.04400","98.61 %","82.72 %","100","100.00","Yes"
"Crab-eating macaque (Macaca fascicularis)","1-to-1View Gene Tree","RNF38  (ENSMFAG00000003440)Compare Regions (15:42,649,824-42,713,293:1)View Sequence Alignments","0.28221","98.46 %","99.22 %","100","100.00","Yes"
"Damara mole rat (Fukomys damarensis)","1-to-1View Gene Tree","RNF38  (ENSFDAG00000004722)Compare Regions (KN121817.1:3,222,999-3,278,219:-1)View Sequence Alignments","0.05076","98.64 %","98.25 %","100","100.00","Yes"
"Daurian ground squirrel (Spermophilus dauricus)","1-to-1View Gene Tree","RNF38  (ENSSDAG00000021511)Compare Regions (KZ293969.1:3,580,396-3,625,467:1)View Sequence Alignments","0.24208","94.11 %","93.01 %","100","98.71","Yes"
