"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","eif3d  (ENSAPOG00000002054)Compare Regions (MVNR01000332.1:602,865-615,761:1)View Sequence Alignments","n/a","89.46 %","91.42 %","0","98.64","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","EIF3D  (ENSAMEG00000009639)Compare Regions (GL192392.1:215,907-226,943:-1)View Sequence Alignments","0.00988","98.91 %","98.91 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","eif3d  (ENSACIG00000013847)Compare Regions (CCOE01001730.1:10,516-18,703:-1)View Sequence Alignments","n/a","89.50 %","91.79 %","0","98.15","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000005916Compare Regions (NXFZ01000608.1:7,150-9,577:1)View Sequence Alignments","n/a","87.54 %","48.72 %","0","n/a","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","eif3d  (ENSAOCG00000022455)Compare Regions (NXFZ01004200.1:173,621-183,898:-1)View Sequence Alignments","n/a","90.94 %","91.61 %","0","98.99","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","eif3d  (ENSAPEG00000020361)Compare Regions (14:20,935,499-20,946,708:1)View Sequence Alignments","n/a","90.94 %","91.61 %","0","98.99","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","eif3d  (ENSATEG00000020784)Compare Regions (OOHO01000019.1:6,678,109-6,685,412:1)View Sequence Alignments","n/a","91.12 %","91.79 %","0","99.13","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","EIF3D  (ENSAPLG00000002632)Compare Regions (PEDO01006515.1:21-5,395:1)View Sequence Alignments","n/a","89.90 %","64.96 %","0","85.01","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","EIF3D  (ENSACAG00000016308)Compare Regions (5:22,227,088-22,243,931:-1)View Sequence Alignments","n/a","94.33 %","94.16 %","100","99.17","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","EIF3D  (ENSABRG00000003077)Compare Regions (NXHY01000059.1:2,043,362-2,050,553:1)View Sequence Alignments","n/a","94.87 %","94.53 %","100","99.60","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","EIF3D  (ENSANAG00000026835)Compare Regions (KZ203153.1:306,903-326,818:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","EIF3D  (ENSAHAG00000018497)Compare Regions (PTFD01000465.1:599,583-605,991:-1)View Sequence Alignments","n/a","95.95 %","95.07 %","100","99.60","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","EIF3D  (ENSAOWG00000015785)Compare Regions (PTFC01000487.1:598,116-605,818:-1)View Sequence Alignments","n/a","90.78 %","95.26 %","100","97.14","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","EIF3D  (ENSARWG00000015549)Compare Regions (PTFB01000444.1:598,487-605,102:-1)View Sequence Alignments","n/a","93.37 %","95.07 %","100","98.44","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","eif3d  (ENSACLG00000021167)Compare Regions (4:4,380,265-4,385,521:1)View Sequence Alignments","n/a","91.44 %","91.61 %","0","99.53","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","ENSACLG00000021430Compare Regions (4:4,394,858-4,402,484:1)View Sequence Alignments","n/a","86.03 %","70.80 %","25","n/a","No"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","EIF3D (1 of many)  (ENSACLG00000021712)Compare Regions (4:4,411,520-4,416,792:1)View Sequence Alignments","n/a","75.87 %","71.72 %","50","n/a","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","ENSACLG00000021768Compare Regions (4:4,419,569-4,427,122:1)View Sequence Alignments","n/a","80.81 %","72.99 %","25","n/a","No"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","ENSACLG00000021852Compare Regions (4:4,429,898-4,437,450:1)View Sequence Alignments","n/a","80.81 %","72.99 %","0","n/a","No"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","eif3d  (ENSAMXG00000017547)Compare Regions (13:20,679,029-20,689,709:-1)View Sequence Alignments","n/a","89.86 %","90.51 %","0","98.81","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","EIF3D  (ENSBBBG00000020591)Compare Regions (KN265164.1:411,854-423,447:-1)View Sequence Alignments","0.00595","99.09 %","99.09 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","EIF3D  (ENSBMUG00000024838)Compare Regions (JH880342.1:1,536,191-1,550,479:1)View Sequence Alignments","0.00580","99.09 %","99.09 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","EIF3D  (ENSBTAG00000001988)Compare Regions (5:74,925,192-74,939,376:-1)View Sequence Alignments","0.00587","99.09 %","99.09 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-1View Gene Tree","eif-3.D  (WBGene00001227)Compare Regions (III:8,969,638-8,971,578:-1)View Sequence Alignments","n/a","42.28 %","43.98 %","n/a","n/a","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","EIF3D  (ENSCPUG00000015329)Compare Regions (KQ483353.1:2,817,363-2,825,225:-1)View Sequence Alignments","n/a","95.26 %","95.26 %","100","99.22","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","EIF3D  (ENSCPGG00000009820)Compare Regions (QJSC01012058.1:152,293-160,210:1)View Sequence Alignments","n/a","95.26 %","95.26 %","100","99.22","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","EIF3D  (ENSCJAG00000013831)Compare Regions (NTIC01000001.1:5,388,324-5,407,739:1)View Sequence Alignments","0.02717","98.73 %","99.27 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","EIF3D  (ENSCAFG00000001544)Compare Regions (10:27,893,445-27,906,198:1)View Sequence Alignments","0.01068","99.09 %","99.09 %","100","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","EIF3D  (ENSCAFG00020004483)Compare Regions (QKWQ01001844.1:12,706,077-12,717,587:1)View Sequence Alignments","0.02040","95.74 %","98.36 %","100","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","EIF3D  (ENSCHIG00000012106)Compare Regions (5:73,623,133-73,635,109:-1)View Sequence Alignments","0.00614","99.09 %","99.09 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","EIF3D  (ENSTSYG00000008540)Compare Regions (KE938591.1:235,848-251,967:-1)View Sequence Alignments","0.00283","99.82 %","99.82 %","100","100.00","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","EIF3D  (ENSCCNG00000018910)Compare Regions (MTKA01001008.1:64,366-76,534:-1)View Sequence Alignments","0.00510","99.45 %","99.45 %","75","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","EIF3D  (ENSCAPG00000015164)Compare Regions (AVPZ01000211.1:21,196,189-21,207,475:-1)View Sequence Alignments","0.02285","94.45 %","96.35 %","100","97.99","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","EIF3D  (ENSCPOG00000002529)Compare Regions (DS562883.1:21,172,058-21,221,725:-1)View Sequence Alignments","0.00982","92.78 %","98.54 %","75","97.29","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","EIF3D  (ENSCCAG00000027331)Compare Regions (KV390148.1:310,175-326,563:1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","EIF3D  (ENSCATG00000045003)Compare Regions (KQ012364.1:11,878,553-11,898,840:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","EIF3D  (ENSCABG00000017911)Compare Regions (PKMU01001509.1:129,090-140,716:1)View Sequence Alignments","n/a","95.43 %","95.26 %","100","100.00","Yes"
