"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","arpc2  (ENSAPOG00000003831)Compare Regions (MVNR01001168.1:26,815-41,477:1)View Sequence Alignments","n/a","90.97 %","90.67 %","25","97.42","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","ARPC2  (ENSAMEG00000003197)Compare Regions (GL192367.1:826,992-853,885:-1)View Sequence Alignments","0.02126","83.81 %","98.33 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","arpc2  (ENSACIG00000006188)Compare Regions (CCOE01001550.1:147,568-156,429:1)View Sequence Alignments","n/a","90.97 %","87.33 %","25","98.63","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","arpc2  (ENSAOCG00000022947)Compare Regions (NXFZ01003561.1:195,452-207,335:-1)View Sequence Alignments","n/a","90.97 %","90.67 %","25","97.43","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","arpc2  (ENSAPEG00000015419)Compare Regions (24:11,202,605-11,225,799:1)View Sequence Alignments","n/a","81.69 %","77.33 %","25","93.18","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","arpc2  (ENSATEG00000018444)Compare Regions (OOHO01000004.1:7,369,736-7,378,725:-1)View Sequence Alignments","n/a","90.64 %","90.33 %","25","97.44","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ARPC2  (ENSAPLG00000004251)Compare Regions (7:28,263,621-28,271,214:-1)View Sequence Alignments","n/a","85.67 %","87.67 %","0","91.37","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","ARPC2  (ENSACAG00000001089)Compare Regions (1:88,909,849-88,940,355:-1)View Sequence Alignments","n/a","72.22 %","95.33 %","100","96.74","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","ARPC2  (ENSABRG00000012684)Compare Regions (NXHY01000152.1:1,977,450-2,004,090:1)View Sequence Alignments","n/a","35.55 %","87.33 %","25","66.03","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","ENSANAG00000009431Compare Regions (KZ203792.1:2,542,696-2,547,947:-1)View Sequence Alignments","0.32538","91.04 %","84.67 %","0","n/a","No"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","ARPC2  (ENSAHAG00000009396)Compare Regions (PTFD01000027.1:2,412,595-2,424,945:1)View Sequence Alignments","n/a","91.90 %","87.00 %","75","95.42","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","ARPC2  (ENSAOWG00000012699)Compare Regions (PTFC01000105.1:580,991-602,377:-1)View Sequence Alignments","n/a","77.31 %","86.33 %","100","91.81","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","ARPC2  (ENSARWG00000016477)Compare Regions (PTFB01000048.1:2,242,595-2,266,002:-1)View Sequence Alignments","n/a","79.60 %","93.67 %","100","96.83","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","arpc2  (ENSAMXG00000000173)Compare Regions (APWO02002041.1:240,434-260,317:-1)View Sequence Alignments","n/a","89.97 %","89.67 %","50","12.46","Yes"
