"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","MAP2K4  (ENSAPOG00000002540)Compare Regions (MVNR01000332.1:106,807-122,014:-1)View Sequence Alignments","n/a","78.98 %","83.41 %","0","50.78","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","map2k4b  (ENSAPOG00000003450)Compare Regions (MVNR01000271.1:244,464-335,191:1)View Sequence Alignments","n/a","72.41 %","76.83 %","25","35.44","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","MAP2K4  (ENSAMEG00000013165)Compare Regions (GL193966.1:300,034-408,205:1)View Sequence Alignments","0.16882","95.37 %","75.37 %","25","95.69","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ENSACIG00000000521Compare Regions (CCOE01001065.1:1,273,369-1,276,189:-1)View Sequence Alignments","n/a","82.93 %","33.17 %","25","27.99","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","MAP2K4  (ENSACIG00000010203)Compare Regions (CCOE01000262.1:6,080-20,190:1)View Sequence Alignments","n/a","79.52 %","80.49 %","0","55.24","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","MAP2K4  (ENSAOCG00000003740)Compare Regions (NXFZ01003011.1:309,558-324,046:-1)View Sequence Alignments","n/a","78.98 %","83.41 %","0","51.25","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","map2k4b  (ENSAOCG00000010057)Compare Regions (NXFZ01002852.1:702,703-724,744:-1)View Sequence Alignments","n/a","81.38 %","83.17 %","25","36.15","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","map2k4b  (ENSAPEG00000017373)Compare Regions (19:15,430,740-15,443,351:1)View Sequence Alignments","n/a","72.68 %","74.63 %","25","36.09","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","MAP2K4  (ENSAPEG00000019517)Compare Regions (14:20,334,265-20,348,523:-1)View Sequence Alignments","n/a","78.98 %","83.41 %","0","51.37","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ENSATEG00000020301Compare Regions (OOHO01000019.1:6,405,117-6,417,408:-1)View Sequence Alignments","n/a","78.47 %","82.68 %","0","31.47","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","map2k4b  (ENSATEG00000023969)Compare Regions (OOHO01000022.1:2,882,224-2,890,490:-1)View Sequence Alignments","n/a","81.09 %","83.66 %","25","56.74","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","MAP2K4  (ENSAPLG00000013074)Compare Regions (19:546,724-608,862:1)View Sequence Alignments","n/a","85.82 %","85.61 %","25","91.91","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","MAP2K4  (ENSACAG00000017457)Compare Regions (2:108,743,236-108,794,026:-1)View Sequence Alignments","n/a","73.71 %","76.59 %","25","82.31","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","MAP2K4  (ENSABRG00000018591)Compare Regions (NXHY01000035.1:7,396,333-7,490,089:-1)View Sequence Alignments","n/a","87.79 %","91.22 %","100","89.46","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","MAP2K4  (ENSANAG00000036533)Compare Regions (KZ196847.1:1,755,700-1,867,905:1)View Sequence Alignments","0.44201","95.73 %","87.56 %","100","99.06","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","MAP2K4  (ENSAHAG00000017829)Compare Regions (PTFD01000032.1:3,957,236-4,023,858:-1)View Sequence Alignments","n/a","77.80 %","86.34 %","50","91.22","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","MAP2K4  (ENSAOWG00000015282)Compare Regions (PTFC01000033.1:149,024-186,866:1)View Sequence Alignments","n/a","84.21 %","66.34 %","50","74.55","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","MAP2K4  (ENSARWG00000015296)Compare Regions (PTFB01000042.1:3,947,341-4,013,583:-1)View Sequence Alignments","n/a","83.69 %","86.34 %","50","93.12","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","ENSACLG00000020382Compare Regions (4:3,839,595-3,854,081:-1)View Sequence Alignments","n/a","79.34 %","82.44 %","0","36.01","No"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","map2k4b  (ENSACLG00000024155)Compare Regions (8:21,679,153-21,688,288:1)View Sequence Alignments","n/a","82.92 %","81.71 %","25","52.18","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","MAP2K4  (ENSAMXG00000015804)Compare Regions (4:1,731,853-1,741,651:-1)View Sequence Alignments","n/a","80.47 %","83.41 %","25","54.19","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","map2k4a  (ENSAMXG00000036521)Compare Regions (APWO02000092.1:80,019-104,829:1)View Sequence Alignments","n/a","79.62 %","81.95 %","0","32.85","No"
"American bison (Bison bison bison)","1-to-manyView Gene Tree","ENSBBBG00000013870Compare Regions (KN264895.1:12,548,807-12,594,903:-1)View Sequence Alignments","0.17033","91.41 %","80.49 %","100","92.81","Yes"
"American bison (Bison bison bison)","1-to-manyView Gene Tree","ENSBBBG00000018983Compare Regions (KN265025.1:116,224-122,947:-1)View Sequence Alignments","0.36922","67.48 %","53.66 %","0","n/a","No"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","MAP2K4  (ENSBMUG00000012571)Compare Regions (JH880322.1:813,749-889,609:1)View Sequence Alignments","n/a","90.00 %","90.00 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","MAP2K4  (ENSBTAG00000012103)Compare Regions (19:30,648,997-30,726,936:1)View Sequence Alignments","0.03466","98.30 %","98.78 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-manyView Gene Tree","mkk-4  (WBGene00003368)Compare Regions (X:10,027,856-10,030,130:1)View Sequence Alignments","n/a","47.66 %","42.20 %","n/a","n/a","Yes"
