"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","znf407  (ENSAPOG00000004966)Compare Regions (MVNR01000068.1:469,352-615,650:-1)View Sequence Alignments","n/a","67.94 %","18.95 %","50","66.48","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","ZNF407  (ENSAMEG00000004614)Compare Regions (GL193140.1:134,165-548,501:1)View Sequence Alignments","0.26115","74.10 %","52.31 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","znf407  (ENSACIG00000014233)Compare Regions (CCOE01000317.1:1,016,386-1,163,361:-1)View Sequence Alignments","n/a","74.07 %","18.68 %","50","65.23","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","znf407  (ENSAOCG00000010173)Compare Regions (NXFZ01002888.1:2,775-146,268:-1)View Sequence Alignments","n/a","66.67 %","19.13 %","0","63.07","No"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","znf407  (ENSAPEG00000018919)Compare Regions (7:28,610,620-28,755,342:1)View Sequence Alignments","n/a","66.82 %","19.17 %","50","65.07","No"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","znf407  (ENSATEG00000024492)Compare Regions (OOHO01000006.1:38,015,078-38,141,884:1)View Sequence Alignments","n/a","68.08 %","19.26 %","50","65.66","No"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ZNF407  (ENSAPLG00000015102)Compare Regions (2:96,824,079-97,143,627:-1)View Sequence Alignments","n/a","53.21 %","54.23 %","100","98.39","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000003621Compare Regions (4:49,310,842-49,326,578:1)View Sequence Alignments","n/a","45.15 %","28.56 %","100","75.34","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000023951Compare Regions (4:49,510,490-49,555,258:1)View Sequence Alignments","n/a","86.70 %","7.83 %","100","51.59","No"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","ZNF407  (ENSABRG00000018959)Compare Regions (NXHY01000015.1:4,570,261-4,893,899:1)View Sequence Alignments","n/a","52.96 %","54.54 %","100","96.07","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","ZNF407  (ENSANAG00000026344)Compare Regions (KZ201428.1:4,093,272-4,524,446:-1)View Sequence Alignments","0.37446","91.41 %","91.33 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","ZNF407  (ENSAHAG00000003179)Compare Regions (PTFD01000700.1:309,857-482,401:1)View Sequence Alignments","n/a","45.51 %","34.48 %","50","81.65","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","ZNF407  (ENSAOWG00000010453)Compare Regions (PTFC01000249.1:1,147,829-1,321,029:1)View Sequence Alignments","n/a","47.02 %","35.05 %","50","82.82","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","ZNF407  (ENSARWG00000004218)Compare Regions (PTFB01000214.1:308,433-660,485:1)View Sequence Alignments","n/a","54.88 %","55.83 %","100","98.90","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","znf407  (ENSACLG00000022191)Compare Regions (11:12,943,278-13,098,359:1)View Sequence Alignments","n/a","73.77 %","18.64 %","50","62.21","No"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","znf407  (ENSAMXG00000029483)Compare Regions (9:30,951,947-30,990,749:1)View Sequence Alignments","n/a","67.61 %","19.04 %","50","59.26","No"
"American bison (Bison bison bison)","1-to-1View Gene Tree","ENSBBBG00000003649Compare Regions (KN265068.1:3,600,175-3,636,091:1)View Sequence Alignments","n/a","65.12 %","8.72 %","100","56.99","No"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","ENSBMUG00000019917Compare Regions (JH882258.1:1,034,272-1,070,271:-1)View Sequence Alignments","n/a","85.90 %","8.67 %","100","56.92","No"
"Cow (Bos taurus)","1-to-manyView Gene Tree","ENSBTAG00000022887Compare Regions (24:3,918,526-3,931,630:-1)View Sequence Alignments","n/a","68.99 %","48.09 %","75","88.21","No"
"Cow (Bos taurus)","1-to-manyView Gene Tree","ENSBTAG00000054164Compare Regions (24:3,695,980-3,732,109:-1)View Sequence Alignments","n/a","65.12 %","8.72 %","75","56.88","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","ZNF407  (ENSCPUG00000006465)Compare Regions (KQ482133.1:11,250,951-11,572,617:-1)View Sequence Alignments","n/a","55.17 %","56.23 %","100","98.98","Yes"
