"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","rad51  (ENSAPOG00000023206)Compare Regions (MVNR01001520.1:114,588-127,304:-1)View Sequence Alignments","n/a","81.66 %","81.18 %","25","85.90","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-manyView Gene Tree","ENSAMEG00000016965Compare Regions (GL192356.1:3,534,966-3,550,744:-1)View Sequence Alignments","n/a","86.36 %","67.06 %","75","86.58","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-manyView Gene Tree","ENSAMEG00000016982Compare Regions (GL192356.1:3,558,051-3,559,823:-1)View Sequence Alignments","n/a","100.00 %","22.06 %","75","62.77","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","rad51  (ENSACIG00000004497)Compare Regions (CCOE01001188.1:105,523-115,077:-1)View Sequence Alignments","n/a","81.85 %","80.88 %","25","86.18","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","rad51  (ENSAOCG00000003045)Compare Regions (NXFZ01003635.1:334,337-340,319:-1)View Sequence Alignments","n/a","81.66 %","81.18 %","25","85.92","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","rad51  (ENSAPEG00000000962)Compare Regions (11:12,306,504-12,310,965:1)View Sequence Alignments","n/a","81.37 %","77.06 %","25","85.84","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","rad51  (ENSATEG00000013639)Compare Regions (OOHO01000013.1:2,251,092-2,255,581:1)View Sequence Alignments","n/a","80.77 %","80.29 %","25","86.01","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","RAD51  (ENSAPLG00000004452)Compare Regions (5:33,740,598-33,749,709:1)View Sequence Alignments","n/a","85.25 %","85.00 %","100","94.19","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","RAD51  (ENSACAG00000013786)Compare Regions (GL343264.1:638,487-655,671:-1)View Sequence Alignments","n/a","86.14 %","85.88 %","100","94.14","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","RAD51  (ENSABRG00000009735)Compare Regions (NXHY01000045.1:16,712-27,702:1)View Sequence Alignments","n/a","85.55 %","85.29 %","75","94.19","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","RAD51  (ENSANAG00000038200)Compare Regions (KZ207725.1:1,154,521-1,194,767:1)View Sequence Alignments","0.40315","89.09 %","88.82 %","100","95.90","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","RAD51  (ENSAHAG00000013393)Compare Regions (PTFD01000384.1:760,968-769,209:1)View Sequence Alignments","n/a","86.73 %","86.47 %","75","94.16","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","RAD51  (ENSAOWG00000006459)Compare Regions (PTFC01000565.1:159,922-170,188:-1)View Sequence Alignments","n/a","86.73 %","86.47 %","100","94.16","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","RAD51  (ENSARWG00000006679)Compare Regions (PTFB01000364.1:771,290-781,536:1)View Sequence Alignments","n/a","86.73 %","86.47 %","100","94.16","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","rad51  (ENSACLG00000020559)Compare Regions (15:31,435,389-31,442,682:1)View Sequence Alignments","n/a","82.44 %","81.47 %","25","86.11","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","rad51  (ENSAMXG00000013672)Compare Regions (3:39,431,492-39,439,251:-1)View Sequence Alignments","n/a","81.18 %","81.18 %","25","85.71","Yes"
