"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","smad2  (ENSAPOG00000001781)Compare Regions (MVNR01001248.1:125,201-138,829:1)View Sequence Alignments","n/a","95.07 %","95.07 %","25","85.99","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","SMAD2  (ENSAMEG00000012816)Compare Regions (GL192579.1:1,643,502-1,695,638:-1)View Sequence Alignments","0.00350","99.79 %","99.79 %","75","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","smad2  (ENSACIG00000014310)Compare Regions (CCOE01000426.1:173,481-179,161:-1)View Sequence Alignments","n/a","95.42 %","89.29 %","50","100.00","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","smad2  (ENSAOCG00000001841)Compare Regions (NXFZ01004015.1:84,310-96,922:1)View Sequence Alignments","n/a","94.65 %","94.65 %","25","100.00","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","smad2  (ENSAPEG00000002366)Compare Regions (5:13,397,914-13,410,660:-1)View Sequence Alignments","n/a","94.65 %","94.65 %","50","94.85","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","smad2  (ENSATEG00000014510)Compare Regions (OOHO01000012.1:3,841,842-3,852,894:-1)View Sequence Alignments","n/a","95.07 %","95.07 %","50","91.39","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","SMAD2  (ENSAPLG00000004964)Compare Regions (Z:6,574,134-6,619,272:1)View Sequence Alignments","n/a","99.57 %","99.57 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","SMAD2  (ENSACAG00000018008)Compare Regions (2:1,145,535-1,200,543:1)View Sequence Alignments","n/a","99.14 %","99.14 %","50","100.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","ENSABRG00000011637Compare Regions (NXHY01000327.1:226,554-228,901:1)View Sequence Alignments","n/a","70.21 %","21.20 %","50","n/a","No"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","SMAD2  (ENSANAG00000031458)Compare Regions (KZ198254.1:11,544,190-11,635,911:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-manyView Gene Tree","ENSAHAG00000006033Compare Regions (PTFD01001047.1:220,691-232,657:-1)View Sequence Alignments","n/a","95.80 %","48.82 %","0","79.21","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-manyView Gene Tree","ENSAHAG00000018780Compare Regions (PTFD01000116.1:19,777-22,513:-1)View Sequence Alignments","n/a","75.21 %","19.49 %","50","40.74","No"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","SMAD2  (ENSAOWG00000002063)Compare Regions (PTFC01000013.1:2,246,994-2,286,820:1)View Sequence Alignments","n/a","99.57 %","99.57 %","75","100.00","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","SMAD2  (ENSARWG00000000502)Compare Regions (PTFB01000096.1:220,242-260,047:-1)View Sequence Alignments","n/a","99.57 %","99.57 %","50","100.00","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","smad2  (ENSACLG00000002104)Compare Regions (12:4,710,983-4,719,011:-1)View Sequence Alignments","n/a","89.37 %","93.58 %","50","89.47","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","smad2  (ENSAMXG00000033654)Compare Regions (20:20,235,351-20,259,534:1)View Sequence Alignments","n/a","95.51 %","95.72 %","50","64.96","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","SMAD2  (ENSBBBG00000010465)Compare Regions (KN264868.1:1,006,384-1,056,798:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","SMAD2  (ENSBMUG00000007345)Compare Regions (JH881778.1:151,988-202,216:-1)View Sequence Alignments","0.00088","99.36 %","99.57 %","25","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","SMAD2  (ENSBTAG00000039916)Compare Regions (24:47,500,431-47,583,313:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","SMAD2  (ENSCPUG00000011397)Compare Regions (KQ482558.1:2,261,174-2,314,302:1)View Sequence Alignments","n/a","91.85 %","98.93 %","50","96.59","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","SMAD2  (ENSCPGG00000014337)Compare Regions (QJSC01027462.1:484,257-527,236:1)View Sequence Alignments","n/a","99.36 %","99.36 %","50","100.00","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","SMAD2  (ENSCJAG00000004630)Compare Regions (NTIC01003335.1:84,263,076-84,353,580:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","SMAD2  (ENSCAFG00000017567)Compare Regions (7:43,720,229-43,769,889:1)View Sequence Alignments","n/a","100.00 %","100.00 %","75","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","ENSCAFG00020010374Compare Regions (QKWQ01001577.1:40,695,417-40,724,485:1)View Sequence Alignments","n/a","84.62 %","40.04 %","50","97.91","No"
"Goat (Capra hircus)","1-to-1View Gene Tree","SMAD2  (ENSCHIG00000020206)Compare Regions (24:47,693,142-47,745,509:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","SMAD2  (ENSTSYG00000005303)Compare Regions (KE935717.1:265-81,753:1)View Sequence Alignments","0.00698","99.14 %","99.14 %","0","100.00","Yes"
