"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","CUL5  (ENSAPOG00000004590)Compare Regions (MVNR01003974.1:7,887-18,244:-1)View Sequence Alignments","n/a","95.92 %","81.41 %","0","92.00","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000007730Compare Regions (MVNR01001482.1:45,219-73,764:1)View Sequence Alignments","n/a","96.03 %","96.03 %","25","8.12","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","CUL5  (ENSAMEG00000016779)Compare Regions (GL194057.1:273,289-341,708:-1)View Sequence Alignments","0.02383","98.85 %","98.85 %","50","99.54","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","CUL5  (ENSACIG00000013036)Compare Regions (CCOE01000425.1:1,947,218-1,957,581:1)View Sequence Alignments","n/a","95.62 %","81.15 %","50","79.84","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ENSACIG00000017101Compare Regions (CCOE01000240.1:133,428-143,236:-1)View Sequence Alignments","n/a","95.62 %","81.15 %","25","15.71","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000001833Compare Regions (NXFZ01006210.1:29,124-47,052:1)View Sequence Alignments","n/a","94.83 %","80.00 %","25","15.76","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","CUL5  (ENSAOCG00000022163)Compare Regions (NXFZ01004651.1:12,025-41,568:-1)View Sequence Alignments","n/a","95.83 %","88.33 %","25","79.80","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ENSAPEG00000000602Compare Regions (9:39,033,025-39,057,388:-1)View Sequence Alignments","n/a","91.46 %","74.10 %","25","21.32","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","CUL5  (ENSAPEG00000010633)Compare Regions (15:6,142,433-6,168,465:1)View Sequence Alignments","n/a","93.93 %","93.21 %","25","80.46","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","CUL5  (ENSATEG00000000395)Compare Regions (OOHO01000006.1:12,033,815-12,045,392:-1)View Sequence Alignments","n/a","93.53 %","94.49 %","50","58.60","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ENSATEG00000004237Compare Regions (OOHO01000021.1:2,414,183-2,422,641:-1)View Sequence Alignments","n/a","96.05 %","93.46 %","25","43.30","No"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","CUL5  (ENSAPLG00000015028)Compare Regions (1:135,847,622-135,877,758:1)View Sequence Alignments","n/a","99.62 %","99.62 %","100","99.04","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","CUL5  (ENSACAG00000006115)Compare Regions (GL343659.1:194,347-239,292:1)View Sequence Alignments","n/a","99.36 %","99.36 %","100","99.01","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","CUL5  (ENSABRG00000015323)Compare Regions (NXHY01000138.1:191,520-218,938:1)View Sequence Alignments","n/a","96.98 %","98.85 %","100","97.97","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","CUL5  (ENSANAG00000024872)Compare Regions (KZ199723.1:96,634-199,542:1)View Sequence Alignments","n/a","100.00 %","100.00 %","75","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","CUL5  (ENSAHAG00000012863)Compare Regions (PTFD01000136.1:1,828,588-1,856,088:-1)View Sequence Alignments","n/a","98.78 %","93.33 %","100","99.07","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","CUL5  (ENSAOWG00000004620)Compare Regions (PTFC01000384.1:145,863-172,407:1)View Sequence Alignments","n/a","98.84 %","98.72 %","100","99.08","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","CUL5  (ENSARWG00000016775)Compare Regions (PTFB01000293.1:324,638-352,111:1)View Sequence Alignments","n/a","98.84 %","98.72 %","100","99.09","Yes"
