"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","rnf111  (ENSAPOG00000012507)Compare Regions (MVNR01000422.1:285,326-320,452:-1)View Sequence Alignments","n/a","53.78 %","55.33 %","0","82.54","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","RNF111  (ENSAMEG00000004568)Compare Regions (GL193446.1:157,601-204,314:1)View Sequence Alignments","0.08379","96.41 %","96.31 %","75","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","rnf111  (ENSACIG00000001923)Compare Regions (CCOE01000384.1:981,821-1,009,498:-1)View Sequence Alignments","n/a","55.08 %","52.44 %","0","74.61","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","rnf111  (ENSAOCG00000000769)Compare Regions (NXFZ01003248.1:140,606-172,994:-1)View Sequence Alignments","n/a","53.95 %","55.13 %","0","82.61","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","rnf111  (ENSAPEG00000012304)Compare Regions (1:33,995,072-34,027,741:-1)View Sequence Alignments","n/a","53.76 %","54.94 %","0","82.61","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","rnf111  (ENSATEG00000003774)Compare Regions (OOHO01000010.1:7,285,833-7,307,142:1)View Sequence Alignments","n/a","54.42 %","55.83 %","0","83.15","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","RNF111  (ENSAPLG00000012549)Compare Regions (11:4,333,478-4,383,556:1)View Sequence Alignments","n/a","83.97 %","85.14 %","75","99.39","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","RNF111  (ENSACAG00000015170)Compare Regions (GL343573.1:166,562-172,278:-1)View Sequence Alignments","n/a","76.82 %","38.98 %","75","67.17","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","RNF111  (ENSABRG00000016214)Compare Regions (NXHY01000022.1:6,234,333-6,267,140:-1)View Sequence Alignments","n/a","85.99 %","85.64 %","75","99.42","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","RNF111  (ENSANAG00000030291)Compare Regions (KZ204666.1:6,172,892-6,283,694:-1)View Sequence Alignments","0.07485","97.50 %","97.21 %","75","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","RNF111  (ENSAHAG00000012805)Compare Regions (PTFD01000025.1:3,348,290-3,412,985:-1)View Sequence Alignments","n/a","83.61 %","84.95 %","75","99.82","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","RNF111  (ENSAOWG00000008008)Compare Regions (PTFC01000001.1:13,906,301-13,960,321:1)View Sequence Alignments","n/a","82.04 %","85.14 %","75","97.61","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","RNF111  (ENSARWG00000006162)Compare Regions (PTFB01000625.1:204,009-268,396:1)View Sequence Alignments","n/a","83.78 %","84.95 %","75","99.82","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","rnf111  (ENSACLG00000002489)Compare Regions (1:20,364,785-20,396,596:-1)View Sequence Alignments","n/a","52.68 %","52.84 %","0","73.54","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","rnf111  (ENSAMXG00000012431)Compare Regions (APWO02000047.1:2,745,925-2,813,867:1)View Sequence Alignments","n/a","50.64 %","47.36 %","0","55.59","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","RNF111  (ENSBBBG00000003193)Compare Regions (KN264781.1:7,139,122-7,192,527:1)View Sequence Alignments","0.09323","95.81 %","95.81 %","75","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","RNF111  (ENSBMUG00000005930)Compare Regions (JH880572.1:464,626-560,585:1)View Sequence Alignments","0.09496","95.67 %","94.82 %","75","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","RNF111  (ENSBTAG00000014181)Compare Regions (10:51,225,052-51,318,938:-1)View Sequence Alignments","0.09320","95.77 %","94.92 %","75","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-manyView Gene Tree","toe-4  (WBGene00012194)Compare Regions (I:12,738,087-12,741,141:1)View Sequence Alignments","n/a","28.22 %","13.76 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","RNF111  (ENSCPUG00000015836)Compare Regions (KQ482181.1:5,197,298-5,246,955:-1)View Sequence Alignments","n/a","84.76 %","84.85 %","75","99.11","Yes"
