"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","nono  (ENSAPOG00000023320)Compare Regions (MVNR01002441.1:37,084-38,403:1)View Sequence Alignments","n/a","65.38 %","60.93 %","0","58.38","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","NONO  (ENSAMEG00000016057)Compare Regions (GL194015.1:233,423-240,889:1)View Sequence Alignments","0.01012","98.72 %","98.51 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","nono  (ENSACIG00000019987)Compare Regions (CCOE01000977.1:1,854,583-1,855,911:1)View Sequence Alignments","n/a","65.38 %","61.36 %","0","63.10","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","nono  (ENSAOCG00000018863)Compare Regions (NXFZ01003021.1:546,707-548,023:1)View Sequence Alignments","n/a","64.61 %","60.08 %","0","57.49","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","nono  (ENSAPEG00000011383)Compare Regions (5:19,136,929-19,143,095:-1)View Sequence Alignments","n/a","64.86 %","56.05 %","0","59.79","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","NONO  (ENSAPLG00000002642)Compare Regions (10:9,676,772-9,692,201:1)View Sequence Alignments","n/a","82.25 %","77.71 %","75","91.96","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","NONO  (ENSACAG00000015026)Compare Regions (GL343599.1:127,197-132,835:-1)View Sequence Alignments","n/a","86.11 %","85.56 %","75","93.15","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","NONO  (ENSABRG00000020285)Compare Regions (NXHY01000005.1:10,026,779-10,045,071:1)View Sequence Alignments","n/a","86.36 %","84.71 %","75","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","NONO  (ENSANAG00000033266)Compare Regions (KZ204043.1:992,587-1,002,828:1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","NONO  (ENSAHAG00000014355)Compare Regions (PTFD01000993.1:37,349-52,086:1)View Sequence Alignments","n/a","85.35 %","85.35 %","100","100.00","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","NONO  (ENSAOWG00000016263)Compare Regions (PTFC01000025.1:3,424,993-3,440,655:-1)View Sequence Alignments","n/a","85.35 %","85.35 %","100","100.00","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","NONO  (ENSARWG00000013760)Compare Regions (PTFB01000025.1:1,325,209-1,341,009:1)View Sequence Alignments","n/a","85.35 %","85.35 %","100","100.00","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","nono  (ENSACLG00000012045)Compare Regions (12:24,646,852-24,650,883:1)View Sequence Alignments","n/a","72.27 %","57.54 %","0","68.80","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","nono  (ENSAMXG00000033933)Compare Regions (3:13,992,742-14,001,703:-1)View Sequence Alignments","n/a","65.39 %","61.78 %","0","69.37","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","ENSBBBG00000016174Compare Regions (KN265099.1:12,054,882-12,057,746:-1)View Sequence Alignments","n/a","89.70 %","31.42 %","0","71.01","No"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","ENSBMUG00000006812Compare Regions (JH883330.1:1,135,761-1,138,722:1)View Sequence Alignments","n/a","89.50 %","34.39 %","0","7.69","No"
"Cow (Bos taurus)","1-to-1View Gene Tree","ENSBTAG00000054689Compare Regions (23:29,725,370-29,728,406:-1)View Sequence Alignments","n/a","79.89 %","31.21 %","0","n/a","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","NONO  (ENSCPUG00000014488)Compare Regions (KQ483352.1:711,140-726,976:1)View Sequence Alignments","n/a","86.80 %","85.14 %","100","100.00","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","NONO  (ENSCPGG00000009110)Compare Regions (QJSC01004403.1:3,741-17,596:1)View Sequence Alignments","n/a","85.88 %","80.04 %","50","93.29","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","NONO  (ENSCJAG00000036744)Compare Regions (NTIC01038833.1:55,518,743-55,529,595:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","ENSCAFG00000030809Compare Regions (14:28,852,450-28,853,720:-1)View Sequence Alignments","0.16624","90.73 %","78.98 %","0","n/a","No"
"Dingo (Canis lupus dingo)","1-to-manyView Gene Tree","ENSCAFG00020000494Compare Regions (QKWQ01002329.1:2,371,948-2,374,631:-1)View Sequence Alignments","n/a","90.07 %","28.87 %","0","n/a","No"
"Dingo (Canis lupus dingo)","1-to-manyView Gene Tree","ENSCAFG00020016501Compare Regions (QKWQ01001382.1:26,239,544-26,240,183:1)View Sequence Alignments","n/a","84.77 %","27.18 %","0","n/a","No"
"Dingo (Canis lupus dingo)","1-to-manyView Gene Tree","ENSCAFG00020020298Compare Regions (QKWQ01001565.1:5,921,793-5,928,967:1)View Sequence Alignments","0.06835","96.57 %","95.75 %","75","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-manyView Gene Tree","ENSCAFG00020027125Compare Regions (QKWQ01001535.1:4,610,632-4,611,274:-1)View Sequence Alignments","n/a","84.87 %","27.39 %","0","n/a","No"
"Goat (Capra hircus)","1-to-manyView Gene Tree","ENSCHIG00000009602Compare Regions (11:49,408,048-49,410,759:-1)View Sequence Alignments","0.36147","83.09 %","71.97 %","0","n/a","No"
"Goat (Capra hircus)","1-to-manyView Gene Tree","ENSCHIG00000025698Compare Regions (11:55,085,488-55,088,177:1)View Sequence Alignments","n/a","90.05 %","40.34 %","0","n/a","No"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","NONO  (ENSTSYG00000036306)Compare Regions (KE948559.1:364,426-365,837:-1)View Sequence Alignments","0.20944","92.94 %","89.38 %","50","92.72","Yes"
"American beaver (Castor canadensis)","1-to-manyView Gene Tree","ENSCCNG00000008603Compare Regions (MTKA01001220.1:506,873-508,973:1)View Sequence Alignments","n/a","76.83 %","26.75 %","0","n/a","No"
"American beaver (Castor canadensis)","1-to-manyView Gene Tree","ENSCCNG00000016727Compare Regions (MTKA01000334.1:16,675-18,921:1)View Sequence Alignments","n/a","96.86 %","39.28 %","0","76.17","No"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","ENSCAPG00000002723Compare Regions (AVPZ01000667.1:59,002,315-59,004,770:1)View Sequence Alignments","0.17923","88.62 %","71.13 %","0","32.92","No"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","ENSCPOG00000026604Compare Regions (DS562861.1:20,171,439-20,172,831:-1)View Sequence Alignments","0.29085","83.86 %","72.82 %","0","n/a","No"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","ENSCCAG00000026138Compare Regions (KV389651.1:10,550-11,181:-1)View Sequence Alignments","n/a","81.12 %","24.63 %","0","n/a","No"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","NONO  (ENSCATG00000039509)Compare Regions (KQ012907.1:404,855-414,218:-1)View Sequence Alignments","0.37432","93.33 %","89.17 %","100","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","NONO  (ENSCABG00000006564)Compare Regions (PKMU01003201.1:378,446-440,310:1)View Sequence Alignments","n/a","88.07 %","86.20 %","100","100.00","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","NONO  (ENSCLAG00000003642)Compare Regions (JH721935.1:10,833,189-10,853,519:1)View Sequence Alignments","0.01138","97.89 %","98.51 %","100","100.00","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","NONO  (ENSCSAG00000011364)Compare Regions (X:61,095,907-61,110,692:1)View Sequence Alignments","n/a","97.67 %","53.50 %","100","61.76","Yes"
"Sloth (Choloepus hoffmanni)","1-to-1View Gene Tree","ENSCHOG00000002343Compare Regions (GeneScaffold_4471:10,773-15,452:1)View Sequence Alignments","n/a","72.98 %","38.43 %","0","64.40","No"
"Painted turtle (Chrysemys picta bellii)","1-to-1View Gene Tree","NONO  (ENSCPBG00000016659)Compare Regions (KK088187.1:302,215-325,416:-1)View Sequence Alignments","n/a","86.38 %","86.20 %","100","92.89","Yes"
"Ciona intestinalis","Many-to-manyView Gene Tree","ENSCING00000002523Compare Regions (5:1,834,682-1,843,028:-1)View Sequence Alignments","n/a","7.76 %","12.53 %","n/a","n/a","No"
"Ciona intestinalis","Many-to-manyView Gene Tree","ENSCING00000004050Compare Regions (6:1,475,062-1,484,065:-1)View Sequence Alignments","n/a","37.71 %","42.68 %","n/a","38.88","No"
"Ciona savignyi","Many-to-manyView Gene Tree","ENSCSAVG00000005270Compare Regions (reftig_19:140,187-144,075:-1)View Sequence Alignments","n/a","8.80 %","12.74 %","n/a","n/a","No"
"Ciona savignyi","Many-to-manyView Gene Tree","ENSCSAVG00000011058Compare Regions (reftig_48:2,963,638-2,979,213:1)View Sequence Alignments","n/a","13.20 %","9.98 %","n/a","n/a","No"
"Angola colobus (Colobus angolensis palliatus)","1-to-1View Gene Tree","NONO  (ENSCANG00000025310)Compare Regions (KN980674.1:499,265-519,819:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Japanese quail (Coturnix japonica)","1-to-1View Gene Tree","NONO  (ENSCJPG00005012035)Compare Regions (4:2,213,027-2,224,588:-1)View Sequence Alignments","n/a","81.91 %","81.74 %","100","89.24","Yes"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-1View Gene Tree","Nono  (ENSCGRG00001000065)Compare Regions (scaffold_12:15,056,248-15,077,193:1)View Sequence Alignments","0.02299","97.67 %","97.88 %","100","100.00","Yes"
"Chinese hamster CriGri (Cricetulus griseus)","1-to-1View Gene Tree","Nono  (ENSCGRG00000004508)Compare Regions (JH001436.1:59,263-72,373:-1)View Sequence Alignments","0.01362","98.57 %","87.69 %","75","95.80","Yes"
