"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","zzz3  (ENSAPOG00000014552)Compare Regions (MVNR01001965.1:116,927-137,032:1)View Sequence Alignments","n/a","48.67 %","46.51 %","50","54.86","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","ENSAMEG00000007243Compare Regions (GL192906.1:570,498-624,691:-1)View Sequence Alignments","0.13740","94.40 %","95.13 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","zzz3  (ENSACIG00000019906)Compare Regions (CCOE01000784.1:81,358-101,076:-1)View Sequence Alignments","n/a","48.91 %","47.40 %","75","65.56","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","zzz3  (ENSAOCG00000023706)Compare Regions (NXFZ01004444.1:58,570-79,608:1)View Sequence Alignments","n/a","39.77 %","45.85 %","50","40.83","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","zzz3  (ENSAPEG00000012036)Compare Regions (10:37,654,800-37,687,944:-1)View Sequence Alignments","n/a","41.84 %","46.84 %","100","49.90","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","zzz3  (ENSATEG00000018434)Compare Regions (OOHO01000003.1:8,162,930-8,180,243:-1)View Sequence Alignments","n/a","45.52 %","48.95 %","100","57.25","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ENSAPLG00000007892Compare Regions (8:19,952,798-19,986,462:1)View Sequence Alignments","n/a","80.33 %","80.51 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","ENSACAG00000006005Compare Regions (GL343194.1:4,547,559-4,608,410:-1)View Sequence Alignments","n/a","71.43 %","71.43 %","100","100.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","ENSABRG00000018199Compare Regions (NXHY01000002.1:12,374,574-12,434,616:-1)View Sequence Alignments","n/a","80.77 %","80.95 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","ENSANAG00000029618Compare Regions (KZ206464.1:24,133,058-24,201,578:-1)View Sequence Alignments","0.16582","97.78 %","97.67 %","100","100.00","Yes"
