"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","tm9sf3  (ENSAPOG00000010821)Compare Regions (MVNR01003727.1:12,735-27,613:1)View Sequence Alignments","n/a","94.37 %","93.89 %","0","94.78","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","TM9SF3  (ENSAMEG00000000195)Compare Regions (GL192507.1:1,624,583-1,780,480:1)View Sequence Alignments","0.05939","97.91 %","95.42 %","100","98.23","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","tm9sf3  (ENSACIG00000002795)Compare Regions (CCOE01000440.1:1,041,521-1,053,374:1)View Sequence Alignments","n/a","97.13 %","80.31 %","0","91.71","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","tm9sf3  (ENSAOCG00000005200)Compare Regions (NXFZ01002899.1:269,233-282,535:1)View Sequence Alignments","n/a","94.54 %","94.06 %","0","94.83","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","tm9sf3  (ENSAPEG00000000610)Compare Regions (20:17,340,385-17,356,391:-1)View Sequence Alignments","n/a","94.54 %","94.06 %","0","94.78","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","tm9sf3  (ENSATEG00000011231)Compare Regions (OOHO01000014.1:4,800,039-4,810,496:1)View Sequence Alignments","n/a","93.86 %","93.38 %","0","94.80","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","TM9SF3  (ENSAPLG00000010601)Compare Regions (6:4,068,510-4,104,440:1)View Sequence Alignments","n/a","95.73 %","91.34 %","50","95.32","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","TM9SF3  (ENSACAG00000014777)Compare Regions (GL343196.1:766,573-804,260:1)View Sequence Alignments","n/a","96.04 %","94.74 %","25","95.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","TM9SF3  (ENSABRG00000002115)Compare Regions (NXHY01000076.1:3,997,221-4,040,218:1)View Sequence Alignments","n/a","94.79 %","95.76 %","50","93.98","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","TM9SF3  (ENSANAG00000028656)Compare Regions (KZ200969.1:1,655,495-1,721,867:-1)View Sequence Alignments","0.24337","89.51 %","95.59 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","TM9SF3  (ENSAHAG00000003516)Compare Regions (PTFD01000008.1:522,101-567,833:1)View Sequence Alignments","n/a","94.20 %","93.72 %","50","94.65","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","TM9SF3  (ENSAOWG00000009277)Compare Regions (PTFC01000052.1:1,041,919-1,086,507:1)View Sequence Alignments","n/a","98.53 %","91.17 %","50","97.23","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","TM9SF3  (ENSARWG00000003651)Compare Regions (PTFB01000280.1:100,998-145,575:-1)View Sequence Alignments","n/a","98.53 %","91.17 %","50","97.22","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","tm9sf3  (ENSACLG00000019412)Compare Regions (13:6,358,113-6,372,762:1)View Sequence Alignments","n/a","81.74 %","92.70 %","0","89.36","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","tm9sf3  (ENSAMXG00000020874)Compare Regions (25:10,982,237-11,000,185:1)View Sequence Alignments","n/a","94.55 %","94.23 %","0","96.86","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","TM9SF3  (ENSBBBG00000021764)Compare Regions (KN263696.1:1,345,581-1,403,013:-1)View Sequence Alignments","n/a","94.06 %","94.06 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","TM9SF3  (ENSBMUG00000020835)Compare Regions (JH881465.1:1,274,011-1,337,395:-1)View Sequence Alignments","n/a","94.06 %","94.06 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","TM9SF3  (ENSBTAG00000016298)Compare Regions (26:17,851,539-17,912,665:-1)View Sequence Alignments","0.03371","98.64 %","98.30 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-1View Gene Tree","Y41D4A.4  (WBGene00021506)Compare Regions (IV:1,745,875-1,751,633:1)View Sequence Alignments","n/a","63.16 %","63.16 %","n/a","n/a","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","TM9SF3  (ENSCPUG00000013476)Compare Regions (KQ482351.1:5,196,974-5,235,843:-1)View Sequence Alignments","n/a","95.15 %","93.21 %","50","91.10","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","TM9SF3  (ENSCPGG00000015633)Compare Regions (QJSC01015143.1:528,465-573,322:1)View Sequence Alignments","n/a","95.28 %","95.93 %","50","100.00","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","TM9SF3  (ENSCJAG00000016413)Compare Regions (NTIC01004446.1:78,719,323-78,788,586:-1)View Sequence Alignments","0.03055","99.66 %","99.32 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","TM9SF3  (ENSCAFG00000008738)Compare Regions (28:9,902,563-9,970,730:-1)View Sequence Alignments","0.03908","98.47 %","98.13 %","100","100.00","Yes"
