"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","wdr48b  (ENSAPOG00000010625)Compare Regions (MVNR01000788.1:59,887-68,294:-1)View Sequence Alignments","n/a","94.98 %","94.98 %","75","99.97","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","WDR48  (ENSAMEG00000001138)Compare Regions (GL194499.1:54,419-97,816:1)View Sequence Alignments","0.00898","99.56 %","99.56 %","50","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","wdr48b  (ENSACIG00000010825)Compare Regions (CCOE01000926.1:211,161-218,528:1)View Sequence Alignments","n/a","94.98 %","94.98 %","75","99.97","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","wdr48b  (ENSAPEG00000021361)Compare Regions (10:27,927,156-27,938,581:-1)View Sequence Alignments","n/a","94.98 %","94.98 %","75","99.97","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","wdr48b  (ENSATEG00000006052)Compare Regions (OOHO01000003.1:20,037,609-20,043,662:1)View Sequence Alignments","n/a","94.98 %","94.98 %","75","99.97","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","WDR48  (ENSAPLG00000012688)Compare Regions (2:5,323,114-5,348,178:-1)View Sequence Alignments","n/a","98.23 %","98.38 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","WDR48  (ENSACAG00000009416)Compare Regions (6:326,270-350,267:1)View Sequence Alignments","n/a","95.95 %","98.08 %","75","100.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","WDR48  (ENSABRG00000020466)Compare Regions (NXHY01000036.1:2,833,459-2,859,809:1)View Sequence Alignments","n/a","98.08 %","98.23 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","WDR48  (ENSANAG00000001805)Compare Regions (KZ204962.1:4,786,913-4,828,991:1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","WDR48  (ENSAHAG00000008359)Compare Regions (PTFD01000039.1:3,050,172-3,170,322:1)View Sequence Alignments","n/a","96.28 %","95.57 %","75","99.21","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","WDR48  (ENSAOWG00000003137)Compare Regions (PTFC01000085.1:1,955,210-1,978,029:1)View Sequence Alignments","n/a","90.63 %","95.72 %","75","95.33","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","WDR48  (ENSARWG00000004346)Compare Regions (PTFB01000092.1:573,057-599,671:-1)View Sequence Alignments","n/a","98.23 %","98.23 %","100","100.00","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","wdr48b  (ENSACLG00000018554)Compare Regions (18:27,398,721-27,406,605:1)View Sequence Alignments","n/a","94.01 %","95.13 %","75","96.25","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","wdr48b  (ENSAMXG00000019327)Compare Regions (16:4,739,475-4,748,904:-1)View Sequence Alignments","n/a","94.09 %","94.09 %","0","97.76","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","wdr48a  (ENSAMXG00000021376)Compare Regions (10:26,590,446-26,606,147:-1)View Sequence Alignments","n/a","94.07 %","93.80 %","75","3.87","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","WDR48  (ENSBBBG00000020975)Compare Regions (KN264758.1:2,699,761-2,750,419:-1)View Sequence Alignments","0.00257","99.85 %","99.85 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","WDR48  (ENSBMUG00000017268)Compare Regions (JH881731.1:108,254-159,166:-1)View Sequence Alignments","0.00257","99.85 %","99.85 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","WDR48  (ENSBTAG00000003745)Compare Regions (22:12,377,233-12,429,953:1)View Sequence Alignments","0.00255","99.85 %","99.85 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-1View Gene Tree","wdr-48  (WBGene00009441)Compare Regions (III:4,578,855-4,581,696:1)View Sequence Alignments","n/a","43.76 %","45.05 %","n/a","n/a","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","WDR48  (ENSCPUG00000019170)Compare Regions (KQ482183.1:4,774,233-4,799,784:-1)View Sequence Alignments","n/a","95.00 %","95.42 %","75","97.64","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","WDR48  (ENSCPGG00000016058)Compare Regions (QJSC01023973.1:375,061-401,665:-1)View Sequence Alignments","n/a","98.38 %","98.38 %","100","100.00","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","WDR48  (ENSCJAG00000009759)Compare Regions (NTIC01008890.1:68,017,297-68,059,176:1)View Sequence Alignments","0.01976","99.56 %","99.56 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","WDR48  (ENSCAFG00000005066)Compare Regions (23:8,716,004-8,764,327:1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","WDR48  (ENSCAFG00020025556)Compare Regions (QKWQ01001964.1:11,823,972-11,871,865:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","WDR48  (ENSCHIG00000009086)Compare Regions (22:12,232,775-12,277,861:1)View Sequence Alignments","0.03519","96.76 %","96.90 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","ENSTSYG00000029655Compare Regions (KE930515.1:146,093-170,219:1)View Sequence Alignments","n/a","90.30 %","17.87 %","25","71.96","No"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","Wdr48  (ENSCCNG00000024367)Compare Regions (MTKA01002394.1:615,966-665,635:1)View Sequence Alignments","0.00565","99.70 %","99.70 %","100","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","WDR48  (ENSCAPG00000017635)Compare Regions (AVPZ01000866.1:3,383,884-3,412,246:1)View Sequence Alignments","0.07585","94.21 %","84.19 %","100","96.58","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","WDR48  (ENSCPOG00000010820)Compare Regions (DS562942.1:3,369,542-3,415,134:1)View Sequence Alignments","0.02087","98.22 %","98.08 %","100","100.00","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","WDR48  (ENSCCAG00000035592)Compare Regions (KV389817.1:1,124,416-1,169,305:-1)View Sequence Alignments","0.14363","95.47 %","96.45 %","100","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","WDR48  (ENSCATG00000045029)Compare Regions (KQ012173.1:5,307,574-5,354,118:-1)View Sequence Alignments","0.12143","96.91 %","97.19 %","100","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","WDR48  (ENSCABG00000003887)Compare Regions (PKMU01000759.1:630,785-671,809:-1)View Sequence Alignments","n/a","91.89 %","95.42 %","75","96.13","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","WDR48  (ENSCLAG00000017373)Compare Regions (JH721887.1:24,873,616-24,917,691:-1)View Sequence Alignments","0.01683","98.82 %","98.67 %","100","100.00","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","WDR48  (ENSCSAG00000014688)Compare Regions (15:319,810-366,246:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Sloth (Choloepus hoffmanni)","1-to-1View Gene Tree","WDR48  (ENSCHOG00000010593)Compare Regions (GeneScaffold_2243:944-47,442:1)View Sequence Alignments","0.01129","98.51 %","97.93 %","0","100.00","Yes"
"Painted turtle (Chrysemys picta bellii)","1-to-1View Gene Tree","WDR48  (ENSCPBG00000018406)Compare Regions (KK088209.1:27,637,015-27,685,752:1)View Sequence Alignments","n/a","98.08 %","98.08 %","100","100.00","Yes"
"Ciona intestinalis","1-to-1View Gene Tree","ENSCING00000004300Compare Regions (1:2,199,685-2,201,911:1)View Sequence Alignments","n/a","56.04 %","56.87 %","n/a","70.92","Yes"
"Angola colobus (Colobus angolensis palliatus)","1-to-1View Gene Tree","WDR48  (ENSCANG00000036746)Compare Regions (KN982264.1:4,651,136-4,697,911:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Japanese quail (Coturnix japonica)","1-to-1View Gene Tree","WDR48  (ENSCJPG00005010964)Compare Regions (2:4,659,821-4,677,107:-1)View Sequence Alignments","n/a","95.97 %","98.38 %","75","98.94","Yes"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-1View Gene Tree","Wdr48  (ENSCGRG00001016747)Compare Regions (scaffold_5:3,992,360-4,027,125:-1)View Sequence Alignments","0.00864","98.82 %","98.67 %","100","100.00","Yes"
"Chinese hamster CriGri (Cricetulus griseus)","1-to-1View Gene Tree","Wdr48  (ENSCGRG00000017002)Compare Regions (JH000620.1:794,617-828,031:1)View Sequence Alignments","0.01720","98.21 %","97.05 %","100","98.93","Yes"
"Chinese hamster PICR (Cricetulus griseus)","1-to-1View Gene Tree","Wdr48  (ENSCGRG00015010073)Compare Regions (RAZU01000168.1:6,887,224-6,920,480:1)View Sequence Alignments","0.05140","90.66 %","94.68 %","100","100.00","Yes"
"Australian saltwater crocodile (Crocodylus porosus)","1-to-1View Gene Tree","WDR48  (ENSCPRG00005003964)Compare Regions (MDVP01000001.1:9,348,622-9,380,654:-1)View Sequence Alignments","n/a","98.23 %","98.23 %","75","100.00","Yes"
"Blue tit (Cyanistes caeruleus)","1-to-1View Gene Tree","WDR48  (ENSCCEG00000007022)Compare Regions (PDCF01000037.1:6,747,043-6,773,900:1)View Sequence Alignments","n/a","98.38 %","98.38 %","75","100.00","Yes"
"Tongue sole (Cynoglossus semilaevis)","1-to-1View Gene Tree","wdr48b  (ENSCSEG00000009078)Compare Regions (20:6,052,371-6,058,702:1)View Sequence Alignments","n/a","90.67 %","86.12 %","50","98.81","Yes"
"Sheepshead minnow (Cyprinodon variegatus)","1-to-1View Gene Tree","wdr48b  (ENSCVAG00000015450)Compare Regions (KL653166.1:210,407-220,984:1)View Sequence Alignments","n/a","88.68 %","91.43 %","75","98.61","Yes"
"Zebrafish (Danio rerio)","1-to-manyView Gene Tree","wdr48b  (ENSDARG00000038543)Compare Regions (2:49,805,892-49,834,052:1)View Sequence Alignments","n/a","92.17 %","92.17 %","0","n/a","No"
"Zebrafish (Danio rerio)","1-to-manyView Gene Tree","CABZ01090144.1  (ENSDARG00000102302)Compare Regions (KN150128.1:513-11,933:1)View Sequence Alignments","n/a","86.71 %","66.47 %","0","0.65","No"
"Zebrafish (Danio rerio)","1-to-manyView Gene Tree","wdr48a  (ENSDARG00000102734)Compare Regions (24:40,876,247-40,901,410:-1)View Sequence Alignments","n/a","89.69 %","69.42 %","100","96.20","Yes"
"Armadillo (Dasypus novemcinctus)","1-to-1View Gene Tree","WDR48  (ENSDNOG00000016885)Compare Regions (JH579927.1:484,025-550,089:1)View Sequence Alignments","0.01568","98.82 %","98.67 %","100","100.00","Yes"
"Kangaroo rat (Dipodomys ordii)","1-to-1View Gene Tree","Wdr48  (ENSDORG00000011630)Compare Regions (KN672474.1:2,146,454-2,162,540:-1)View Sequence Alignments","n/a","96.90 %","92.47 %","100","97.76","Yes"
"Emu (Dromaius novaehollandiae)","1-to-1View Gene Tree","WDR48  (ENSDNVG00000018944)Compare Regions (PTEY01000011.1:4,953,677-4,982,733:-1)View Sequence Alignments","n/a","98.38 %","98.38 %","100","100.00","Yes"
"Drosophila melanogaster (Drosophila melanogaster)","1-to-1View Gene Tree","CG9062  (FBgn0033607)Compare Regions (2R:11,280,484-11,283,971:-1)View Sequence Alignments","n/a","56.18 %","56.43 %","n/a","n/a","Yes"
"Lesser hedgehog tenrec (Echinops telfairi)","1-to-1View Gene Tree","WDR48  (ENSETEG00000018738)Compare Regions (GeneScaffold_2431:990-73,461:1)View Sequence Alignments","0.00825","94.67 %","94.53 %","50","98.55","Yes"
"Hagfish (Eptatretus burgeri)","1-to-1View Gene Tree","wdr48a  (ENSEBUG00000011328)Compare Regions (FYBX02005225.1:3,412,633-3,543,176:1)View Sequence Alignments","n/a","84.14 %","87.00 %","n/a","93.49","Yes"
"Donkey (Equus asinus asinus)","1-to-1View Gene Tree","WDR48  (ENSEASG00005007582)Compare Regions (PSZQ01000897.1:39,582,313-39,625,141:1)View Sequence Alignments","0.00366","99.85 %","99.85 %","100","100.00","Yes"
"Horse (Equus caballus)","1-to-1View Gene Tree","WDR48  (ENSECAG00000018492)Compare Regions (16:47,865,238-47,908,827:-1)View Sequence Alignments","0.00362","87.23 %","99.85 %","100","100.00","Yes"
"Hedgehog (Erinaceus europaeus)","1-to-1View Gene Tree","WDR48  (ENSEEUG00000006817)Compare Regions (GeneScaffold_2480:11,517-45,606:1)View Sequence Alignments","n/a","87.86 %","84.49 %","50","93.23","Yes"
"Northern pike (Esox lucius)","1-to-manyView Gene Tree","WDR48 (1 of many)  (ENSELUG00000000595)Compare Regions (LG03:10,105,259-10,114,572:-1)View Sequence Alignments","n/a","93.09 %","93.50 %","75","0.88","Yes"
"Northern pike (Esox lucius)","1-to-manyView Gene Tree","wdr48a  (ENSELUG00000018099)Compare Regions (LG21:15,305,403-15,315,946:1)View Sequence Alignments","n/a","91.29 %","92.91 %","50","99.74","Yes"
"Cat (Felis catus)","1-to-1View Gene Tree","WDR48  (ENSFCAG00000025123)Compare Regions (C2:154,095,119-154,140,392:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Flycatcher (Ficedula albicollis)","1-to-1View Gene Tree","WDR48  (ENSFALG00000006692)Compare Regions (JH603175.1:1,439,134-1,467,936:-1)View Sequence Alignments","n/a","92.29 %","95.42 %","75","98.67","Yes"
"Damara mole rat (Fukomys damarensis)","1-to-1View Gene Tree","WDR48  (ENSFDAG00000013890)Compare Regions (KN120547.1:3,247,725-3,292,363:-1)View Sequence Alignments","0.01580","98.82 %","98.82 %","100","100.00","Yes"
"Mummichog (Fundulus heteroclitus)","1-to-1View Gene Tree","wdr48b  (ENSFHEG00000018394)Compare Regions (KN811350.1:1,373,478-1,382,768:1)View Sequence Alignments","n/a","87.86 %","90.84 %","75","96.68","Yes"
"Cod (Gadus morhua)","1-to-1View Gene Tree","wdr48b  (ENSGMOG00000004400)Compare Regions (GeneScaffold_2482:201,703-212,007:1)View Sequence Alignments","n/a","94.68 %","94.68 %","75","99.97","Yes"
"Chicken (Gallus gallus)","1-to-1View Gene Tree","WDR48  (ENSGALG00000006052)Compare Regions (2:5,355,491-5,379,083:-1)View Sequence Alignments","n/a","98.38 %","98.52 %","75","100.00","Yes"
"Western mosquitofish (Gambusia affinis)","1-to-1View Gene Tree","wdr48b  (ENSGAFG00000016497)Compare Regions (NHOQ01002364.1:4,808,270-4,821,880:1)View Sequence Alignments","n/a","94.98 %","94.98 %","75","99.97","Yes"
"Stickleback (Gasterosteus aculeatus)","1-to-1View Gene Tree","wdr48b  (ENSGACG00000012625)Compare Regions (groupIII:175,029-180,887:1)View Sequence Alignments","n/a","94.53 %","94.53 %","75","99.97","Yes"
"Agassiz's desert tortoise (Gopherus agassizii)","1-to-1View Gene Tree","WDR48  (ENSGAGG00000001480)Compare Regions (PPEB01007074.1:33,894-87,465:-1)View Sequence Alignments","n/a","98.23 %","98.23 %","25","100.00","Yes"
"Gorilla (Gorilla gorilla gorilla)","1-to-1View Gene Tree","WDR48  (ENSGGOG00000002185)Compare Regions (3:39,822,221-39,866,640:1)View Sequence Alignments","0.76768","95.21 %","96.90 %","100","100.00","Yes"
"Burton's mouthbrooder (Haplochromis burtoni)","1-to-1View Gene Tree","wdr48b  (ENSHBUG00000023018)Compare Regions (JH425481.1:1,186,099-1,193,810:-1)View Sequence Alignments","n/a","94.01 %","95.13 %","75","99.97","Yes"
