"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","nmt1a  (ENSAPOG00000005646)Compare Regions (MVNR01000539.1:344,080-357,659:1)View Sequence Alignments","n/a","83.92 %","82.06 %","0","83.46","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","nmt1b  (ENSAPOG00000017935)Compare Regions (MVNR01001347.1:25,665-31,948:1)View Sequence Alignments","n/a","54.15 %","50.00 %","0","n/a","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","NMT1  (ENSAMEG00000018400)Compare Regions (GL192699.1:1,277,261-1,305,871:1)View Sequence Alignments","0.02391","98.59 %","98.59 %","75","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","nmt1a  (ENSACIG00000008436)Compare Regions (CCOE01000691.1:1,990,889-1,998,846:-1)View Sequence Alignments","n/a","83.89 %","76.61 %","0","86.53","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","nmt1b  (ENSACIG00000012445)Compare Regions (CCOE01000086.1:1,763,739-1,777,349:1)View Sequence Alignments","n/a","50.21 %","47.98 %","0","n/a","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","nmt1a  (ENSAOCG00000010774)Compare Regions (NXFZ01002970.1:271,149-283,850:-1)View Sequence Alignments","n/a","83.92 %","82.06 %","0","83.46","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","nmt1b  (ENSAOCG00000021646)Compare Regions (NXFZ01002944.1:351,439-387,169:1)View Sequence Alignments","n/a","50.42 %","47.98 %","0","n/a","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","nmt1a  (ENSAPEG00000002403)Compare Regions (14:23,897,407-23,908,639:-1)View Sequence Alignments","n/a","83.92 %","82.06 %","0","83.49","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","nmt1b  (ENSAPEG00000018127)Compare Regions (19:30,741,110-30,748,328:1)View Sequence Alignments","n/a","54.49 %","50.20 %","0","n/a","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","nmt1b  (ENSATEG00000021016)Compare Regions (OOHO01000022.1:9,456,861-9,461,996:-1)View Sequence Alignments","n/a","54.68 %","50.60 %","0","n/a","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","nmt1a  (ENSATEG00000023418)Compare Regions (OOHO01000019.1:8,350,976-8,359,061:-1)View Sequence Alignments","n/a","83.26 %","81.25 %","0","83.59","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","NMT1  (ENSAPLG00000009872)Compare Regions (28:1,177,899-1,195,368:-1)View Sequence Alignments","n/a","90.12 %","90.12 %","75","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","NMT1  (ENSACAG00000007348)Compare Regions (6:64,771,979-64,791,408:1)View Sequence Alignments","n/a","86.60 %","87.30 %","100","91.85","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","NMT1  (ENSABRG00000012294)Compare Regions (NXHY01000268.1:322,971-341,013:-1)View Sequence Alignments","n/a","90.12 %","90.12 %","100","91.69","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","NMT1  (ENSANAG00000023426)Compare Regions (KZ201564.1:3,586,107-3,636,791:1)View Sequence Alignments","0.02379","99.40 %","99.40 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","NMT1  (ENSAHAG00000004635)Compare Regions (PTFD01001629.1:30,548-49,124:1)View Sequence Alignments","n/a","90.93 %","90.93 %","25","100.00","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","NMT1  (ENSAOWG00000009987)Compare Regions (PTFC01000646.1:466,878-485,451:1)View Sequence Alignments","n/a","90.93 %","90.93 %","100","100.00","Yes"
