"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","znf644a  (ENSAPOG00000005344)Compare Regions (MVNR01001402.1:101,383-115,872:-1)View Sequence Alignments","n/a","29.05 %","25.24 %","50","9.85","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","znf644b  (ENSAPOG00000014751)Compare Regions (MVNR01000005.1:1,667,665-1,703,650:1)View Sequence Alignments","n/a","30.06 %","27.43 %","50","32.37","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","ZNF644  (ENSAMEG00000008669)Compare Regions (GL193700.1:294,384-357,624:-1)View Sequence Alignments","0.12535","94.12 %","94.05 %","25","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","znf644b  (ENSACIG00000016781)Compare Regions (CCOE01000087.1:575,853-588,670:1)View Sequence Alignments","n/a","29.03 %","25.24 %","50","34.44","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","znf644a  (ENSACIG00000021605)Compare Regions (CCOE01000292.1:1,570,297-1,578,456:1)View Sequence Alignments","n/a","30.49 %","25.02 %","50","9.04","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","znf644b  (ENSAOCG00000018202)Compare Regions (NXFZ01003025.1:520,982-557,786:-1)View Sequence Alignments","n/a","30.72 %","27.73 %","50","32.53","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","znf644a  (ENSAOCG00000022729)Compare Regions (NXFZ01000844.1:167,484-183,280:1)View Sequence Alignments","n/a","29.23 %","25.40 %","50","12.87","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","znf644a  (ENSAPEG00000014277)Compare Regions (10:24,627,278-24,642,902:-1)View Sequence Alignments","n/a","29.05 %","25.24 %","50","12.88","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","znf644b  (ENSAPEG00000024001)Compare Regions (2:14,768,690-14,782,669:1)View Sequence Alignments","n/a","31.73 %","27.35 %","50","33.62","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","znf644b  (ENSATEG00000009475)Compare Regions (OOHO01000016.1:4,200,231-4,207,803:1)View Sequence Alignments","n/a","30.44 %","26.98 %","50","28.01","Yes"
