"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","mast1a  (ENSAPOG00000004190)Compare Regions (MVNR01000089.1:434,189-480,622:-1)View Sequence Alignments","n/a","60.90 %","64.08 %","25","52.16","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","MAST1  (ENSAMEG00000012351)Compare Regions (GL192799.1:232,296-256,580:1)View Sequence Alignments","0.03627","94.69 %","94.27 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","ENSACIG00000002693Compare Regions (CCOE01001545.1:1,156,797-1,198,263:1)View Sequence Alignments","n/a","59.55 %","65.16 %","25","4.11","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","mast1a  (ENSAOCG00000009348)Compare Regions (NXFZ01002424.1:196,648-239,519:-1)View Sequence Alignments","n/a","61.50 %","62.87 %","25","6.93","No"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","mast1a  (ENSAPEG00000022973)Compare Regions (3:29,554,169-29,599,329:1)View Sequence Alignments","n/a","61.47 %","62.80 %","25","51.56","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","mast1a  (ENSATEG00000000943)Compare Regions (OOHO01000002.1:14,457,085-14,483,426:1)View Sequence Alignments","n/a","62.24 %","62.04 %","25","n/a","No"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","MAST1  (ENSACAG00000009042)Compare Regions (2:28,679,735-28,854,064:1)View Sequence Alignments","n/a","77.13 %","74.52 %","0","75.95","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","MAST1  (ENSANAG00000020839)Compare Regions (KZ203443.1:11,569,140-11,617,889:1)View Sequence Alignments","0.03879","98.22 %","98.22 %","100","100.00","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","ENSAOWG00000007195Compare Regions (PTFC01002028.1:258-10,543:1)View Sequence Alignments","n/a","66.26 %","13.76 %","0","7.78","No"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","mast1a  (ENSACLG00000009080)Compare Regions (6:17,291,179-17,307,437:-1)View Sequence Alignments","n/a","54.55 %","42.74 %","25","0.34","No"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","ENSACLG00000009128Compare Regions (6:17,310,560-17,331,886:-1)View Sequence Alignments","n/a","72.65 %","17.26 %","50","9.39","No"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","mast1a  (ENSAMXG00000003343)Compare Regions (12:4,558,304-4,621,566:1)View Sequence Alignments","n/a","61.92 %","65.67 %","0","5.99","No"
"American bison (Bison bison bison)","1-to-1View Gene Tree","MAST1  (ENSBBBG00000018956)Compare Regions (KN265080.1:2,319,199-2,344,449:-1)View Sequence Alignments","0.03908","92.40 %","88.28 %","100","99.22","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","MAST1  (ENSBMUG00000014789)Compare Regions (JH881662.1:554,335-579,333:1)View Sequence Alignments","0.04650","90.65 %","90.13 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","MAST1  (ENSBTAG00000006080)Compare Regions (7:12,679,399-12,704,101:-1)View Sequence Alignments","0.03691","94.85 %","94.97 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","kin-4  (WBGene00002192)Compare Regions (IV:11,425,742-11,447,060:1)View Sequence Alignments","n/a","29.27 %","34.14 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","wts-1  (WBGene00007047)Compare Regions (I:10,291,870-10,297,927:-1)View Sequence Alignments","n/a","19.27 %","11.15 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","M03C11.1  (WBGene00010838)Compare Regions (III:10,393,389-10,396,081:-1)View Sequence Alignments","n/a","29.29 %","7.07 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","T24D5.4  (WBGene00011992)Compare Regions (X:12,597,168-12,597,437:1)View Sequence Alignments","n/a","25.84 %","1.46 %","n/a","n/a","No"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","ENSCPGG00000015528Compare Regions (QJSC01020234.1:123-3,610:1)View Sequence Alignments","n/a","75.08 %","14.59 %","0","8.44","No"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","MAST1  (ENSCJAG00000004772)Compare Regions (NTIC01011113.1:9,591,847-9,634,966:1)View Sequence Alignments","0.04428","97.90 %","97.90 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","MAST1  (ENSCAFG00000017133)Compare Regions (20:49,300,349-49,321,782:-1)View Sequence Alignments","0.03692","94.56 %","78.66 %","100","96.79","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","MAST1  (ENSCAFG00020005207)Compare Regions (QKWQ01000751.1:8,977,725-9,003,776:1)View Sequence Alignments","0.03171","95.48 %","95.54 %","100","100.00","Yes"
