"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","si:ch1073-111c8.3  (ENSAPOG00000020601)Compare Regions (MVNR01000032.1:319,992-335,373:1)View Sequence Alignments","n/a","72.58 %","70.17 %","0","88.79","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","SAMD4B  (ENSAMEG00000008553)Compare Regions (GL193591.1:178,581-200,948:-1)View Sequence Alignments","0.03710","97.84 %","97.84 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","si:ch1073-111c8.3  (ENSACIG00000006939)Compare Regions (CCOE01000538.1:85,868-95,124:-1)View Sequence Alignments","n/a","72.28 %","69.88 %","0","98.25","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","si:ch1073-111c8.3  (ENSAOCG00000023143)Compare Regions (NXFZ01002390.1:845,354-856,124:1)View Sequence Alignments","n/a","72.58 %","70.17 %","0","88.84","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","si:ch1073-111c8.3  (ENSAPEG00000008190)Compare Regions (9:3,331,033-3,344,757:-1)View Sequence Alignments","n/a","72.58 %","70.17 %","0","88.81","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","si:ch1073-111c8.3  (ENSATEG00000021856)Compare Regions (OOHO01000021.1:21,674,455-21,685,320:-1)View Sequence Alignments","n/a","71.62 %","69.45 %","0","98.26","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ENSAPLG00000030759Compare Regions (PEDO01010546.1:21-1,306:1)View Sequence Alignments","n/a","70.56 %","18.30 %","0","58.07","No"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","SAMD4B  (ENSACAG00000008965)Compare Regions (GL343496.1:539,129-579,289:1)View Sequence Alignments","n/a","81.10 %","80.40 %","50","100.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","ENSABRG00000022491Compare Regions (NXHY01000716.1:1-5,528:-1)View Sequence Alignments","n/a","66.49 %","17.72 %","25","43.94","No"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","SAMD4B  (ENSANAG00000035142)Compare Regions (KZ203424.1:181,151-209,060:-1)View Sequence Alignments","0.08034","98.56 %","98.56 %","100","100.00","Yes"
