"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Algerian mouse (Mus spretus)","1-to-1View Gene Tree","Ranbp2  (MGP_SPRETEiJ_G0016147)Compare Regions (10:56,520,425-56,570,146:1)View Sequence Alignments","0.13817","87.29 %","82.66 %","75","99.36","Yes"
"Alpaca (Vicugna pacos)","1-to-1View Gene Tree","RANBP2  (ENSVPAG00000006676)Compare Regions (GeneScaffold_2684:40,460-98,092:1)View Sequence Alignments","n/a","77.52 %","71.77 %","50","94.18","Yes"
"Alpine marmot (Marmota marmota marmota)","1-to-1View Gene Tree","RANBP2  (ENSMMMG00000019266)Compare Regions (CZRN01000064.1:1,030,045-1,095,527:-1)View Sequence Alignments","0.15062","90.58 %","86.23 %","75","99.46","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","RANBP2  (ENSCCNG00000000249)Compare Regions (MTKA01002932.1:32,886-99,177:-1)View Sequence Alignments","0.16215","89.15 %","86.35 %","25","99.99","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","RANBP2  (ENSBBBG00000005701)Compare Regions (KN265181.1:5,624,664-5,668,211:-1)View Sequence Alignments","0.14985","84.79 %","79.19 %","100","99.64","Yes"
"American black bear (Ursus americanus)","1-to-1View Gene Tree","RANBP2  (ENSUAMG00000020025)Compare Regions (LZNR01010001.1:38-53,139:-1)View Sequence Alignments","0.16115","88.51 %","79.78 %","0","96.23","Yes"
"American mink (Neovison vison)","1-to-1View Gene Tree","RANBP2  (ENSNVIG00000010482)Compare Regions (FNWR01000289.1:869,401-951,467:1)View Sequence Alignments","0.14701","87.76 %","87.41 %","100","100.00","Yes"
"Angola colobus (Colobus angolensis palliatus)","1-to-1View Gene Tree","RANBP2  (ENSCANG00000041469)Compare Regions (KN984279.1:937,050-1,003,364:-1)View Sequence Alignments","0.22057","96.76 %","86.20 %","50","99.21","Yes"
"Arctic ground squirrel (Urocitellus parryii)","1-to-1View Gene Tree","RANBP2  (ENSUPAG00010016851)Compare Regions (QVIC01000769.1:113,723-179,225:-1)View Sequence Alignments","0.14504","90.71 %","86.32 %","50","99.46","Yes"
"Armadillo (Dasypus novemcinctus)","1-to-1View Gene Tree","RANBP2  (ENSDNOG00000040501)Compare Regions (JH575662.1:322,401-375,178:1)View Sequence Alignments","0.18771","87.17 %","84.06 %","50","98.33","Yes"
"Black snub-nosed monkey (Rhinopithecus bieti)","1-to-1View Gene Tree","RANBP2  (ENSRBIG00000043515)Compare Regions (MCGX01004984.1:816,536-889,794:1)View Sequence Alignments","0.23852","96.28 %","94.79 %","50","99.72","Yes"
"Bolivian squirrel monkey (Saimiri boliviensis boliviensis)","1-to-1View Gene Tree","RANBP2  (ENSSBOG00000035336)Compare Regions (JH378111.1:34,860,562-34,923,835:-1)View Sequence Alignments","0.26125","93.43 %","93.52 %","75","99.47","Yes"
"Bonobo (Pan paniscus)","1-to-1View Gene Tree","ENSPPAG00000028808Compare Regions (2A:110,010,961-110,039,769:1)View Sequence Alignments","n/a","99.54 %","13.55 %","100","100.00","No"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","RANBP2  (ENSCAPG00000010687)Compare Regions (AVPZ01000167.1:9,827,504-9,877,191:1)View Sequence Alignments","0.14305","84.11 %","68.49 %","100","91.54","Yes"
"Bushbaby (Otolemur garnettii)","1-to-1View Gene Tree","RANBP2  (ENSOGAG00000028976)Compare Regions (GL873581.1:10,718,749-10,817,053:-1)View Sequence Alignments","0.18207","90.53 %","85.95 %","100","99.98","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","RANBP2  (ENSCCAG00000028166)Compare Regions (KV389557.1:4,121,650-4,187,490:1)View Sequence Alignments","0.25669","94.10 %","94.01 %","50","100.00","Yes"
"Cat (Felis catus)","1-to-1View Gene Tree","ENSFCAG00000035128Compare Regions (A3:54,362,825-54,371,042:-1)View Sequence Alignments","n/a","92.78 %","12.75 %","50","61.28","No"
"Chimpanzee (Pan troglodytes)","1-to-1View Gene Tree","RANBP2  (ENSPTRG00000012332)Compare Regions (KV420772.1:539-23,180:1)View Sequence Alignments","n/a","99.54 %","13.55 %","50","89.48","No"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-1View Gene Tree","Ranbp2  (ENSCGRG00001000642)Compare Regions (scaffold_33:18,002,677-18,060,514:-1)View Sequence Alignments","0.15143","87.65 %","84.12 %","75","99.97","Yes"
"Chinese hamster CriGri (Cricetulus griseus)","1-to-1View Gene Tree","Ranbp2  (ENSCGRG00000008995)Compare Regions (JH000420.1:184,240-242,512:1)View Sequence Alignments","0.14816","87.65 %","83.41 %","75","99.90","Yes"
"Coquerel's sifaka (Propithecus coquereli)","1-to-1View Gene Tree","RANBP2  (ENSPCOG00000008879)Compare Regions (KQ029060.1:9,502,419-9,570,971:1)View Sequence Alignments","0.19311","91.74 %","89.95 %","50","99.63","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","RANBP2  (ENSBTAG00000000152)Compare Regions (11:44,646,703-44,708,627:-1)View Sequence Alignments","0.14948","84.02 %","79.78 %","100","99.87","Yes"
"Crab-eating macaque (Macaca fascicularis)","1-to-1View Gene Tree","RANBP2  (ENSMFAG00000029029)Compare Regions (13:13,242,613-13,315,850:1)View Sequence Alignments","0.22632","97.24 %","97.15 %","100","100.00","Yes"
"Damara mole rat (Fukomys damarensis)","1-to-1View Gene Tree","RANBP2  (ENSFDAG00000016912)Compare Regions (KN121219.1:230,033-282,990:1)View Sequence Alignments","0.16276","84.89 %","79.31 %","100","99.54","Yes"
"Daurian ground squirrel (Spermophilus dauricus)","1-to-1View Gene Tree","RANBP2  (ENSSDAG00000007994)Compare Regions (KZ294463.1:937,525-1,001,396:1)View Sequence Alignments","0.15058","89.29 %","88.93 %","75","98.82","Yes"
"Degu (Octodon degus)","1-to-1View Gene Tree","RANBP2  (ENSODEG00000013212)Compare Regions (JH651567.1:12,786,218-12,857,064:1)View Sequence Alignments","0.14261","84.27 %","80.77 %","100","99.88","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","RANBP2  (ENSCAFG00020009314)Compare Regions (QKWQ01001844.1:20,006,492-20,099,000:-1)View Sequence Alignments","0.14898","89.81 %","89.70 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","RANBP2  (ENSCAFG00000023061)Compare Regions (10:35,086,853-35,181,646:-1)View Sequence Alignments","0.14893","89.96 %","85.02 %","50","99.52","Yes"
"Dolphin (Tursiops truncatus)","1-to-1View Gene Tree","RANBP2  (ENSTTRG00000007400)Compare Regions (GeneScaffold_3365:216,663-263,644:1)View Sequence Alignments","n/a","81.32 %","77.36 %","100","96.43","Yes"
"Donkey (Equus asinus asinus)","1-to-1View Gene Tree","RANBP2  (ENSEASG00005012918)Compare Regions (PSZQ01000167.1:4,278,157-4,360,762:1)View Sequence Alignments","0.17111","90.52 %","89.11 %","100","99.73","Yes"
"Drill (Mandrillus leucophaeus)","1-to-1View Gene Tree","RANBP2  (ENSMLEG00000037350)Compare Regions (KN974252.1:3,374,632-3,451,795:-1)View Sequence Alignments","0.25282","96.39 %","96.15 %","75","99.75","Yes"
"Elephant (Loxodonta africana)","1-to-1View Gene Tree","RANBP2  (ENSLAFG00000000740)Compare Regions (scaffold_27:10,794,807-10,857,352:1)View Sequence Alignments","0.17446","87.73 %","83.59 %","100","100.00","Yes"
"Ferret (Mustela putorius furo)","1-to-1View Gene Tree","RANBP2  (ENSMPUG00000010754)Compare Regions (GL897003.1:1,416,086-1,500,793:-1)View Sequence Alignments","0.14550","90.34 %","80.06 %","100","99.49","Yes"
"Gelada (Theropithecus gelada)","1-to-1View Gene Tree","RANBP2  (ENSTGEG00000002982)Compare Regions (13:8,148,624-8,221,899:-1)View Sequence Alignments","0.23910","96.10 %","92.37 %","100","99.83","Yes"
"Gibbon (Nomascus leucogenys)","1-to-1View Gene Tree","RANBP2  (ENSNLEG00000007501)Compare Regions (14:76,827,286-76,882,485:-1)View Sequence Alignments","0.35911","95.95 %","94.73 %","0","97.44","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","RANBP2  (ENSCHIG00000012686)Compare Regions (11:44,247,737-44,305,866:-1)View Sequence Alignments","0.14585","83.43 %","79.62 %","100","99.88","Yes"
"Golden Hamster (Mesocricetus auratus)","1-to-1View Gene Tree","Ranbp2  (ENSMAUG00000013313)Compare Regions (KB708151.1:19,620,573-19,671,999:-1)View Sequence Alignments","0.14507","87.90 %","84.27 %","75","99.98","Yes"
"Golden snub-nosed monkey (Rhinopithecus roxellana)","1-to-1View Gene Tree","RANBP2  (ENSRROG00000026113)Compare Regions (KN294365.1:1,031,255-1,102,608:1)View Sequence Alignments","0.22153","96.08 %","95.10 %","100","99.81","Yes"
"Gorilla (Gorilla gorilla gorilla)","1-to-1View Gene Tree","ENSGGOG00000011125Compare Regions (2A:13,795,256-13,805,264:1)View Sequence Alignments","n/a","97.95 %","13.34 %","100","100.00","No"
"Greater bamboo lemur (Prolemur simus)","1-to-1View Gene Tree","RANBP2  (ENSPSMG00000022615)Compare Regions (MPIZ01000244.1:6,778,282-6,848,916:1)View Sequence Alignments","0.19505","91.58 %","91.47 %","100","99.74","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","RANBP2  (ENSCPOG00000000392)Compare Regions (DS562879.1:9,826,365-9,882,620:1)View Sequence Alignments","0.14789","85.29 %","80.06 %","100","99.91","Yes"
"Hedgehog (Erinaceus europaeus)","1-to-1View Gene Tree","RANBP2  (ENSEEUG00000007806)Compare Regions (GeneScaffold_3972:291-75,638:1)View Sequence Alignments","n/a","66.50 %","63.68 %","25","82.90","Yes"
"Horse (Equus caballus)","1-to-1View Gene Tree","RANBP2  (ENSECAG00000008458)Compare Regions (15:1,083,739-1,171,993:-1)View Sequence Alignments","0.17282","86.31 %","88.59 %","100","100.00","Yes"
"Hyrax (Procavia capensis)","1-to-1View Gene Tree","RANBP2  (ENSPCAG00000000957)Compare Regions (GeneScaffold_4537:3,922-63,056:1)View Sequence Alignments","0.15647","82.08 %","77.57 %","25","96.70","Yes"
"Kangaroo rat (Dipodomys ordii)","1-to-1View Gene Tree","Ranbp2  (ENSDORG00000002206)Compare Regions (KN672532.1:1,504,290-1,566,269:1)View Sequence Alignments","0.13168","89.74 %","86.01 %","100","99.97","Yes"
"Leopard (Panthera pardus)","1-to-1View Gene Tree","ENSPPRG00000021252Compare Regions (KV860438.1:1,159,876-1,169,746:-1)View Sequence Alignments","n/a","92.78 %","12.75 %","50","60.86","No"
"Lesser Egyptian jerboa (Jaculus jaculus)","1-to-1View Gene Tree","Ranbp2  (ENSJJAG00000021292)Compare Regions (JH725442.1:12,070,699-12,154,866:1)View Sequence Alignments","0.14511","88.91 %","83.56 %","100","99.83","Yes"
