"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","wdr26b  (ENSAPOG00000001105)Compare Regions (MVNR01001756.1:58,586-85,087:-1)View Sequence Alignments","n/a","83.18 %","80.03 %","0","26.09","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","wdr26a  (ENSAPOG00000017087)Compare Regions (MVNR01001111.1:112,809-133,612:-1)View Sequence Alignments","n/a","84.70 %","77.91 %","25","72.83","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","WDR26  (ENSAMEG00000015955)Compare Regions (GL192912.1:895,237-972,838:-1)View Sequence Alignments","0.04178","97.74 %","85.17 %","75","96.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","wdr26a  (ENSACIG00000005170)Compare Regions (CCOE01000875.1:290,383-325,204:1)View Sequence Alignments","n/a","82.66 %","77.91 %","25","34.34","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","wdr26b  (ENSACIG00000017681)Compare Regions (CCOE01001020.1:1,254,553-1,267,885:-1)View Sequence Alignments","n/a","86.96 %","79.73 %","0","62.32","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","wdr26b  (ENSAOCG00000016119)Compare Regions (NXFZ01001052.1:86,250-113,408:-1)View Sequence Alignments","n/a","86.16 %","79.12 %","0","26.44","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","wdr26a  (ENSAOCG00000023563)Compare Regions (NXFZ01006123.1:58,727-77,672:-1)View Sequence Alignments","n/a","84.54 %","77.76 %","25","71.68","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","wdr26a  (ENSAPEG00000005638)Compare Regions (7:1,889,785-1,908,729:-1)View Sequence Alignments","n/a","84.54 %","77.76 %","25","71.80","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","wdr26b  (ENSAPEG00000007123)Compare Regions (11:36,462,739-36,491,580:1)View Sequence Alignments","n/a","85.46 %","79.12 %","0","25.57","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","wdr26a  (ENSATEG00000001152)Compare Regions (OOHO01000006.1:44,015,866-44,043,392:-1)View Sequence Alignments","n/a","84.50 %","76.70 %","25","n/a","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","wdr26b  (ENSATEG00000003589)Compare Regions (OOHO01000013.1:8,342,302-8,355,032:1)View Sequence Alignments","n/a","86.70 %","79.88 %","0","96.59","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","WDR26  (ENSAPLG00000013139)Compare Regions (3:22,225,340-22,253,578:-1)View Sequence Alignments","n/a","91.04 %","84.57 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","WDR26  (ENSACAG00000005514)Compare Regions (1:252,659,682-252,703,202:1)View Sequence Alignments","n/a","86.32 %","83.06 %","100","91.26","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","WDR26  (ENSABRG00000014906)Compare Regions (NXHY01000004.1:7,016,715-7,044,712:1)View Sequence Alignments","n/a","82.41 %","85.78 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","WDR26  (ENSANAG00000028722)Compare Regions (KZ203698.1:10,869,869-10,912,794:1)View Sequence Alignments","0.04575","99.69 %","97.88 %","75","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","WDR26  (ENSAHAG00000019092)Compare Regions (PTFD01000710.1:290,426-319,606:1)View Sequence Alignments","n/a","86.86 %","78.97 %","100","83.93","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","WDR26  (ENSAOWG00000006644)Compare Regions (PTFC01000683.1:162,401-191,717:-1)View Sequence Alignments","n/a","86.71 %","78.97 %","100","83.90","Yes"
