"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","TRAF3  (ENSAMEG00000018207)Compare Regions (GL192632.1:1,164,074-1,191,420:-1)View Sequence Alignments","0.03732","95.95 %","95.95 %","100","100.00","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","TRAF3  (ENSAPLG00000011933)Compare Regions (5:53,302,516-53,366,656:1)View Sequence Alignments","n/a","88.36 %","88.20 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","TRAF3  (ENSACAG00000000202)Compare Regions (GL343232.1:1,117,283-1,157,266:-1)View Sequence Alignments","n/a","77.78 %","85.04 %","100","95.79","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","TRAF3  (ENSABRG00000011595)Compare Regions (NXHY01000100.1:1,216,752-1,265,564:1)View Sequence Alignments","n/a","88.18 %","88.03 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","TRAF3  (ENSANAG00000022729)Compare Regions (KZ202359.1:6,782,656-6,836,978:1)View Sequence Alignments","0.09365","97.37 %","97.89 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","TRAF3  (ENSAHAG00000006043)Compare Regions (PTFD01000014.1:1,491,353-1,519,005:-1)View Sequence Alignments","n/a","88.36 %","88.20 %","100","100.00","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","TRAF3  (ENSAOWG00000011178)Compare Regions (PTFC01000011.1:539,329-602,887:-1)View Sequence Alignments","n/a","88.36 %","88.20 %","100","100.00","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","TRAF3  (ENSARWG00000016122)Compare Regions (PTFB01000006.1:1,489,063-1,552,577:-1)View Sequence Alignments","n/a","88.36 %","88.20 %","100","100.00","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","TRAF3  (ENSAMXG00000029095)Compare Regions (9:3,354,744-3,362,219:1)View Sequence Alignments","n/a","88.75 %","25.00 %","50","64.50","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","TRAF3  (ENSBBBG00000008712)Compare Regions (KN265017.1:1,054,517-1,080,740:-1)View Sequence Alignments","0.05689","90.60 %","88.20 %","75","99.74","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","TRAF3  (ENSBMUG00000003352)Compare Regions (JH882019.1:97,649-172,695:1)View Sequence Alignments","0.02648","94.72 %","94.72 %","50","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","TRAF3  (ENSBTAG00000013475)Compare Regions (21:67,549,224-67,603,033:1)View Sequence Alignments","0.02740","94.72 %","94.72 %","100","100.00","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","TRAF3  (ENSCPUG00000003970)Compare Regions (KQ482387.1:8,300,951-8,343,876:1)View Sequence Alignments","n/a","88.54 %","88.38 %","100","98.09","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","TRAF3  (ENSCPGG00000009138)Compare Regions (QJSC01028743.1:8,003,657-8,070,254:1)View Sequence Alignments","n/a","87.50 %","71.48 %","100","95.80","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","TRAF3  (ENSCJAG00000009729)Compare Regions (NTIC01038834.1:1,295,728-1,425,790:-1)View Sequence Alignments","0.04842","98.07 %","98.24 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","TRAF3  (ENSCAFG00000018075)Compare Regions (8:70,738,897-70,789,645:1)View Sequence Alignments","0.04330","96.13 %","96.13 %","100","100.00","Yes"
