"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","waca  (ENSAPOG00000012273)Compare Regions (MVNR01000782.1:285,243-298,981:1)View Sequence Alignments","n/a","71.91 %","49.46 %","0","72.13","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-manyView Gene Tree","ENSAMEG00000008096Compare Regions (GL193081.1:139,767-220,941:-1)View Sequence Alignments","0.24196","92.44 %","92.58 %","75","99.20","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-manyView Gene Tree","ENSAMEG00000010648Compare Regions (GL192570.1:326,167-326,949:1)View Sequence Alignments","n/a","67.86 %","26.43 %","0","n/a","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","waca  (ENSACIG00000023021)Compare Regions (CCOE01001180.1:414,352-449,279:1)View Sequence Alignments","n/a","75.19 %","62.75 %","75","90.31","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","waca  (ENSAOCG00000015964)Compare Regions (NXFZ01006259.1:1,054,267-1,082,296:1)View Sequence Alignments","n/a","76.10 %","63.99 %","75","80.65","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","waca  (ENSAPEG00000005091)Compare Regions (22:21,749,556-21,778,580:-1)View Sequence Alignments","n/a","75.78 %","63.83 %","75","80.65","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","waca  (ENSATEG00000021801)Compare Regions (OOHO01000004.1:33,237,135-33,261,007:-1)View Sequence Alignments","n/a","68.34 %","59.04 %","75","67.96","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","WAC  (ENSAPLG00000009527)Compare Regions (2:16,157,481-16,214,958:-1)View Sequence Alignments","n/a","90.42 %","90.42 %","75","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","WAC  (ENSACAG00000007583)Compare Regions (6:13,819,205-13,888,072:-1)View Sequence Alignments","n/a","88.94 %","85.78 %","75","97.65","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","WAC  (ENSABRG00000001904)Compare Regions (NXHY01000031.1:3,537,244-3,598,780:-1)View Sequence Alignments","n/a","90.88 %","90.88 %","75","100.00","Yes"
