"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","WDR33  (ENSAPOG00000008605)Compare Regions (MVNR01002000.1:16,565-42,959:-1)View Sequence Alignments","n/a","70.79 %","57.34 %","25","70.70","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","WDR33  (ENSAMEG00000011757)Compare Regions (GL193664.1:243,796-307,744:1)View Sequence Alignments","0.03258","87.33 %","98.05 %","75","98.94","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","wdr33  (ENSACIG00000000456)Compare Regions (CCOE01000991.1:115,626-118,114:-1)View Sequence Alignments","n/a","76.53 %","15.87 %","0","47.67","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","WDR33  (ENSAOCG00000011914)Compare Regions (NXFZ01003250.1:21,119-47,735:1)View Sequence Alignments","n/a","71.81 %","58.53 %","0","73.08","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","wdr33  (ENSAPEG00000001283)Compare Regions (10:198,442-210,997:1)View Sequence Alignments","n/a","78.57 %","15.64 %","0","50.15","No"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","WDR33  (ENSATEG00000004574)Compare Regions (OOHO01000004.1:340,902-364,019:-1)View Sequence Alignments","n/a","70.47 %","58.76 %","25","71.99","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","WDR33  (ENSAPLG00000009868)Compare Regions (9:11,706,988-11,755,630:-1)View Sequence Alignments","n/a","88.66 %","87.80 %","100","99.76","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","WDR33  (ENSACAG00000005263)Compare Regions (3:36,266,342-36,326,082:-1)View Sequence Alignments","n/a","86.63 %","84.88 %","100","99.64","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","WDR33  (ENSABRG00000006766)Compare Regions (NXHY01000103.1:493,311-544,692:-1)View Sequence Alignments","n/a","89.49 %","84.13 %","75","99.60","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","WDR33  (ENSANAG00000028337)Compare Regions (KZ206803.1:2,249,279-2,318,528:-1)View Sequence Alignments","0.03591","99.48 %","99.48 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","WDR33  (ENSAHAG00000016586)Compare Regions (PTFD01000330.1:510,198-563,352:-1)View Sequence Alignments","n/a","88.10 %","87.57 %","100","99.26","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-manyView Gene Tree","ENSAOWG00000011806Compare Regions (PTFC01000342.1:520,965-525,918:-1)View Sequence Alignments","n/a","80.94 %","29.57 %","75","65.13","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-manyView Gene Tree","ENSAOWG00000011810Compare Regions (PTFC01000342.1:547,518-581,504:-1)View Sequence Alignments","n/a","95.28 %","18.11 %","75","57.51","No"
