"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","camkvb  (ENSAPOG00000013178)Compare Regions (MVNR01000006.1:1,553,088-1,602,260:-1)View Sequence Alignments","n/a","78.09 %","61.88 %","50","1.13","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","camkva  (ENSAPOG00000018422)Compare Regions (MVNR01000968.1:242,817-247,084:-1)View Sequence Alignments","n/a","72.77 %","60.28 %","0","81.46","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","CAMKV  (ENSAMEG00000012131)Compare Regions (GL192765.1:704,417-707,520:1)View Sequence Alignments","0.11350","92.90 %","94.01 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","camkva  (ENSACIG00000008408)Compare Regions (CCOE01000972.1:186,011-192,783:1)View Sequence Alignments","n/a","75.62 %","60.68 %","25","n/a","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","camkvb  (ENSACIG00000009801)Compare Regions (CCOE01001335.1:271,662-278,942:-1)View Sequence Alignments","n/a","60.50 %","58.08 %","50","79.99","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","camkva  (ENSAOCG00000002860)Compare Regions (NXFZ01003017.1:318,654-334,783:1)View Sequence Alignments","n/a","73.14 %","60.88 %","25","78.60","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","camkvb  (ENSAOCG00000020082)Compare Regions (NXFZ01002946.1:444,031-455,092:1)View Sequence Alignments","n/a","72.71 %","63.27 %","50","1.03","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","camkva  (ENSAPEG00000011570)Compare Regions (6:11,055,602-11,060,409:-1)View Sequence Alignments","n/a","64.06 %","57.29 %","25","76.32","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","camkvb  (ENSAPEG00000022969)Compare Regions (6:20,378,715-20,424,251:-1)View Sequence Alignments","n/a","72.31 %","63.07 %","50","0.64","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","camkvb  (ENSATEG00000009278)Compare Regions (OOHO01000017.1:1,843,348-1,850,154:-1)View Sequence Alignments","n/a","73.44 %","63.47 %","50","80.40","Yes"
