"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","dkc1  (ENSAPOG00000007799)Compare Regions (MVNR01001001.1:108,403-119,354:1)View Sequence Alignments","n/a","74.80 %","73.93 %","0","77.13","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DKC1  (ENSAMEG00000002776)Compare Regions (GL195100.1:6,454-18,162:1)View Sequence Alignments","0.11821","90.14 %","88.91 %","50","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","dkc1  (ENSACIG00000022614)Compare Regions (CCOE01000401.1:7,139-11,061:1)View Sequence Alignments","n/a","77.29 %","72.18 %","0","80.08","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","dkc1  (ENSAOCG00000013159)Compare Regions (NXFZ01003149.1:83,188-93,370:-1)View Sequence Alignments","n/a","70.58 %","73.74 %","0","75.18","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","dkc1  (ENSAPEG00000002284)Compare Regions (18:17,860,824-17,868,817:1)View Sequence Alignments","n/a","74.61 %","73.74 %","0","77.16","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","dkc1  (ENSATEG00000013682)Compare Regions (OOHO01000007.1:178,665-184,874:-1)View Sequence Alignments","n/a","71.82 %","71.40 %","0","77.39","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ENSAPLG00000027813Compare Regions (PEDO01002849.1:118-2,243:-1)View Sequence Alignments","n/a","83.94 %","22.37 %","0","60.33","No"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DKC1  (ENSACAG00000015600)Compare Regions (GL343202.1:2,094,155-2,107,621:1)View Sequence Alignments","n/a","69.08 %","77.82 %","25","76.07","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DKC1  (ENSABRG00000020373)Compare Regions (NXHY01000005.1:10,207,089-10,215,761:-1)View Sequence Alignments","n/a","76.06 %","76.65 %","50","92.13","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","DKC1  (ENSANAG00000022732)Compare Regions (KZ207771.1:736,907-750,797:-1)View Sequence Alignments","0.13248","96.30 %","96.30 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","DKC1  (ENSAHAG00000016844)Compare Regions (PTFD01000993.1:256,237-272,425:-1)View Sequence Alignments","n/a","65.90 %","67.32 %","50","75.23","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","DKC1  (ENSAOWG00000015636)Compare Regions (PTFC01000025.1:3,204,307-3,214,309:1)View Sequence Alignments","n/a","69.27 %","74.12 %","50","84.77","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","DKC1  (ENSARWG00000013941)Compare Regions (PTFB01000025.1:1,553,335-1,566,044:-1)View Sequence Alignments","n/a","78.77 %","70.04 %","50","82.59","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","dkc1  (ENSACLG00000015605)Compare Regions (19:5,777,332-5,780,843:-1)View Sequence Alignments","n/a","74.13 %","70.82 %","0","79.57","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","dkc1  (ENSAMXG00000017108)Compare Regions (14:15,907,719-15,917,817:-1)View Sequence Alignments","n/a","73.89 %","74.32 %","25","76.97","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","DKC1  (ENSBMUG00000006907)Compare Regions (JH881549.1:102,798-111,908:1)View Sequence Alignments","0.01398","95.48 %","78.02 %","75","94.26","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","DKC1  (ENSBTAG00000013045)Compare Regions (X:36,210,775-36,223,011:-1)View Sequence Alignments","0.09684","90.51 %","89.11 %","75","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-1View Gene Tree","K01G5.5  (WBGene00010478)Compare Regions (III:10,748,429-10,750,080:1)View Sequence Alignments","n/a","64.04 %","55.45 %","n/a","n/a","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","DKC1  (ENSCPUG00000000710)Compare Regions (KQ482309.1:3,730,789-3,771,541:-1)View Sequence Alignments","n/a","74.45 %","79.38 %","50","81.58","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","DKC1  (ENSCPGG00000006955)Compare Regions (QJSC01020919.1:340,218-351,556:1)View Sequence Alignments","n/a","79.42 %","79.57 %","50","91.40","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","DKC1  (ENSCJAG00000004210)Compare Regions (NTIC01017779.1:1,024,470-1,038,965:-1)View Sequence Alignments","0.05996","98.25 %","98.44 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-manyView Gene Tree","ENSCAFG00000009311Compare Regions (33:7,039,971-7,041,494:1)View Sequence Alignments","0.23177","81.93 %","79.38 %","0","n/a","No"
"Dog (Canis lupus familiaris)","1-to-manyView Gene Tree","ENSCAFG00000019620Compare Regions (X:122,838,762-122,851,163:1)View Sequence Alignments","0.09519","90.14 %","90.66 %","100","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-manyView Gene Tree","ENSCAFG00020008918Compare Regions (QKWQ01002290.1:1,017,490-1,029,656:-1)View Sequence Alignments","0.09519","90.14 %","90.66 %","50","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-manyView Gene Tree","ENSCAFG00020009379Compare Regions (QKWQ01000410.1:24,499,474-24,502,266:-1)View Sequence Alignments","0.21225","78.98 %","78.21 %","0","n/a","No"
"Goat (Capra hircus)","1-to-1View Gene Tree","DKC1  (ENSCHIG00000017392)Compare Regions (LWLT01000053.1:210,739-224,915:1)View Sequence Alignments","0.08552","90.71 %","89.30 %","75","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","DKC1  (ENSTSYG00000007681)Compare Regions (KE930567.1:79,344-91,019:-1)View Sequence Alignments","0.09242","92.94 %","94.75 %","75","99.74","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","Dkc1  (ENSCCNG00000014981)Compare Regions (MTKA01001502.1:59,416-70,384:1)View Sequence Alignments","0.09799","93.00 %","93.00 %","50","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","DKC1  (ENSCAPG00000003342)Compare Regions (AVPZ01000054.1:1,081,106-1,088,271:-1)View Sequence Alignments","0.15804","89.25 %","79.18 %","100","95.70","Yes"
