"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","igf2bp3  (ENSAPOG00000017377)Compare Regions (MVNR01000412.1:234,507-257,301:1)View Sequence Alignments","n/a","75.30 %","75.82 %","75","88.72","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","IGF2BP3  (ENSAMEG00000003485)Compare Regions (GL192822.1:1,088,763-1,227,636:-1)View Sequence Alignments","0.03635","98.27 %","98.27 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","igf2bp3  (ENSACIG00000001392)Compare Regions (CCOE01000707.1:1,050,705-1,067,175:1)View Sequence Alignments","n/a","74.40 %","74.78 %","75","82.58","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000015477Compare Regions (NXFZ01001056.1:46,571-48,772:-1)View Sequence Alignments","n/a","69.14 %","9.67 %","75","54.78","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","igf2bp3  (ENSAOCG00000015936)Compare Regions (NXFZ01001056.1:29,436-41,365:-1)View Sequence Alignments","n/a","75.84 %","58.55 %","50","86.26","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","igf2bp3  (ENSAPEG00000018592)Compare Regions (17:13,055,824-13,074,970:1)View Sequence Alignments","n/a","75.26 %","75.65 %","75","95.39","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","igf2bp3  (ENSATEG00000000681)Compare Regions (OOHO01000017.1:36,557,652-36,576,700:1)View Sequence Alignments","n/a","70.25 %","72.19 %","75","45.18","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","IGF2BP3  (ENSAPLG00000013290)Compare Regions (2:33,309,663-33,416,817:-1)View Sequence Alignments","n/a","84.42 %","85.15 %","100","89.20","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","IGF2BP3  (ENSACAG00000013538)Compare Regions (6:30,506,585-30,589,177:-1)View Sequence Alignments","n/a","83.22 %","83.94 %","100","97.24","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","IGF2BP3  (ENSABRG00000010526)Compare Regions (NXHY01000001.1:10,842,262-10,947,334:1)View Sequence Alignments","n/a","68.99 %","71.85 %","100","78.33","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","IGF2BP3  (ENSANAG00000022059)Compare Regions (KZ198505.1:6,551,709-6,701,363:1)View Sequence Alignments","0.11255","98.79 %","98.79 %","100","99.99","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","IGF2BP3  (ENSAHAG00000008364)Compare Regions (PTFD01000317.1:195,142-317,675:1)View Sequence Alignments","n/a","83.30 %","74.09 %","100","86.89","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","IGF2BP3  (ENSAOWG00000005485)Compare Regions (PTFC01000244.1:189,846-313,216:1)View Sequence Alignments","n/a","81.64 %","73.75 %","100","81.12","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","IGF2BP3  (ENSARWG00000016935)Compare Regions (PTFB01000596.1:230,737-355,253:-1)View Sequence Alignments","n/a","79.67 %","74.44 %","100","79.77","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","igf2bp3  (ENSACLG00000000050)Compare Regions (22:19,875,910-19,892,990:1)View Sequence Alignments","n/a","74.49 %","75.65 %","75","87.44","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","igf2bp3  (ENSAMXG00000007453)Compare Regions (APWO02000050.1:2,043,357-2,100,590:1)View Sequence Alignments","n/a","73.07 %","76.86 %","75","55.87","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","IGF2BP3  (ENSBBBG00000004000)Compare Regions (KN264824.1:2,029,635-2,172,581:-1)View Sequence Alignments","0.03028","97.36 %","95.68 %","100","100.00","Yes"
