"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","tfap2a  (ENSAPOG00000014924)Compare Regions (MVNR01000346.1:87,296-97,356:1)View Sequence Alignments","n/a","86.29 %","83.52 %","100","98.33","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","TFAP2A  (ENSAMEG00000002558)Compare Regions (GL192449.1:108,000-125,897:-1)View Sequence Alignments","0.05960","96.84 %","98.17 %","50","99.94","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","tfap2a  (ENSACIG00000003757)Compare Regions (CCOE01000750.1:1,742,609-1,753,539:1)View Sequence Alignments","n/a","83.88 %","76.20 %","100","87.51","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","tfap2a  (ENSAOCG00000016699)Compare Regions (NXFZ01006137.1:517,485-529,604:1)View Sequence Alignments","n/a","80.97 %","83.75 %","100","96.63","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","tfap2a  (ENSAPEG00000001801)Compare Regions (22:19,023,329-19,035,592:1)View Sequence Alignments","n/a","87.70 %","86.50 %","100","100.00","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","tfap2a  (ENSATEG00000016765)Compare Regions (OOHO01000004.1:28,419,752-28,431,632:1)View Sequence Alignments","n/a","81.24 %","84.21 %","100","96.70","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","TFAP2A  (ENSAPLG00000003330)Compare Regions (2:67,142,053-67,159,257:1)View Sequence Alignments","n/a","66.07 %","93.14 %","75","90.45","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","TFAP2A  (ENSACAG00000008801)Compare Regions (GL343209.1:2,365,639-2,393,629:-1)View Sequence Alignments","n/a","96.75 %","61.33 %","100","84.37","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","TFAP2A  (ENSABRG00000012745)Compare Regions (NXHY01000153.1:785,151-802,946:-1)View Sequence Alignments","n/a","75.56 %","93.36 %","25","93.40","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","TFAP2A  (ENSANAG00000021127)Compare Regions (KZ200747.1:7,233,397-7,254,512:-1)View Sequence Alignments","0.01795","99.32 %","99.77 %","100","100.00","Yes"
