"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","fbxl5  (ENSAPOG00000022790)Compare Regions (MVNR01000372.1:154,422-165,692:-1)View Sequence Alignments","n/a","61.57 %","62.37 %","50","95.02","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","FBXL5  (ENSAMEG00000001527)Compare Regions (GL192469.1:736,943-769,477:-1)View Sequence Alignments","0.09790","94.96 %","92.62 %","100","98.56","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","fbxl5  (ENSACIG00000000172)Compare Regions (CCOE01001181.1:913,342-920,555:1)View Sequence Alignments","n/a","62.19 %","62.37 %","50","85.30","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","fbxl5  (ENSAOCG00000000946)Compare Regions (NXFZ01000192.1:176,680-183,399:-1)View Sequence Alignments","n/a","61.43 %","62.23 %","50","89.47","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","fbxl5  (ENSAPEG00000016481)Compare Regions (2:7,845,080-7,855,333:1)View Sequence Alignments","n/a","61.29 %","62.08 %","50","89.37","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","fbxl5  (ENSATEG00000014125)Compare Regions (OOHO01000016.1:6,366,826-6,372,631:-1)View Sequence Alignments","n/a","62.36 %","62.81 %","50","93.24","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","FBXL5  (ENSAPLG00000005791)Compare Regions (4:32,344,985-32,397,326:-1)View Sequence Alignments","n/a","76.00 %","76.99 %","100","95.26","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","FBXL5  (ENSACAG00000012215)Compare Regions (4:124,067,729-124,112,018:1)View Sequence Alignments","n/a","76.70 %","76.70 %","100","99.74","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","FBXL5  (ENSABRG00000014548)Compare Regions (NXHY01000058.1:1,409,146-1,444,176:-1)View Sequence Alignments","n/a","77.22 %","78.00 %","100","97.56","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","FBXL5  (ENSANAG00000014120)Compare Regions (KZ207216.1:1,962,741-2,004,129:-1)View Sequence Alignments","0.13078","97.83 %","97.83 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","FBXL5  (ENSAHAG00000013150)Compare Regions (PTFD01000207.1:21-14,957:-1)View Sequence Alignments","n/a","75.91 %","63.39 %","50","90.93","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","FBXL5  (ENSAOWG00000013067)Compare Regions (PTFC01000525.1:677,382-691,373:1)View Sequence Alignments","n/a","77.82 %","62.95 %","50","92.46","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","FBXL5  (ENSARWG00000010180)Compare Regions (PTFB01000410.1:835,935-851,374:1)View Sequence Alignments","n/a","75.91 %","63.39 %","50","90.93","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","fbxl5  (ENSACLG00000017609)Compare Regions (23:8,694,373-8,701,671:1)View Sequence Alignments","n/a","62.41 %","62.95 %","50","86.98","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","fbxl5  (ENSAMXG00000001716)Compare Regions (15:31,372,345-31,396,786:1)View Sequence Alignments","n/a","61.82 %","60.93 %","0","82.86","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","FBXL5  (ENSBBBG00000014676)Compare Regions (KN265094.1:9,395,983-9,441,019:-1)View Sequence Alignments","0.10744","90.01 %","90.01 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","FBXL5  (ENSBMUG00000006124)Compare Regions (JH883962.1:78,393-123,105:1)View Sequence Alignments","0.10450","90.01 %","90.01 %","50","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","FBXL5  (ENSBTAG00000021214)Compare Regions (6:110,760,351-110,805,803:-1)View Sequence Alignments","0.10408","94.07 %","94.07 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","B0564.6  (WBGene00007206)Compare Regions (IV:13,130,440-13,133,230:1)View Sequence Alignments","n/a","10.40 %","6.37 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","B0564.9  (WBGene00007208)Compare Regions (IV:13,136,032-13,138,822:1)View Sequence Alignments","n/a","10.40 %","6.37 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","gadr-2  (WBGene00007887)Compare Regions (IV:9,482,053-9,485,140:-1)View Sequence Alignments","n/a","7.10 %","7.53 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","C48D1.1  (WBGene00008177)Compare Regions (IV:13,193,563-13,197,382:-1)View Sequence Alignments","n/a","6.33 %","5.79 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","F44E5.2  (WBGene00009689)Compare Regions (II:11,766,772-11,768,622:1)View Sequence Alignments","n/a","7.16 %","5.07 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","gadr-6  (WBGene00009823)Compare Regions (I:14,078,193-14,082,643:-1)View Sequence Alignments","n/a","7.75 %","7.96 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","H04D03.4  (WBGene00010365)Compare Regions (III:10,445,805-10,451,112:-1)View Sequence Alignments","n/a","7.27 %","7.24 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","K05C4.9  (WBGene00010585)Compare Regions (I:14,726,804-14,730,719:-1)View Sequence Alignments","n/a","6.35 %","6.66 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","T01E8.1  (WBGene00011331)Compare Regions (II:10,206,715-10,209,391:1)View Sequence Alignments","n/a","8.79 %","6.80 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","Y71A12B.15  (WBGene00013511)Compare Regions (I:13,992,582-13,996,221:1)View Sequence Alignments","n/a","5.67 %","6.22 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","gadr-3  (WBGene00018561)Compare Regions (III:6,282,444-6,286,231:-1)View Sequence Alignments","n/a","6.48 %","6.66 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","skpt-1  (WBGene00018613)Compare Regions (III:5,446,510-5,448,419:-1)View Sequence Alignments","n/a","17.10 %","10.42 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","F53G2.1  (WBGene00018766)Compare Regions (II:2,488,754-2,496,641:1)View Sequence Alignments","n/a","6.16 %","6.37 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","H24K24.2  (WBGene00019239)Compare Regions (V:917,817-925,945:1)View Sequence Alignments","n/a","9.09 %","6.22 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","T28B4.1  (WBGene00020884)Compare Regions (X:6,587,898-6,596,135:1)View Sequence Alignments","n/a","7.61 %","6.08 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","gadr-4  (WBGene00021053)Compare Regions (II:4,058,956-4,061,698:-1)View Sequence Alignments","n/a","6.15 %","7.09 %","n/a","n/a","No"
