"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","taf5  (ENSAPOG00000015600)Compare Regions (MVNR01000023.1:1,068,273-1,074,786:-1)View Sequence Alignments","n/a","80.82 %","74.25 %","75","88.96","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","TAF5  (ENSAMEG00000017926)Compare Regions (GL192371.1:2,196,611-2,209,421:1)View Sequence Alignments","0.08387","96.25 %","96.12 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","taf5  (ENSACIG00000006505)Compare Regions (CCOE01001430.1:80,347-84,717:-1)View Sequence Alignments","n/a","74.04 %","74.88 %","75","85.65","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","taf5  (ENSAOCG00000001060)Compare Regions (NXFZ01002449.1:622,274-631,630:-1)View Sequence Alignments","n/a","80.56 %","75.62 %","75","88.61","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","taf5  (ENSAPEG00000020262)Compare Regions (3:12,414,008-12,423,379:-1)View Sequence Alignments","n/a","80.69 %","75.75 %","75","90.63","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","taf5  (ENSATEG00000021013)Compare Regions (OOHO01000002.1:20,591,963-20,598,875:1)View Sequence Alignments","n/a","79.49 %","74.12 %","75","89.73","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","TAF5  (ENSAPLG00000011406)Compare Regions (6:23,799,857-23,810,393:1)View Sequence Alignments","n/a","83.50 %","82.88 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","TAF5  (ENSACAG00000004756)Compare Regions (3:40,630,006-40,643,584:1)View Sequence Alignments","n/a","80.76 %","79.25 %","100","89.79","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","TAF5  (ENSABRG00000007239)Compare Regions (NXHY01000012.1:8,593,817-8,602,986:-1)View Sequence Alignments","n/a","83.44 %","82.50 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","TAF5  (ENSANAG00000033631)Compare Regions (KZ200969.1:8,489,310-8,508,180:1)View Sequence Alignments","0.10628","98.62 %","98.62 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","TAF5  (ENSAHAG00000002246)Compare Regions (PTFD01000235.1:680,728-693,324:1)View Sequence Alignments","n/a","85.85 %","77.38 %","100","94.85","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","TAF5  (ENSAOWG00000004644)Compare Regions (PTFC01000061.1:851,890-864,109:-1)View Sequence Alignments","n/a","78.70 %","77.12 %","100","80.06","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","TAF5  (ENSARWG00000000559)Compare Regions (PTFB01000004.1:6,491,352-6,503,530:-1)View Sequence Alignments","n/a","80.18 %","76.88 %","100","91.15","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","taf5  (ENSACLG00000018443)Compare Regions (6:9,078,669-9,085,771:-1)View Sequence Alignments","n/a","79.33 %","74.38 %","75","88.65","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","taf5  (ENSAMXG00000036058)Compare Regions (12:16,372,217-16,386,869:1)View Sequence Alignments","n/a","79.95 %","72.75 %","50","90.14","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","TAF5  (ENSBBBG00000005985)Compare Regions (KN265153.1:27,153,649-27,167,645:-1)View Sequence Alignments","0.08555","96.49 %","96.12 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","TAF5  (ENSBMUG00000000970)Compare Regions (JH880389.1:503,120-517,011:-1)View Sequence Alignments","n/a","87.81 %","87.38 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","TAF5  (ENSBTAG00000009709)Compare Regions (26:23,967,689-23,982,420:1)View Sequence Alignments","0.08628","96.50 %","96.50 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-1View Gene Tree","taf-5  (WBGene00006386)Compare Regions (I:7,848,975-7,853,631:1)View Sequence Alignments","n/a","33.33 %","27.00 %","n/a","n/a","Yes"
