"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ephb2b  (ENSAPOG00000009493)Compare Regions (MVNR01000921.1:106,903-239,518:1)View Sequence Alignments","n/a","88.26 %","82.65 %","0","33.12","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ephb2a  (ENSAPOG00000016800)Compare Regions (MVNR01002094.1:24,487-79,619:-1)View Sequence Alignments","n/a","83.10 %","78.77 %","0","60.99","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","EPHB2  (ENSAMEG00000014794)Compare Regions (GL192679.1:1,265,990-1,387,523:1)View Sequence Alignments","0.00509","99.38 %","91.18 %","100","99.56","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ephb2b  (ENSACIG00000012424)Compare Regions (CCOE01001108.1:2,514,824-2,587,545:1)View Sequence Alignments","n/a","86.41 %","81.99 %","0","67.82","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ephb2a  (ENSACIG00000013529)Compare Regions (CCOE01000265.1:200,736-218,982:-1)View Sequence Alignments","n/a","67.85 %","40.00 %","25","5.62","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ENSACIG00000013583Compare Regions (CCOE01000265.1:229,764-261,902:-1)View Sequence Alignments","n/a","70.27 %","19.72 %","25","49.82","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ephb2b  (ENSAOCG00000000756)Compare Regions (NXFZ01002161.1:57,934-148,279:-1)View Sequence Alignments","n/a","87.92 %","82.09 %","0","39.88","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ephb2a  (ENSAOCG00000004136)Compare Regions (NXFZ01003124.1:81,932-97,477:-1)View Sequence Alignments","n/a","84.41 %","76.49 %","0","56.05","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ephb2a  (ENSAPEG00000011903)Compare Regions (8:29,686,838-29,707,364:-1)View Sequence Alignments","n/a","81.02 %","78.48 %","0","54.18","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ephb2b  (ENSAPEG00000020015)Compare Regions (6:31,673,912-31,759,006:1)View Sequence Alignments","n/a","89.06 %","81.80 %","0","40.06","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ephb2a  (ENSATEG00000000441)Compare Regions (OOHO01000023.1:24,975,666-24,993,764:1)View Sequence Alignments","n/a","84.94 %","77.54 %","0","n/a","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ephb2b  (ENSATEG00000001637)Compare Regions (OOHO01000017.1:17,426,279-17,539,712:-1)View Sequence Alignments","n/a","88.47 %","82.94 %","0","94.66","Yes"
