"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","shoc2  (ENSAPOG00000011135)Compare Regions (MVNR01000064.1:766,426-777,965:1)View Sequence Alignments","n/a","89.86 %","86.77 %","75","95.04","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","SHOC2  (ENSAMEG00000015627)Compare Regions (GL192363.1:3,612,921-3,663,818:-1)View Sequence Alignments","0.01321","99.66 %","99.66 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","shoc2  (ENSACIG00000016462)Compare Regions (CCOE01001390.1:1,325,810-1,333,541:1)View Sequence Alignments","n/a","89.55 %","82.47 %","75","100.00","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","shoc2  (ENSAOCG00000018473)Compare Regions (NXFZ01003742.1:70,966-93,311:-1)View Sequence Alignments","n/a","92.25 %","92.10 %","75","100.00","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","shoc2  (ENSAPEG00000005680)Compare Regions (3:34,623,867-34,647,540:-1)View Sequence Alignments","n/a","92.25 %","92.10 %","75","100.00","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","shoc2  (ENSATEG00000008681)Compare Regions (OOHO01000002.1:17,951,657-17,966,844:-1)View Sequence Alignments","n/a","92.27 %","92.27 %","75","100.00","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","SHOC2  (ENSAPLG00000002846)Compare Regions (6:26,532,135-26,591,129:1)View Sequence Alignments","n/a","95.88 %","95.88 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","SHOC2  (ENSACAG00000015815)Compare Regions (3:45,794,078-45,821,837:1)View Sequence Alignments","n/a","90.38 %","90.38 %","75","100.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","SHOC2  (ENSABRG00000006323)Compare Regions (NXHY01000012.1:5,754,538-5,790,795:-1)View Sequence Alignments","n/a","96.05 %","96.05 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","SHOC2  (ENSANAG00000020390)Compare Regions (KZ205278.1:6,174,068-6,263,685:1)View Sequence Alignments","0.32057","95.39 %","96.05 %","50","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","SHOC2  (ENSAHAG00000004495)Compare Regions (PTFD01000019.1:106,550-147,285:1)View Sequence Alignments","n/a","95.70 %","95.70 %","100","100.00","Yes"
