"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","morc2  (ENSAPOG00000010739)Compare Regions (MVNR01000015.1:391,854-406,885:-1)View Sequence Alignments","n/a","63.65 %","64.63 %","0","80.54","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","MORC2  (ENSAMEG00000007295)Compare Regions (GL192437.1:934,453-966,242:1)View Sequence Alignments","0.09897","92.95 %","93.31 %","100","99.52","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","morc2  (ENSACIG00000017862)Compare Regions (CCOE01000938.1:715,227-731,624:1)View Sequence Alignments","n/a","67.22 %","62.40 %","0","78.94","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","morc2  (ENSAPEG00000022266)Compare Regions (5:25,128,361-25,141,393:-1)View Sequence Alignments","n/a","63.38 %","64.24 %","0","80.85","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","morc2  (ENSATEG00000006891)Compare Regions (OOHO01000012.1:11,772,818-11,780,506:-1)View Sequence Alignments","n/a","70.62 %","57.75 %","0","76.70","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","MORC2  (ENSAPLG00000012745)Compare Regions (16:10,810,036-10,847,220:1)View Sequence Alignments","n/a","80.57 %","79.94 %","50","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000007793Compare Regions (5:150,133,853-150,135,713:1)View Sequence Alignments","n/a","82.46 %","38.28 %","0","n/a","No"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000009903Compare Regions (GL343417.1:252,126-268,798:-1)View Sequence Alignments","n/a","76.53 %","76.45 %","75","98.84","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","MORC2  (ENSABRG00000008124)Compare Regions (NXHY01000473.1:75,601-126,745:-1)View Sequence Alignments","n/a","80.66 %","80.04 %","50","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","MORC2  (ENSANAG00000036050)Compare Regions (KZ204305.1:682,188-727,984:-1)View Sequence Alignments","0.22006","85.55 %","87.21 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","MORC2  (ENSAHAG00000014510)Compare Regions (PTFD01001336.1:62,097-100,275:1)View Sequence Alignments","n/a","79.28 %","76.36 %","25","98.12","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","MORC2  (ENSAOWG00000002080)Compare Regions (PTFC01001095.1:106,325-145,413:1)View Sequence Alignments","n/a","79.28 %","76.36 %","50","98.13","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","MORC2  (ENSARWG00000013851)Compare Regions (PTFB01001168.1:63,081-101,280:1)View Sequence Alignments","n/a","79.54 %","76.84 %","25","98.15","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","morc2  (ENSACLG00000001495)Compare Regions (12:18,953,291-18,967,429:1)View Sequence Alignments","n/a","64.57 %","65.50 %","0","78.13","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","morc2  (ENSAMXG00000014169)Compare Regions (8:21,022,565-21,039,599:-1)View Sequence Alignments","n/a","62.74 %","62.98 %","0","70.90","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","MORC2  (ENSBBBG00000009805)Compare Regions (KN265188.1:13,050,028-13,090,528:-1)View Sequence Alignments","0.08115","92.54 %","92.54 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","MORC2  (ENSBMUG00000024380)Compare Regions (JH883225.1:831,150-872,343:1)View Sequence Alignments","0.08275","91.92 %","92.54 %","75","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","MORC2  (ENSBTAG00000009963)Compare Regions (17:69,819,467-69,860,089:-1)View Sequence Alignments","0.07758","91.81 %","86.92 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-manyView Gene Tree","morc-1  (WBGene00022531)Compare Regions (III:5,203,713-5,206,911:-1)View Sequence Alignments","n/a","23.08 %","18.90 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","MORC2  (ENSCPUG00000014651)Compare Regions (KQ482360.1:109,512-173,974:-1)View Sequence Alignments","n/a","77.47 %","74.32 %","50","97.72","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","MORC2  (ENSCPGG00000008572)Compare Regions (QJSC01004498.1:82,824-136,740:1)View Sequence Alignments","n/a","80.49 %","79.94 %","50","98.78","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","MORC2  (ENSCJAG00000010729)Compare Regions (NTIC01000001.1:16,323,218-16,364,712:1)View Sequence Alignments","0.08664","98.16 %","98.06 %","100","100.00","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","MORC2  (ENSCAFG00000012861)Compare Regions (26:23,953,325-23,992,431:-1)View Sequence Alignments","0.07207","93.97 %","95.06 %","100","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","MORC2  (ENSCAFG00020001197)Compare Regions (QKWQ01000714.1:24,199,989-24,224,793:-1)View Sequence Alignments","0.07379","90.72 %","89.05 %","100","99.91","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","MORC2  (ENSCHIG00000022315)Compare Regions (17:1,487,523-1,527,827:1)View Sequence Alignments","0.07785","92.00 %","92.54 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","MORC2  (ENSTSYG00000013123)Compare Regions (KE938565.1:728,850-771,906:-1)View Sequence Alignments","0.10462","94.57 %","94.57 %","100","100.00","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","MORC2A  (ENSCCNG00000029253)Compare Regions (MTKA01002572.1:37,710-74,511:1)View Sequence Alignments","0.08147","93.50 %","93.41 %","50","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","MORC2  (ENSCAPG00000007745)Compare Regions (AVPZ01000445.1:12,187,028-12,224,759:1)View Sequence Alignments","0.16353","84.58 %","53.68 %","75","87.70","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","MORC2  (ENSCPOG00000006442)Compare Regions (DS562859.1:12,197,289-12,237,599:1)View Sequence Alignments","0.08402","92.92 %","92.83 %","75","100.00","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","MORC2  (ENSCCAG00000025325)Compare Regions (KV389684.1:1,728,560-1,774,068:1)View Sequence Alignments","0.08100","98.26 %","98.26 %","100","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","MORC2  (ENSCATG00000037099)Compare Regions (KQ012364.1:6,366,312-6,407,330:-1)View Sequence Alignments","0.05397","99.22 %","99.22 %","100","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","MORC2  (ENSCABG00000012435)Compare Regions (PKMU01008734.1:2,290,676-2,396,337:1)View Sequence Alignments","n/a","82.38 %","77.03 %","50","98.24","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","MORC2  (ENSCLAG00000016717)Compare Regions (JH721915.1:5,124,737-5,164,495:-1)View Sequence Alignments","0.09248","93.22 %","93.22 %","100","100.00","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","MORC2  (ENSCSAG00000008882)Compare Regions (19:13,815,467-13,858,633:-1)View Sequence Alignments","0.05286","99.22 %","99.22 %","100","100.00","Yes"
"Sloth (Choloepus hoffmanni)","1-to-1View Gene Tree","MORC2  (ENSCHOG00000009957)Compare Regions (GeneScaffold_3340:2,666-26,789:-1)View Sequence Alignments","n/a","72.42 %","67.93 %","0","87.88","Yes"
"Painted turtle (Chrysemys picta bellii)","1-to-1View Gene Tree","MORC2  (ENSCPBG00000007473)Compare Regions (KK083045.1:341,056-428,594:1)View Sequence Alignments","n/a","79.71 %","79.17 %","75","76.41","Yes"
"Ciona intestinalis","1-to-manyView Gene Tree","ENSCING00000014127Compare Regions (12:4,467,078-4,470,761:1)View Sequence Alignments","n/a","60.67 %","19.28 %","n/a","44.10","No"
"Ciona savignyi","1-to-manyView Gene Tree","ENSCSAVG00000004116Compare Regions (reftig_112:253,073-260,295:-1)View Sequence Alignments","n/a","58.82 %","13.57 %","n/a","29.60","No"
"Angola colobus (Colobus angolensis palliatus)","1-to-1View Gene Tree","MORC2  (ENSCANG00000039041)Compare Regions (KN980174.1:1,555,444-1,607,702:1)View Sequence Alignments","0.23220","89.88 %","92.05 %","75","98.76","Yes"
"Japanese quail (Coturnix japonica)","1-to-1View Gene Tree","MORC2  (ENSCJPG00005014569)Compare Regions (15:8,813,967-8,844,201:-1)View Sequence Alignments","n/a","80.00 %","79.46 %","50","100.00","Yes"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-manyView Gene Tree","Morc2b  (ENSCGRG00001010763)Compare Regions (scaffold_1:97,405,371-97,408,445:-1)View Sequence Alignments","0.26932","75.39 %","74.81 %","0","n/a","No"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-manyView Gene Tree","Morc2a  (ENSCGRG00001015744)Compare Regions (scaffold_13:1,825,478-1,861,285:-1)View Sequence Alignments","0.08165","92.08 %","92.44 %","75","100.00","Yes"
"Chinese hamster CriGri (Cricetulus griseus)","1-to-manyView Gene Tree","Morc2a  (ENSCGRG00000016779)Compare Regions (JH001103.1:535,966-566,355:1)View Sequence Alignments","0.03276","97.08 %","54.75 %","50","89.39","Yes"
"Chinese hamster CriGri (Cricetulus griseus)","1-to-manyView Gene Tree","Morc2b  (ENSCGRG00000018904)Compare Regions (JH000737.1:634,005-637,079:1)View Sequence Alignments","0.26932","75.39 %","74.81 %","0","n/a","No"
"Chinese hamster PICR (Cricetulus griseus)","1-to-manyView Gene Tree","Morc2a  (ENSCGRG00015000648)Compare Regions (RAZU01000007.1:38,634,932-38,672,518:1)View Sequence Alignments","0.08165","92.08 %","92.44 %","75","100.00","Yes"
"Chinese hamster PICR (Cricetulus griseus)","1-to-manyView Gene Tree","Morc2b  (ENSCGRG00015004191)Compare Regions (RAZU01000191.1:2,455,754-2,458,828:-1)View Sequence Alignments","0.26932","75.39 %","74.81 %","0","n/a","No"
"Blue tit (Cyanistes caeruleus)","1-to-1View Gene Tree","MORC2  (ENSCCEG00000023033)Compare Regions (PDCF01000028.1:14,313,065-14,372,693:1)View Sequence Alignments","n/a","78.75 %","73.26 %","25","96.85","Yes"
"Tongue sole (Cynoglossus semilaevis)","1-to-manyView Gene Tree","MORC2  (ENSCSEG00000011888)Compare Regions (W:8,416,987-8,430,296:-1)View Sequence Alignments","n/a","62.41 %","60.66 %","0","72.32","Yes"
"Tongue sole (Cynoglossus semilaevis)","1-to-manyView Gene Tree","morc2  (ENSCSEG00000017312)Compare Regions (Z:5,312-14,687:-1)View Sequence Alignments","n/a","62.82 %","63.37 %","0","3.43","No"
"Sheepshead minnow (Cyprinodon variegatus)","1-to-1View Gene Tree","morc2  (ENSCVAG00000011265)Compare Regions (KL653432.1:249,834-282,601:1)View Sequence Alignments","n/a","62.37 %","64.24 %","0","71.36","Yes"
"Zebrafish (Danio rerio)","1-to-1View Gene Tree","morc2  (ENSDARG00000028539)Compare Regions (25:3,708,087-3,745,393:-1)View Sequence Alignments","n/a","62.51 %","62.69 %","0","68.95","Yes"
"Armadillo (Dasypus novemcinctus)","1-to-1View Gene Tree","MORC2  (ENSDNOG00000032341)Compare Regions (JH563241.1:752,915-796,183:1)View Sequence Alignments","0.13518","83.36 %","90.79 %","50","99.65","Yes"
"Kangaroo rat (Dipodomys ordii)","1-to-1View Gene Tree","ENSDORG00000001110Compare Regions (KN672369.1:2,486,941-2,524,741:1)View Sequence Alignments","0.11742","90.97 %","90.79 %","100","99.99","Yes"
"Emu (Dromaius novaehollandiae)","1-to-1View Gene Tree","MORC2  (ENSDNVG00000006421)Compare Regions (PTEY01000070.1:89,164-127,530:1)View Sequence Alignments","n/a","80.64 %","75.48 %","50","98.08","Yes"
"Lesser hedgehog tenrec (Echinops telfairi)","1-to-1View Gene Tree","ENSETEG00000013440Compare Regions (GeneScaffold_7450:6,549-36,977:-1)View Sequence Alignments","n/a","59.63 %","55.81 %","0","72.92","No"
"Hagfish (Eptatretus burgeri)","1-to-manyView Gene Tree","ENSEBUG00000002656Compare Regions (FYBX02010284.1:1,629,547-1,632,040:-1)View Sequence Alignments","n/a","38.42 %","7.56 %","n/a","22.93","No"
"Hagfish (Eptatretus burgeri)","1-to-manyView Gene Tree","morc2  (ENSEBUG00000008999)Compare Regions (FYBX02010065.1:275,724-336,004:-1)View Sequence Alignments","n/a","38.24 %","30.23 %","n/a","24.38","Yes"
"Donkey (Equus asinus asinus)","1-to-1View Gene Tree","MORC2  (ENSEASG00005010355)Compare Regions (PSZQ01001524.1:5,064,981-5,105,747:-1)View Sequence Alignments","0.08042","92.89 %","94.96 %","100","100.00","Yes"
