"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","elavl4  (ENSAPOG00000020329)Compare Regions (MVNR01000374.1:348,293-446,535:-1)View Sequence Alignments","n/a","84.63 %","86.32 %","50","58.18","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","ELAVL4  (ENSAMEG00000017455)Compare Regions (GL192837.1:48,321-128,750:1)View Sequence Alignments","0.03766","94.81 %","90.80 %","50","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","elavl4  (ENSACIG00000008793)Compare Regions (CCOE01000755.1:1,354,780-1,392,719:-1)View Sequence Alignments","n/a","94.46 %","84.83 %","75","81.83","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","elavl4 (1 of many)  (ENSAOCG00000022503)Compare Regions (NXFZ01001988.1:344,368-377,204:1)View Sequence Alignments","n/a","60.00 %","26.87 %","0","14.30","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","elavl4 (1 of many)  (ENSAOCG00000022907)Compare Regions (NXFZ01004196.1:76,447-89,238:-1)View Sequence Alignments","n/a","88.54 %","42.29 %","0","42.28","No"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","elavl4  (ENSAPEG00000022826)Compare Regions (2:34,245,578-34,306,314:-1)View Sequence Alignments","n/a","88.43 %","85.57 %","75","57.44","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","elavl4  (ENSATEG00000006136)Compare Regions (OOHO01000016.1:12,371,688-12,404,379:1)View Sequence Alignments","n/a","93.50 %","85.82 %","100","81.92","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","ELAVL4  (ENSAPLG00000030449)Compare Regions (8:24,929,119-25,005,575:1)View Sequence Alignments","n/a","97.30 %","89.80 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","ELAVL4  (ENSACAG00000004527)Compare Regions (4:113,114,085-113,204,996:1)View Sequence Alignments","n/a","94.23 %","89.30 %","50","94.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","ELAVL4  (ENSABRG00000015613)Compare Regions (NXHY01000002.1:7,305,111-7,382,038:-1)View Sequence Alignments","n/a","97.30 %","89.80 %","100","100.00","Yes"
