"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","sf1  (ENSAPOG00000012341)Compare Regions (MVNR01000258.1:548,454-559,877:1)View Sequence Alignments","n/a","63.42 %","63.89 %","50","80.33","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","SF1  (ENSAMEG00000017828)Compare Regions (GL192492.1:1,368,553-1,379,461:1)View Sequence Alignments","0.08658","81.03 %","77.41 %","100","97.91","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","sf1  (ENSACIG00000016514)Compare Regions (CCOE01000563.1:426,432-436,102:1)View Sequence Alignments","n/a","66.67 %","63.00 %","50","92.21","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","sf1  (ENSAOCG00000010934)Compare Regions (NXFZ01005769.1:203,415-214,735:-1)View Sequence Alignments","n/a","63.52 %","63.89 %","50","79.92","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","sf1  (ENSAPEG00000009498)Compare Regions (23:18,930,462-18,942,216:1)View Sequence Alignments","n/a","63.52 %","63.89 %","50","79.54","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","sf1  (ENSATEG00000001894)Compare Regions (OOHO01000015.1:16,427,916-16,438,013:-1)View Sequence Alignments","n/a","64.64 %","64.93 %","50","78.90","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-manyView Gene Tree","ENSANAG00000022607Compare Regions (KZ203792.1:30,494,511-30,499,972:-1)View Sequence Alignments","0.48091","74.71 %","67.61 %","0","n/a","No"
"Ma's night monkey (Aotus nancymaae)","1-to-manyView Gene Tree","ENSANAG00000026664Compare Regions (KZ200996.1:1,695,829-1,709,169:-1)View Sequence Alignments","0.16826","82.97 %","78.90 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","SF1  (ENSAHAG00000000048)Compare Regions (PTFD01002311.1:2,826-4,405:1)View Sequence Alignments","n/a","85.34 %","33.73 %","0","87.82","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","SF1  (ENSAOWG00000008412)Compare Regions (PTFC01002149.1:187-10,845:1)View Sequence Alignments","n/a","85.23 %","48.89 %","0","74.38","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","SF1  (ENSARWG00000015206)Compare Regions (PTFB01001968.1:586-11,228:-1)View Sequence Alignments","n/a","63.43 %","63.15 %","0","74.99","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","sf1  (ENSACLG00000007633)Compare Regions (3:814,156-825,938:-1)View Sequence Alignments","n/a","65.74 %","63.00 %","25","91.45","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","sf1  (ENSAMXG00000003630)Compare Regions (16:38,984,757-38,997,828:-1)View Sequence Alignments","n/a","57.51 %","63.74 %","25","82.71","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","SF1  (ENSBBBG00000020069)Compare Regions (KN264804.1:1,088,283-1,100,953:-1)View Sequence Alignments","0.07888","83.33 %","78.75 %","100","99.97","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","SF1  (ENSBMUG00000013946)Compare Regions (JH880973.1:1,332,648-1,343,192:1)View Sequence Alignments","n/a","73.41 %","66.86 %","100","100.00","Yes"
