"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","dnajc6  (ENSAPOG00000011162)Compare Regions (MVNR01002347.1:17,819-71,419:-1)View Sequence Alignments","n/a","60.92 %","55.77 %","25","81.78","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJC6  (ENSAMEG00000014950)Compare Regions (GL193175.1:1,378-81,465:-1)View Sequence Alignments","0.09509","94.59 %","66.70 %","50","90.58","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","dnajc6  (ENSACIG00000012354)Compare Regions (CCOE01000385.1:2,433,482-2,458,338:1)View Sequence Alignments","n/a","60.56 %","55.88 %","75","76.95","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","dnajc6  (ENSAOCG00000005735)Compare Regions (NXFZ01003806.1:119,207-168,900:-1)View Sequence Alignments","n/a","60.22 %","56.19 %","75","80.80","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","dnajc6  (ENSAPEG00000010577)Compare Regions (2:22,446,734-22,481,169:-1)View Sequence Alignments","n/a","60.13 %","56.29 %","75","77.15","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","dnajc6  (ENSATEG00000019494)Compare Regions (OOHO01000016.1:19,426,070-19,452,383:-1)View Sequence Alignments","n/a","59.78 %","55.77 %","75","85.27","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","DNAJC6  (ENSAPLG00000015954)Compare Regions (8:30,129,431-30,162,226:1)View Sequence Alignments","n/a","72.79 %","73.92 %","100","99.77","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DNAJC6  (ENSACAG00000008831)Compare Regions (4:98,239,471-98,300,791:-1)View Sequence Alignments","n/a","70.07 %","71.44 %","100","99.10","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DNAJC6  (ENSABRG00000018320)Compare Regions (NXHY01000002.1:2,075,732-2,110,036:-1)View Sequence Alignments","n/a","73.39 %","73.92 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","DNAJC6  (ENSANAG00000021991)Compare Regions (KZ206464.1:12,007,483-12,187,507:1)View Sequence Alignments","0.06598","99.07 %","99.07 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","DNAJC6  (ENSAHAG00000004366)Compare Regions (PTFD01000044.1:1,368,090-1,394,216:1)View Sequence Alignments","n/a","73.40 %","71.96 %","100","94.99","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","DNAJC6  (ENSAOWG00000012637)Compare Regions (PTFC01000031.1:1,582,567-1,607,829:1)View Sequence Alignments","n/a","73.40 %","71.96 %","100","94.97","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","DNAJC6  (ENSARWG00000013984)Compare Regions (PTFB01000040.1:2,708,245-2,734,336:-1)View Sequence Alignments","n/a","73.40 %","71.96 %","100","94.98","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","dnajc6  (ENSACLG00000001981)Compare Regions (17:13,421,499-13,443,864:1)View Sequence Alignments","n/a","59.37 %","56.49 %","75","80.42","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","dnajc6  (ENSAMXG00000010606)Compare Regions (13:43,646,917-43,691,661:1)View Sequence Alignments","n/a","58.70 %","59.48 %","100","87.16","Yes"
"Pachon cavefish (Astyanax mexicanus)","1-to-1View Gene Tree","dnajc6  (ENSAMXG00005011466)Compare Regions (KB882115.1:1,888,298-1,934,179:1)View Sequence Alignments","n/a","60.18 %","56.08 %","100","86.69","Yes"
"Siamese fighting fish (Betta splendens)","1-to-1View Gene Tree","dnajc6  (ENSBSLG00000020088)Compare Regions (4:5,023,018-5,037,793:1)View Sequence Alignments","n/a","59.82 %","54.33 %","75","76.57","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","DNAJC6  (ENSBBBG00000013528)Compare Regions (KN265005.1:438,681-604,345:1)View Sequence Alignments","0.10499","94.63 %","89.07 %","50","99.28","Yes"
"Hybrid - Bos Indicus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","DNAJC6  (ENSBIXG00005022150)Compare Regions (3:80,059,762-80,237,980:-1)View Sequence Alignments","0.08585","95.26 %","95.36 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","DNAJC6  (ENSBMUG00000016713)Compare Regions (JH881940.1:155,289-324,738:1)View Sequence Alignments","0.08678","91.76 %","91.86 %","75","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","DNAJC6  (ENSBTAG00000030749)Compare Regions (3:79,928,534-80,107,385:-1)View Sequence Alignments","0.15841","92.06 %","89.59 %","100","100.00","Yes"
"Hybrid - Bos Taurus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","DNAJC6  (ENSBIXG00000027280)Compare Regions (3:80,245,954-80,423,701:-1)View Sequence Alignments","0.08462","95.37 %","95.46 %","100","100.00","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","DNAJC6  (ENSCPUG00000015407)Compare Regions (KQ482091.1:2,431,972-2,516,617:-1)View Sequence Alignments","n/a","75.89 %","72.37 %","100","96.10","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","DNAJC6  (ENSCPGG00000016919)Compare Regions (QJSC01027757.1:646,630-681,915:1)View Sequence Alignments","n/a","74.26 %","74.64 %","100","99.78","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","DNAJC6  (ENSCJAG00000016859)Compare Regions (NTIC01036611.1:55,663,594-55,840,759:-1)View Sequence Alignments","0.09524","98.45 %","98.45 %","100","100.00","Yes"
"Elephant shark (Callorhinchus milii)","1-to-1View Gene Tree","ENSCMIG00000015325Compare Regions (KI636137.1:105,682-142,291:1)View Sequence Alignments","n/a","57.48 %","55.88 %","n/a","76.99","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","DNAJC6  (ENSCAFG00000018607)Compare Regions (5:44,884,283-45,120,203:-1)View Sequence Alignments","0.09139","90.65 %","94.95 %","100","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","DNAJC6  (ENSCAFG00020020422)Compare Regions (QKWQ01002225.1:44,150,532-44,191,125:1)View Sequence Alignments","0.08155","95.01 %","88.35 %","100","97.36","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","DNAJC6  (ENSCHIG00000027196)Compare Regions (3:40,813,386-40,985,411:1)View Sequence Alignments","0.15541","92.06 %","89.59 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","DNAJC6  (ENSTSYG00000007191)Compare Regions (KE944036.1:129,525-291,061:1)View Sequence Alignments","0.12353","93.69 %","90.31 %","50","99.31","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","Dnajc6  (ENSCCNG00000021622)Compare Regions (MTKA01003178.1:183,165-266,421:1)View Sequence Alignments","0.12200","93.61 %","93.61 %","50","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","ENSCAPG00000009635Compare Regions (AVPZ01000223.1:67,373,513-67,381,220:-1)View Sequence Alignments","n/a","94.83 %","11.34 %","100","59.41","No"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","DNAJC6  (ENSCPOG00000008733)Compare Regions (DS562857.1:67,373,072-67,414,707:-1)View Sequence Alignments","0.06351","89.90 %","83.51 %","100","97.15","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","DNAJC6  (ENSCCAG00000037238)Compare Regions (KV389561.1:122,370-282,270:-1)View Sequence Alignments","0.12150","98.45 %","98.45 %","75","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","DNAJC6  (ENSCATG00000034774)Compare Regions (KQ010662.1:14,032,489-14,179,552:-1)View Sequence Alignments","0.04808","99.48 %","99.48 %","100","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","DNAJC6  (ENSCABG00000020422)Compare Regions (PKMU01001343.1:30,082-98,662:-1)View Sequence Alignments","n/a","73.58 %","74.64 %","75","100.00","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","DNAJC6  (ENSCLAG00000008413)Compare Regions (JH721883.1:25,269,466-25,377,641:-1)View Sequence Alignments","0.10125","87.95 %","86.49 %","100","97.88","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","DNAJC6  (ENSCSAG00000001352)Compare Regions (20:67,660,680-67,809,086:-1)View Sequence Alignments","0.12319","98.80 %","92.99 %","100","100.00","Yes"
"Sloth (Choloepus hoffmanni)","1-to-1View Gene Tree","DNAJC6  (ENSCHOG00000000752)Compare Regions (GeneScaffold_2395:4,026-64,940:1)View Sequence Alignments","n/a","76.47 %","76.39 %","0","90.50","Yes"
"Painted turtle (Chrysemys picta bellii)","1-to-1View Gene Tree","DNAJC6  (ENSCPBG00000001130)Compare Regions (8:38,905,506-39,011,199:1)View Sequence Alignments","n/a","73.30 %","70.21 %","100","99.76","Yes"
"Atlantic herring (Clupea harengus)","1-to-1View Gene Tree","dnajc6  (ENSCHAG00000006306)Compare Regions (10:2,980,644-3,021,130:1)View Sequence Alignments","n/a","56.26 %","54.64 %","100","74.21","Yes"
"Angola colobus (Colobus angolensis palliatus)","1-to-1View Gene Tree","DNAJC6  (ENSCANG00000038277)Compare Regions (KN979408.1:117,648-275,000:-1)View Sequence Alignments","0.04699","99.48 %","99.48 %","75","100.00","Yes"
"Channel bull blenny (Cottoperca gobio)","1-to-1View Gene Tree","dnajc6  (ENSCGOG00000023168)Compare Regions (4:13,565,303-13,590,289:1)View Sequence Alignments","n/a","61.23 %","54.23 %","75","76.23","Yes"
"Japanese quail (Coturnix japonica)","1-to-1View Gene Tree","DNAJC6  (ENSCJPG00005014500)Compare Regions (8:25,466,867-25,496,628:1)View Sequence Alignments","n/a","74.26 %","74.64 %","100","99.61","Yes"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-1View Gene Tree","Dnajc6  (ENSCGRG00001021227)Compare Regions (scaffold_2:49,144,111-49,243,659:-1)View Sequence Alignments","0.08686","92.86 %","92.58 %","100","100.00","Yes"
"Chinese hamster CriGri (Cricetulus griseus)","1-to-1View Gene Tree","Dnajc6  (ENSCGRG00000009393)Compare Regions (JH000909.1:286,234-516,817:1)View Sequence Alignments","0.08074","92.94 %","88.25 %","75","97.76","Yes"
"Chinese hamster PICR (Cricetulus griseus)","1-to-1View Gene Tree","Dnajc6  (ENSCGRG00015021601)Compare Regions (RAZU01000092.1:15,902,782-16,131,647:1)View Sequence Alignments","0.08686","92.86 %","92.58 %","100","100.00","Yes"
"Australian saltwater crocodile (Crocodylus porosus)","1-to-1View Gene Tree","DNAJC6  (ENSCPRG00005011081)Compare Regions (MDVP01000029.1:60,977,619-61,086,910:1)View Sequence Alignments","n/a","75.38 %","71.96 %","100","96.13","Yes"
"Blue tit (Cyanistes caeruleus)","1-to-1View Gene Tree","DNAJC6  (ENSCCEG00000007301)Compare Regions (PDCF01000029.1:1,527,041-1,569,969:-1)View Sequence Alignments","n/a","73.04 %","70.93 %","100","95.11","Yes"
"Tongue sole (Cynoglossus semilaevis)","1-to-1View Gene Tree","dnajc6  (ENSCSEG00000017751)Compare Regions (2:5,943,303-5,956,497:-1)View Sequence Alignments","n/a","57.24 %","52.58 %","75","67.07","Yes"
"Sheepshead minnow (Cyprinodon variegatus)","1-to-1View Gene Tree","dnajc6  (ENSCVAG00000002755)Compare Regions (KL652676.1:502,674-562,425:-1)View Sequence Alignments","n/a","59.09 %","54.95 %","75","68.53","Yes"
"Zebrafish (Danio rerio)","1-to-1View Gene Tree","dnajc6  (ENSDARG00000079891)Compare Regions (6:31,279,542-31,348,999:-1)View Sequence Alignments","n/a","61.45 %","57.84 %","100","85.75","Yes"
"Armadillo (Dasypus novemcinctus)","1-to-1View Gene Tree","DNAJC6  (ENSDNOG00000004371)Compare Regions (JH582969.1:1,791,985-1,848,038:1)View Sequence Alignments","0.17702","88.67 %","83.92 %","100","91.97","Yes"
"Denticle herring (Denticeps clupeoides)","1-to-manyView Gene Tree","dnajc6 (1 of many)  (ENSDCDG00000011080)Compare Regions (CAADHS010000125.1:53,179-75,055:-1)View Sequence Alignments","n/a","61.42 %","57.94 %","50","75.51","Yes"
"Denticle herring (Denticeps clupeoides)","1-to-manyView Gene Tree","dnajc6 (1 of many)  (ENSDCDG00000034333)Compare Regions (13:9,236,021-9,257,921:1)View Sequence Alignments","n/a","61.42 %","57.94 %","100","5.16","Yes"
"Kangaroo rat (Dipodomys ordii)","1-to-1View Gene Tree","Dnajc6  (ENSDORG00000005685)Compare Regions (KN672397.1:5,508,831-5,553,306:1)View Sequence Alignments","0.11100","92.70 %","88.97 %","100","97.08","Yes"
"Emu (Dromaius novaehollandiae)","1-to-1View Gene Tree","DNAJC6  (ENSDNVG00000019243)Compare Regions (PTEY01000508.1:37,085-60,950:1)View Sequence Alignments","n/a","72.74 %","72.06 %","75","94.61","Yes"
"Lesser hedgehog tenrec (Echinops telfairi)","1-to-1View Gene Tree","DNAJC6  (ENSETEG00000006031)Compare Regions (GeneScaffold_2560:89,628-170,709:1)View Sequence Alignments","n/a","82.89 %","76.91 %","0","87.57","Yes"
"Electric eel (Electrophorus electricus)","1-to-1View Gene Tree","dnajc6  (ENSEEEG00000019672)Compare Regions (RBHW02000615.1:52,316-71,692:1)View Sequence Alignments","n/a","56.67 %","56.49 %","100","79.97","Yes"
"Donkey (Equus asinus asinus)","1-to-1View Gene Tree","DNAJC6  (ENSEASG00005008132)Compare Regions (PSZQ01004556.1:8,358,951-8,487,273:-1)View Sequence Alignments","0.08592","91.64 %","94.95 %","100","100.00","Yes"
"Horse (Equus caballus)","1-to-1View Gene Tree","DNAJC6  (ENSECAG00000016430)Compare Regions (5:92,334,754-92,468,857:-1)View Sequence Alignments","0.08433","91.74 %","95.05 %","100","100.00","Yes"
"Hedgehog (Erinaceus europaeus)","1-to-1View Gene Tree","DNAJC6  (ENSEEUG00000008226)Compare Regions (GeneScaffold_2642:769-72,891:1)View Sequence Alignments","n/a","80.16 %","70.82 %","0","84.37","Yes"
"Reedfish (Erpetoichthys calabaricus)","1-to-1View Gene Tree","ENSECRG00000009249Compare Regions (10:20,126,868-20,239,706:1)View Sequence Alignments","n/a","61.48 %","59.90 %","100","87.25","Yes"
"Northern pike (Esox lucius)","1-to-1View Gene Tree","dnajc6  (ENSELUG00000022502)Compare Regions (LG08:28,564,391-28,595,803:-1)View Sequence Alignments","n/a","59.14 %","55.05 %","100","82.41","Yes"
"Cat (Felis catus)","1-to-1View Gene Tree","DNAJC6  (ENSFCAG00000008367)Compare Regions (C1:54,228,047-54,397,737:1)View Sequence Alignments","0.11586","83.93 %","89.38 %","100","100.00","Yes"
"Flycatcher (Ficedula albicollis)","1-to-1View Gene Tree","DNAJC6  (ENSFALG00000012679)Compare Regions (JH603240.1:3,825,947-3,849,769:1)View Sequence Alignments","n/a","69.45 %","66.08 %","100","87.28","Yes"
"Damara mole rat (Fukomys damarensis)","1-to-1View Gene Tree","DNAJC6  (ENSFDAG00000013294)Compare Regions (KN123809.1:3,275,011-3,321,281:1)View Sequence Alignments","0.06213","91.71 %","80.93 %","100","95.14","Yes"
"Mummichog (Fundulus heteroclitus)","1-to-1View Gene Tree","dnajc6  (ENSFHEG00000001278)Compare Regions (KN811494.1:4,237,486-4,286,484:1)View Sequence Alignments","n/a","58.13 %","57.84 %","75","75.83","Yes"
"Cod (Gadus morhua)","1-to-1View Gene Tree","dnajc6  (ENSGMOG00000005812)Compare Regions (GeneScaffold_1474:17,885-77,508:1)View Sequence Alignments","n/a","57.53 %","52.78 %","25","47.78","No"
"Chicken (Gallus gallus)","1-to-1View Gene Tree","DNAJC6  (ENSGALG00000011041)Compare Regions (8:28,628,003-28,668,296:1)View Sequence Alignments","n/a","74.54 %","71.24 %","100","99.22","Yes"
"Western mosquitofish (Gambusia affinis)","1-to-1View Gene Tree","dnajc6  (ENSGAFG00000008446)Compare Regions (NHOQ01001911.1:2,498,840-2,529,871:-1)View Sequence Alignments","n/a","57.79 %","57.73 %","75","82.86","Yes"
"Stickleback (Gasterosteus aculeatus)","1-to-1View Gene Tree","dnajc6  (ENSGACG00000007183)Compare Regions (groupVIII:8,016,467-8,033,959:1)View Sequence Alignments","n/a","58.92 %","55.15 %","75","69.17","Yes"
"Agassiz's desert tortoise (Gopherus agassizii)","1-to-1View Gene Tree","DNAJC6  (ENSGAGG00000011384)Compare Regions (PPEB01001038.1:6,764-104,475:1)View Sequence Alignments","n/a","72.65 %","74.74 %","50","99.77","Yes"
"Gorilla (Gorilla gorilla gorilla)","1-to-1View Gene Tree","DNAJC6  (ENSGGOG00000010799)Compare Regions (1:66,092,159-66,243,841:1)View Sequence Alignments","0.54352","96.09 %","93.81 %","100","100.00","Yes"
"Blunt-snouted clingfish (Gouania willdenowi)","1-to-1View Gene Tree","dnajc6  (ENSGWIG00000009039)Compare Regions (4:9,297,160-9,332,282:-1)View Sequence Alignments","n/a","58.73 %","55.15 %","75","58.18","Yes"
"Burton's mouthbrooder (Haplochromis burtoni)","1-to-1View Gene Tree","dnajc6  (ENSHBUG00000023221)Compare Regions (JH425761.1:181,163-218,226:-1)View Sequence Alignments","n/a","60.27 %","55.98 %","75","84.70","Yes"
"Naked mole-rat female (Heterocephalus glaber)","1-to-1View Gene Tree","DNAJC6  (ENSHGLG00000018610)Compare Regions (JH602055.1:29,398,544-29,485,165:-1)View Sequence Alignments","0.09193","89.14 %","88.04 %","75","99.37","Yes"
"Naked mole-rat male (Heterocephalus glaber)","1-to-1View Gene Tree","DNAJC6  (ENSHGLG00100019297)Compare Regions (JH171648.1:3,729,278-3,831,957:1)View Sequence Alignments","0.08380","89.68 %","85.98 %","75","97.74","Yes"
"Tiger tail seahorse (Hippocampus comes)","1-to-1View Gene Tree","dnajc6  (ENSHCOG00000006026)Compare Regions (KV880061.1:4,642,021-4,684,019:-1)View Sequence Alignments","n/a","59.54 %","51.13 %","75","64.78","Yes"
"Huchen (Hucho hucho)","1-to-manyView Gene Tree","dnajc6 (1 of many)  (ENSHHUG00000050288)Compare Regions (QNTS01001481.1:286,765-303,776:-1)View Sequence Alignments","n/a","53.92 %","34.74 %","25","36.55","No"
"Huchen (Hucho hucho)","1-to-manyView Gene Tree","dnajc6 (1 of many)  (ENSHHUG00000050854)Compare Regions (QNTS01001067.1:22,459-86,016:-1)View Sequence Alignments","n/a","52.46 %","28.56 %","50","31.28","Yes"
"Channel catfish (Ictalurus punctatus)","1-to-1View Gene Tree","dnajc6  (ENSIPUG00000007320)Compare Regions (11:8,698,048-8,744,023:1)View Sequence Alignments","n/a","58.95 %","54.33 %","100","80.11","Yes"
