"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","HSPA8  (ENSAPOG00000003396)Compare Regions (MVNR01002193.1:15,550-20,602:1)View Sequence Alignments","n/a","93.19 %","93.19 %","0","100.00","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000003612Compare Regions (MVNR01000327.1:119,118-120,036:-1)View Sequence Alignments","n/a","82.95 %","16.56 %","0","n/a","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","HSPA8  (ENSAMEG00000008425)Compare Regions (GL192378.1:3,279,128-3,282,679:-1)View Sequence Alignments","n/a","100.00 %","100.00 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ENSACIG00000007410Compare Regions (CCOE01001766.1:828,148-830,920:-1)View Sequence Alignments","n/a","93.65 %","93.65 %","0","2.99","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","hspa8  (ENSACIG00000019204)Compare Regions (CCOE01001166.1:112,333-115,639:1)View Sequence Alignments","n/a","94.00 %","94.58 %","0","100.00","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000014291Compare Regions (NXFZ01002804.1:1,081,973-1,086,071:1)View Sequence Alignments","n/a","89.47 %","93.34 %","25","1.69","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","hspa8  (ENSAOCG00000014331)Compare Regions (NXFZ01002804.1:1,063,748-1,066,789:-1)View Sequence Alignments","n/a","81.47 %","87.77 %","0","99.18","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000019911Compare Regions (NXFZ01006376.1:350,603-357,651:-1)View Sequence Alignments","n/a","93.19 %","93.19 %","0","1.35","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ENSAPEG00000007104Compare Regions (9:2,367,045-2,374,099:1)View Sequence Alignments","n/a","93.19 %","93.19 %","0","1.35","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","hspa8  (ENSAPEG00000014172)Compare Regions (15:27,244,487-27,247,901:-1)View Sequence Alignments","n/a","84.88 %","83.44 %","0","99.15","Yes"
