"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","dnajc15  (ENSAPOG00000004336)Compare Regions (MVNR01000544.1:25,785-30,384:1)View Sequence Alignments","n/a","57.45 %","54.00 %","0","40.97","No"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJC15  (ENSAMEG00000016297)Compare Regions (GL192738.1:1,320,615-1,402,570:-1)View Sequence Alignments","0.30929","87.25 %","86.67 %","25","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","dnajc15  (ENSACIG00000019873)Compare Regions (CCOE01000607.1:48,667-53,370:1)View Sequence Alignments","n/a","59.15 %","56.00 %","0","40.20","No"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","dnajc15  (ENSAPEG00000002376)Compare Regions (12:33,743,042-33,747,890:1)View Sequence Alignments","n/a","63.09 %","62.67 %","0","45.40","No"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","dnajc15  (ENSATEG00000004838)Compare Regions (OOHO01000008.1:7,295,264-7,301,948:1)View Sequence Alignments","n/a","58.12 %","62.00 %","0","16.02","No"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DNAJC15  (ENSACAG00000002022)Compare Regions (3:69,815,450-69,852,334:-1)View Sequence Alignments","n/a","74.82 %","69.33 %","75","79.55","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DNAJC15  (ENSABRG00000004012)Compare Regions (NXHY01000087.1:2,902,546-2,928,878:1)View Sequence Alignments","n/a","51.14 %","60.00 %","100","67.62","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","DNAJC15  (ENSANAG00000025858)Compare Regions (KZ208608.1:981,246-1,017,342:-1)View Sequence Alignments","1.01912","87.27 %","64.00 %","100","92.54","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","DNAJC15  (ENSAHAG00000006572)Compare Regions (PTFD01000243.1:620,665-646,881:-1)View Sequence Alignments","n/a","69.59 %","68.67 %","100","77.69","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","DNAJC15  (ENSAOWG00000012502)Compare Regions (PTFC01000088.1:621,384-647,553:-1)View Sequence Alignments","n/a","55.97 %","59.33 %","100","70.03","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","DNAJC15  (ENSARWG00000005351)Compare Regions (PTFB01000967.1:175,247-201,309:-1)View Sequence Alignments","n/a","57.23 %","60.67 %","25","70.00","Yes"
