"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000016441Compare Regions (MVNR01000448.1:128,918-144,780:1)View Sequence Alignments","n/a","52.10 %","53.84 %","0","8.40","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","dnajc16  (ENSAPOG00000019559)Compare Regions (MVNR01000410.1:217,002-225,364:-1)View Sequence Alignments","n/a","56.55 %","57.93 %","25","77.92","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJC16  (ENSAMEG00000011891)Compare Regions (GL192825.1:607,715-643,746:-1)View Sequence Alignments","0.08756","93.61 %","93.61 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","dnajc16l  (ENSACIG00000014037)Compare Regions (CCOE01001043.1:789,168-802,960:1)View Sequence Alignments","n/a","52.71 %","53.45 %","0","9.31","No"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","dnajc16  (ENSACIG00000015832)Compare Regions (CCOE01000184.1:2,228,776-2,234,488:1)View Sequence Alignments","n/a","58.22 %","58.44 %","25","80.75","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","dnajc16  (ENSAOCG00000008750)Compare Regions (NXFZ01002854.1:752,059-760,890:-1)View Sequence Alignments","n/a","57.27 %","57.93 %","25","73.53","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","dnajc16l  (ENSAOCG00000019254)Compare Regions (NXFZ01005848.1:151,753-163,450:-1)View Sequence Alignments","n/a","52.42 %","54.09 %","0","7.40","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ENSAPEG00000005662Compare Regions (6:26,230,628-26,242,527:-1)View Sequence Alignments","n/a","52.42 %","54.09 %","0","7.42","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","dnajc16  (ENSAPEG00000011037)Compare Regions (8:28,785,907-28,794,573:1)View Sequence Alignments","n/a","56.53 %","57.03 %","25","73.03","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","dnajc16  (ENSATEG00000006166)Compare Regions (OOHO01000023.1:7,731,235-7,738,043:1)View Sequence Alignments","n/a","57.98 %","58.06 %","25","74.31","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","dnajc16l  (ENSATEG00000024184)Compare Regions (OOHO01000017.1:5,999,471-6,013,585:-1)View Sequence Alignments","n/a","53.41 %","50.13 %","0","13.89","No"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","DNAJC16  (ENSAPLG00000008368)Compare Regions (22:6,035,583-6,044,187:1)View Sequence Alignments","n/a","76.64 %","76.34 %","50","96.85","Yes"
