"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJB2  (ENSAMEG00000016755)Compare Regions (GL193190.1:25,588-30,733:1)View Sequence Alignments","0.12014","93.23 %","93.52 %","50","100.00","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","DNAJB2  (ENSAPEG00000014542)Compare Regions (12:25,358,141-25,364,224:1)View Sequence Alignments","n/a","36.04 %","46.60 %","50","52.19","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","DNAJB2  (ENSATEG00000021527)Compare Regions (OOHO01000008.1:14,814,494-14,822,002:-1)View Sequence Alignments","n/a","39.16 %","49.07 %","50","41.15","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","DNAJB2  (ENSAPLG00000026741)Compare Regions (PEDO01013664.1:21-2,292:-1)View Sequence Alignments","n/a","41.02 %","37.35 %","0","71.37","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000004853Compare Regions (1:83,691,577-83,701,197:-1)View Sequence Alignments","n/a","41.26 %","26.23 %","0","n/a","No"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000013484Compare Regions (1:95,548,451-95,572,222:-1)View Sequence Alignments","n/a","54.58 %","47.84 %","75","75.38","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000028348Compare Regions (1:95,617,787-95,631,929:-1)View Sequence Alignments","n/a","52.91 %","30.86 %","25","n/a","No"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000028769Compare Regions (1:95,577,975-95,587,886:-1)View Sequence Alignments","n/a","24.93 %","26.23 %","75","n/a","No"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DNAJB2  (ENSABRG00000019780)Compare Regions (NXHY01000021.1:389,132-392,124:1)View Sequence Alignments","n/a","48.86 %","52.78 %","50","90.75","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","DNAJB2  (ENSANAG00000028602)Compare Regions (KZ197258.1:9,424,441-9,430,990:-1)View Sequence Alignments","0.16685","96.91 %","96.91 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","DNAJB2  (ENSAHAG00000010419)Compare Regions (PTFD01000027.1:3,050,735-3,058,187:1)View Sequence Alignments","n/a","52.01 %","51.85 %","75","88.51","Yes"
